Orthogroup	AsinensisChina	Aalbopictus_AalbF5
OG0007329	ASIC007431	LOC109429791
OG0007330	ASIC006980	LOC109421442
OG0007331	ASIC001079	LOC115261471
OG0007332	ASIC008912	LOC115267180
OG0007333	ASIC010619	LOC109401424, LOC115257139
OG0007334	ASIC018341	LOC109432675
OG0007335	ASIC016106	LOC109415008
OG0007336	ASIC012209	LOC109426668
OG0007337	ASIC017233	LOC109414320
OG0007338	ASIC014206	LOC109411253
OG0007339	ASIC020514	LOC109408357
OG0007340	ASIC014334	LOC109432167
OG0007341	ASIC010891	LOC109406960
OG0007342	ASIC011605	LOC109422689
OG0007343	ASIC004312	LOC109422714
OG0007344	ASIC021004	LOC109430292
OG0007345	ASIC020600	LOC109400529
OG0007346	ASIC017065	LOC109423065
OG0007347	ASIC016103	LOC109415006
OG0007348	ASIC019237	LOC109425736
OG0007349	ASIC014536	LOC115257640, LOC109433076
OG0007350	ASIC009380	LOC115256185
OG0007351	ASIC009614	LOC109422990
OG0007353	ASIC002916	LOC109432691
OG0007354	ASIC016575	LOC115258005
OG0007355	ASIC005139	LOC115260636
OG0007356	ASIC004983	LOC109403280
OG0007357	ASIC013579	LOC109622172
OG0007358	ASIC015106	LOC115257176
OG0007359	ASIC005257	LOC109428482
OG0007360	ASIC010324	LOC115264641
OG0007361	ASIC002645	LOC109420917
OG0007362	ASIC016391	LOC109621718
OG0007363	ASIC006730	LOC115262112
OG0007364	ASIC013978	LOC109411406
OG0007365	ASIC003699	LOC109423258
OG0007366	ASIC016841	LOC109409682
OG0007367	ASIC005507	LOC109404006
OG0007368	ASIC007714	LOC109413222
OG0007369	ASIC021933	LOC109621289
OG0007370	ASIC015140	LOC109432284
OG0007371	ASIC008900	LOC109401829
OG0007372	ASIC018877	LOC109423129
OG0007373	ASIC010225	LOC109415232
OG0007374	ASIC007580	LOC115253718
OG0007375	ASIC002901	LOC109418021
OG0007376	ASIC017014	LOC109422038
OG0007377	ASIC013212	LOC115266519
OG0007378	ASIC019598	LOC115270170
OG0007379	ASIC004400	LOC109400494
OG0007380	ASIC019268	LOC109414257
OG0007381	ASIC010408	LOC109403770
OG0007382	ASIC019617	LOC109412534
OG0007383	ASIC006800	LOC109427438
OG0007384	ASIC002920	LOC109433404
OG0007385	ASIC007218	LOC109416814
OG0007386	ASIC020446	LOC109402218
OG0007387	ASIC022313	LOC109623298
OG0007388	ASIC008017	LOC109416142
OG0007389	ASIC005919	LOC115255085
OG0007390	ASIC013780	LOC109404377
OG0007391	ASIC011044	LOC109430908
OG0007393	ASIC011327	LOC109403282
OG0007394	ASIC002733	LOC109400044, LOC115263864
OG0007395	ASIC015521	LOC109424679
OG0007396	ASIC002999	LOC115263319
OG0007397	ASIC009705	LOC109408940
OG0007398	ASIC018739	LOC109415747
OG0007399	ASIC018149	LOC109401674
OG0007400	ASIC009426	LOC109414810
OG0007401	ASIC021621	LOC109401024
OG0007402	ASIC019878	LOC109430558
OG0007403	ASIC010405	LOC109403769
OG0007404	ASIC008186	LOC115262186
OG0007405	ASIC019836	LOC109621317
OG0007406	ASIC007746	LOC109415235
OG0007407	ASIC018948	LOC109418057
OG0007408	ASIC018322	LOC109416413
OG0007409	ASIC011274	LOC109412033
OG0007410	ASIC002017	LOC109423689
OG0007411	ASIC006090	LOC115258735
OG0007412	ASIC003211	LOC109408282
OG0007413	ASIC002561	LOC109399839
OG0007414	ASIC003722	LOC109423323
OG0007415	ASIC018803	LOC109426083
OG0007416	ASIC010079	LOC109431902
OG0007417	ASIC007188	LOC109398355
OG0007418	ASIC018980	LOC109422899
OG0007419	ASIC012647	LOC109403999
OG0007420	ASIC016803	LOC109407914
OG0007421	ASIC017489	LOC115253497
OG0007422	ASIC020041	LOC109413762
OG0007423	ASIC021336	LOC109418949
OG0007424	ASIC005203	LOC109427460, LOC115256595
OG0007425	ASIC006801	LOC109410157
OG0007426	ASIC020515	LOC109408366
OG0007428	ASIC018608	LOC109426683
OG0007429	ASIC019136	LOC109398042
OG0007430	ASIC007782	LOC115258398
OG0007431	ASIC012287	LOC109427470, LOC115254769
OG0007432	ASIC005097	LOC109425712
OG0007433	ASIC014675	LOC109428268
OG0007434	ASIC014912	LOC109405141
OG0007435	ASIC017952	LOC109397006
OG0007436	ASIC021144	LOC109424173
OG0007437	ASIC013879	LOC109428910
OG0007438	ASIC018593	LOC115263303
OG0007439	ASIC017206	LOC109622797
OG0007440	ASIC016699	LOC109404591
OG0007441	ASIC013938	LOC109417254
OG0007442	ASIC014456	LOC109431061
OG0007443	ASIC016534	LOC109424254
OG0007444	ASIC007127	LOC109402633
OG0007445	ASIC010292	LOC109433632
OG0007446	ASIC019783	LOC109418971
OG0007447	ASIC014843	LOC109429690
OG0007448	ASIC011045	LOC109430889
OG0007449	ASIC018833	LOC109426813
OG0007450	ASIC005725	LOC109404233
OG0007451	ASIC008600	LOC109409361
OG0007452	ASIC015877	LOC109398515
OG0007453	ASIC020211	LOC109405762
OG0007454	ASIC010354	LOC109409886
OG0007455	ASIC016764	LOC115270375
OG0007456	ASIC012990	LOC109397363
OG0007457	ASIC019699	LOC109407828, LOC134285918
OG0007459	ASIC020962	LOC109432116
OG0007460	ASIC012011, ASIC012012	LOC109413260
OG0007461	ASIC012425	LOC109419634
OG0007463	ASIC012771	LOC109420662
OG0007464	ASIC005719	LOC115258752
OG0007465	ASIC004213, ASIC010755	LOC109412398
OG0007466	ASIC006478	LOC109419741
OG0007468	ASIC018340	LOC109432646
OG0007469	ASIC019586	LOC109399478
OG0007470	ASIC016437	LOC115270213
OG0007472	ASIC005231	LOC109414694
OG0007473	ASIC018527	LOC115267513
OG0007474	ASIC000897, ASIC000898	LOC109400001
OG0007476	ASIC018638	LOC109417793
OG0007477	ASIC016033	LOC109397949
OG0007478	ASIC005256	LOC109428481
OG0007479	ASIC014953	LOC109408623
OG0007480	ASIC017445	LOC109413489
OG0007482	ASIC001456	LOC109408124
OG0007483	ASIC019775	LOC109418124
OG0007484	ASIC020829	LOC109412126
OG0007485	ASIC016642	LOC115254777, LOC109422849
OG0007486	ASIC021604	LOC109622037, LOC115259815
OG0007487	ASIC003443	LOC109428471
OG0007489	ASIC011942	LOC109430734
OG0007490	ASIC005365	LOC109428436
OG0007491	ASIC003742	LOC109409696
OG0007492	ASIC011116	LOC109432121
OG0007493	ASIC005229	LOC109417230
OG0007494	ASIC005126	LOC109432382
OG0007495	ASIC008722	LOC109412143
OG0007496	ASIC012205	LOC134283920
OG0007497	ASIC020591	LOC109423546
OG0007498	ASIC002447	LOC115253727
OG0007499	ASIC009897	LOC109425691
OG0007500	ASIC020602	LOC109400928
OG0007501	ASIC003483	LOC109406629
OG0007503	ASIC014090	LOC109417893
OG0007504	ASIC022210	LOC109427038
OG0007505	ASIC011222	LOC134283905
OG0007506	ASIC014768	LOC115268208
OG0007507	ASIC001025	LOC109403225
OG0007508	ASIC005862	LOC115255079
OG0007509	ASIC013973	LOC109400488
OG0007510	ASIC006676	LOC109409249
OG0007511	ASIC007102	LOC109427762
OG0007512	ASIC010676	LOC109412019
OG0007513	ASIC003775	LOC109409922
OG0007514	ASIC011053	LOC109414474
OG0007515	ASIC019998	LOC109429924
OG0007516	ASIC019685	LOC109429040
OG0007517	ASIC000729	LOC109404426
OG0007518	ASIC008124	LOC109432009
OG0007519	ASIC006968	LOC109432535
OG0007520	ASIC014959	LOC109421953
OG0007522	ASIC003090	LOC115265339
OG0007523	ASIC003994	LOC109422130
OG0007524	ASIC018648	LOC109403802
OG0007525	ASIC016754	LOC109416460
OG0007526	ASIC014533	LOC109407262
OG0007527	ASIC003948	LOC109401916
OG0007529	ASIC021793	LOC109424815
OG0007530	ASIC019509	LOC109404268
OG0007531	ASIC009761	LOC109425509
OG0007532	ASIC002727	LOC109400129
OG0007533	ASIC000585	LOC109422962
OG0007534	ASIC021809	LOC109414613
OG0007536	ASIC018472	LOC109431614
OG0007537	ASIC019052	LOC115269703
OG0007538	ASIC007212	LOC109416813
OG0007539	ASIC007121	LOC109431391
OG0007540	ASIC009763	LOC109400065
OG0007541	ASIC016241	LOC109420353
OG0007542	ASIC006649	LOC109429646
OG0007543	ASIC012907	LOC109398009
OG0007544	ASIC016611	LOC109412161
OG0007545	ASIC011844	LOC109397777
OG0007546	ASIC022363	LOC109623319
OG0007547	ASIC017942	LOC109425744
OG0007548	ASIC005241	LOC109422034
OG0007549	ASIC019953	LOC109413112
OG0007550	ASIC008681	LOC109427534
OG0007551	ASIC006661	LOC115262467
OG0007552	ASIC021724	LOC109430021
OG0007553	ASIC014087	LOC109411581
OG0007554	ASIC017253	LOC109420936
OG0007555	ASIC006097	LOC109621807
OG0007556	ASIC003438	LOC109428433
OG0007557	ASIC017938	LOC109426378
OG0007558	ASIC010005	LOC109621883
OG0007559	ASIC008472	LOC109401305
OG0007560	ASIC011220	LOC109418761
OG0007561	ASIC018752	LOC109428685
OG0007562	ASIC018284	LOC109422356
OG0007563	ASIC017311	LOC109419403
OG0007564	ASIC014239	LOC109414609
OG0007565	ASIC010409	LOC109416927
OG0007566	ASIC006248	LOC109427657
OG0007567	ASIC014343	LOC109415253
OG0007568	ASIC016095	LOC109407040
OG0007569	ASIC007467	LOC115270189
OG0007570	ASIC011052	LOC109424534
OG0007571	ASIC012624	LOC109430363
OG0007572	ASIC010578	LOC109431761
OG0007573	ASIC014300	LOC109403856
OG0007574	ASIC012435	LOC109623145
OG0007575	ASIC016644, ASIC016633	LOC109422630
OG0007576	ASIC018987	LOC115270442
OG0007577	ASIC017453	LOC109421144
OG0007578	ASIC005762	LOC109415605
OG0007579	ASIC014898	LOC109423140
OG0007580	ASIC017393	LOC109425117
OG0007581	ASIC003754	LOC109423302
OG0007582	ASIC014587	LOC115254025
OG0007583	ASIC018020	LOC109432314
OG0007584	ASIC000839	LOC109411235
OG0007585	ASIC004853	LOC109415666
OG0007586	ASIC008243	LOC115254158
OG0007587	ASIC016775	LOC109422468
OG0007588	ASIC006310	LOC109401912
OG0007589	ASIC005162	LOC134284982
OG0007590	ASIC014069	LOC109406321
OG0007591	ASIC010884	LOC109405222
OG0007592	ASIC008473	LOC109401240
OG0007593	ASIC015110	LOC109423210
OG0007594	ASIC003196	LOC109423626
OG0007595	ASIC017236	LOC109405617
OG0007596	ASIC007515	LOC109420076
OG0007597	ASIC013319	LOC109406929
OG0007598	ASIC009248	LOC109428695
OG0007599	ASIC011953	LOC109429597
OG0007600	ASIC002445	LOC109417869
OG0007601	ASIC015080	LOC109403239
OG0007602	ASIC012527	LOC109622356
OG0007603	ASIC019031	LOC109407939
OG0007604	ASIC022341	LOC109621473
OG0007605	ASIC019387	LOC109422379
OG0007606	ASIC009114	LOC109423866
OG0007607	ASIC011641	LOC109413956
OG0007608	ASIC012861	LOC109414482
OG0007609	ASIC002549, ASIC002548	LOC109427876
OG0007610	ASIC007674	LOC109397198
OG0007611	ASIC020453	LOC109409477
OG0007612	ASIC005675	LOC134288904, LOC109417253
OG0007613	ASIC012223	LOC109406007
OG0007614	ASIC017121	LOC109422082
OG0007615	ASIC014897	LOC109419102
OG0007616	ASIC016714	LOC115270041
OG0007617	ASIC010274	LOC109422953
OG0007618	ASIC014710	LOC109430032
OG0007619	ASIC016483	LOC109416682
OG0007620	ASIC012293	LOC109430541
OG0007621	ASIC002440	LOC115253630
OG0007622	ASIC018753	LOC109401004
OG0007623	ASIC016244	LOC109420405
OG0007624	ASIC011746	LOC109420816
OG0007625	ASIC004456	LOC109427791
OG0007626	ASIC004094	LOC109400482
OG0007627	ASIC019040	LOC109413839
OG0007628	ASIC018229	LOC109426022
OG0007629	ASIC009506	LOC134285323, LOC109402067
OG0007630	ASIC006381	LOC109423939
OG0007631	ASIC006786	LOC115256094
OG0007632	ASIC008072	LOC109408430
OG0007633	ASIC011688	LOC109413972
OG0007634	ASIC018794	LOC109426171
OG0007635	ASIC012343	LOC109425710
OG0007636	ASIC020870	LOC109430297
OG0007637	ASIC019294	LOC109425837
OG0007638	ASIC014916	LOC109407996
OG0007639	ASIC016964	LOC109410345
OG0007640	ASIC008462	LOC109403689
OG0007641	ASIC012042	LOC109407326
OG0007642	ASIC011750	LOC109420819
OG0007643	ASIC009732	LOC109401880
OG0007644	ASIC018941	LOC109403658
OG0007645	ASIC021879	LOC109408266
OG0007646	ASIC014907	LOC109419418
OG0007647	ASIC015005	LOC109409565
OG0007648	ASIC009491	LOC109402049
OG0007649	ASIC003968	LOC109401907
OG0007650	ASIC002311	LOC109621877
OG0007651	ASIC014666	LOC109405894
OG0007652	ASIC019624	LOC109408028
OG0007653	ASIC020511	LOC109426515
OG0007654	ASIC007461	LOC109417547
OG0007655	ASIC016842	LOC115254060
OG0007656	ASIC004567	LOC115254164
OG0007657	ASIC012888	LOC109418995
OG0007658	ASIC015034	LOC115263171
OG0007659	ASIC014988, ASIC015014	LOC109411980
OG0007660	ASIC009107	LOC109418396
OG0007661	ASIC016282	LOC109621687
OG0007662	ASIC009635	LOC109422996
OG0007663	ASIC022158	LOC109430479
OG0007664	ASIC004648	LOC109426145
OG0007665	ASIC011967	LOC109417756
OG0007666	ASIC007267	LOC109404623
OG0007667	ASIC005754	LOC109416907
OG0007668	ASIC003017	LOC109428653
OG0007669	ASIC017067	LOC109423066
OG0007670	ASIC020943	LOC109432155
OG0007671	ASIC020241	LOC109398850
OG0007675	ASIC005070	LOC109429868
OG0007676	ASIC021189	LOC109430629
OG0007677	ASIC021218	LOC109414268
OG0007678	ASIC000956	LOC115258208
OG0007679	ASIC022287	LOC134291872
OG0007680	ASIC016960	LOC109431349
OG0007681	ASIC005163	LOC115266760
OG0007682	ASIC013774	LOC109428460
OG0007683	ASIC014926	LOC109430809
OG0007684	ASIC009042	LOC109407640
OG0007685	ASIC006261	LOC109422942
OG0007686	ASIC008585	LOC109427703
OG0007687	ASIC015132	LOC109397310, LOC109423182
OG0007688	ASIC007774	LOC109423294
OG0007689	ASIC010562	LOC109414157
OG0007690	ASIC016828	LOC109409693
OG0007691	ASIC010278	LOC109415811
OG0007692	ASIC019658	LOC109409851
OG0007694	ASIC006914	LOC109420024
OG0007695	ASIC007189	LOC109411730
OG0007696	ASIC015372	LOC109420110
OG0007697	ASIC020327	LOC109431130
OG0007698	ASIC013834	LOC109421520
OG0007699	ASIC020594	LOC109398209
OG0007700	ASIC018025	LOC109418830
OG0007701	ASIC007605	LOC109415238
OG0007702	ASIC020527	LOC109408361
OG0007703	ASIC007807	LOC109412806
OG0007704	ASIC017449	LOC109413486
OG0007705	ASIC020566	LOC109422441
OG0007706	ASIC005941	LOC109397298
OG0007707	ASIC011380	LOC115266109
OG0007708	ASIC016003	LOC109420404
OG0007709	ASIC011024	LOC109403070
OG0007710	ASIC012492	LOC109430282
OG0007711	ASIC005287	LOC109431107
OG0007712	ASIC003724	LOC115265418
OG0007713	ASIC015608	LOC109418655
OG0007714	ASIC002700	LOC109405312
OG0007715	ASIC004097	LOC109408294
OG0007716	ASIC017461	LOC109414103
OG0007717	ASIC012773	LOC109408287
OG0007718	ASIC014957	LOC109424638, LOC134284319
OG0007719	ASIC019600	LOC109412527
OG0007720	ASIC011763	LOC109398055
OG0007721	ASIC018940	LOC109407990
OG0007722	ASIC008666	LOC109416253
OG0007723	ASIC016686	LOC109414250
OG0007724	ASIC018172	LOC109418842
OG0007725	ASIC007346	LOC109429575
OG0007726	ASIC000573	LOC109428426
OG0007728	ASIC009952	LOC109622837
OG0007729	ASIC002294	LOC109423651
OG0007730	ASIC012584	LOC109397236
OG0007731	ASIC010648	LOC109407357
OG0007732	ASIC013636	LOC109415477
OG0007733	ASIC018607	LOC109426682
OG0007734	ASIC021607	LOC109411065
OG0007735	ASIC013461	LOC115256148
OG0007736	ASIC004583	LOC109427093
OG0007737	ASIC005005	LOC109405808
OG0007738	ASIC015384	LOC109407565
OG0007739	ASIC017898	LOC109403341
OG0007740	ASIC005777	LOC109412405
OG0007741	ASIC004855	LOC109415665
OG0007742	ASIC006289	LOC109424976
OG0007743	ASIC010265	LOC109401876
OG0007744	ASIC011177	LOC109418769
OG0007745	ASIC008963	LOC109401225
OG0007746	ASIC004253, ASIC004254	LOC109426664
OG0007747	ASIC019562, ASIC019566	LOC109400761
OG0007748	ASIC014942	LOC109409472
OG0007749	ASIC013405	LOC115259568, LOC109419799
OG0007750	ASIC021084	LOC109622975
OG0007751	ASIC011569	LOC109411339
OG0007753	ASIC017167	LOC109422780
OG0007754	ASIC014167	LOC109419762
OG0007755	ASIC002895	LOC109419974
OG0007756	ASIC017501	LOC109417173, LOC115267873
OG0007757	ASIC005165	LOC109401910
OG0007758	ASIC002370	LOC109408452
OG0007760	ASIC003750	LOC109423308
OG0007761	ASIC019867	LOC109410019
OG0007762	ASIC002056	LOC109424060
OG0007763	ASIC019845	LOC109418093
OG0007764	ASIC008914	LOC109398214
OG0007765	ASIC015431	LOC109407544
OG0007766	ASIC009550	LOC109428455, LOC109422166
OG0007767	ASIC012486	LOC109405984
OG0007768	ASIC010734	LOC109420665
OG0007769	ASIC018235	LOC115260380
OG0007769	ASIC018234	LOC109422205
OG0007770	ASIC009005	LOC109430492
OG0007771	ASIC009544	LOC109420443
OG0007772	ASIC003986	LOC109424964
OG0007773	ASIC010271	LOC109407380
OG0007774	ASIC014104	LOC109622450
OG0007776	ASIC015125, ASIC015122	LOC109397273
OG0007778	ASIC002844	LOC115257294, LOC109400362
OG0007781	ASIC011999	LOC109408866
OG0007784	ASIC004449	LOC115260965, LOC109412946
OG0007785	ASIC020122	LOC109414514
OG0007787	ASIC014968	LOC109424729
OG0007788	ASIC005784, ASIC007351, ASIC005783	LOC109429581
OG0007793	ASIC011638	LOC134288290, LOC134286600, LOC134289626, LOC134286338, LOC134290949, LOC134290300, LOC115260077, LOC134291899, LOC134288826
OG0007795	ASIC005323	LOC134284937, LOC115268958
OG0007799	ASIC000196	LOC134291654, LOC134290967, LOC134290474, LOC134290394, LOC134287803, LOC134285977, LOC134290376
OG0007802	ASIC018100	LOC134291890
OG0007841	ASIC000330	LOC109415515
OG0007843	ASIC010652	LOC109400874
OG0007844	ASIC012004	LOC109408863
OG0007845	ASIC019036	LOC109413873
OG0007846	ASIC003492	LOC115254340
OG0007847	ASIC019032	LOC109413874
OG0007848	ASIC021028	LOC109621636
OG0007849	ASIC019020	LOC109407938
OG0007850	ASIC021937	LOC109423387
OG0007851	ASIC014508	LOC109400240
OG0007854	ASIC014509	LOC109405105
OG0007855	ASIC012747	LOC115253739, LOC134291518
OG0007856	ASIC009185	LOC134288118
OG0007859	ASIC012879	LOC109420281
OG0007861	ASIC019380	LOC109422378
OG0007862	ASIC019370	LOC109422375
OG0007865	ASIC015887	LOC109424406
OG0007868	ASIC019559	LOC109400752
OG0007869	ASIC010712	LOC109420660
OG0007870	ASIC016025	LOC109420684
OG0007871	ASIC021865	LOC109400734
OG0007872	ASIC010809	LOC109420591
OG0007873	ASIC010790	LOC109420585
OG0007876	ASIC000143	LOC115253962
OG0007879	ASIC001083	LOC115269140
OG0007880	ASIC008088	LOC109411670
OG0007882	ASIC021491	LOC109427261
OG0007883	ASIC021533	LOC109403715
OG0007885	ASIC021532	LOC109433418
OG0007886	ASIC013672, ASIC005072	LOC109410675
OG0007888	ASIC008727, ASIC008726	LOC109421743
OG0007889	ASIC018808	LOC109406083
OG0007891	ASIC018224	LOC109425899
OG0007896	ASIC007458	LOC109429894
OG0007898	ASIC021325	LOC109418909
OG0007899	ASIC015470	LOC109401681
OG0007900	ASIC013914	LOC109426474
OG0007901	ASIC013906	LOC109426481
OG0007905	ASIC002783	LOC109432268
OG0007906	ASIC018022	LOC109432316
OG0007907	ASIC001194	LOC109397161
OG0007908	ASIC004823	LOC109403361
OG0007910	ASIC017467	LOC109403350
OG0007911	ASIC005760	LOC109415608
OG0007912	ASIC016404	LOC109420436
OG0007913	ASIC013327	LOC109398744
OG0007914	ASIC021756	LOC109404186
OG0007915	ASIC021776	LOC109414673
OG0007916	ASIC021768	LOC109424800
OG0007918	ASIC021774	LOC109424792
OG0007919	ASIC005138	LOC109428427
OG0007920	ASIC012289	LOC115262196
OG0007921	ASIC015392	LOC109407560
OG0007922	ASIC015397	LOC109407555
OG0007924	ASIC013634	LOC109409265
OG0007925	ASIC014547	LOC134287812, LOC109409270
OG0007926	ASIC006882	LOC109409247
OG0007927	ASIC008618	LOC109419611
OG0007928	ASIC008513	LOC109622829
OG0007929	ASIC006673	LOC134286166, LOC109409253
OG0007930	ASIC006677	LOC109419599
OG0007933	ASIC005930	LOC109420638
OG0007935	ASIC020496	LOC134285056
OG0007938	ASIC014909	LOC109419419
OG0007940	ASIC007795	LOC109418950
OG0007943	ASIC007763	LOC109418959
OG0007946	ASIC007748	LOC109404945
OG0007947	ASIC007744	LOC109404947
OG0007948	ASIC012387	LOC109423686
OG0007952	ASIC006233	LOC109422955
OG0007953	ASIC019264	LOC109414288
OG0007955	ASIC010763	LOC109432862
OG0007956	ASIC007103	LOC109401354
OG0007958	ASIC002973	LOC109417184
OG0007961	ASIC010182	LOC109408528
OG0007962	ASIC013031	LOC109426372
OG0007963	ASIC014076	LOC109431485
OG0007965	ASIC004789	LOC109431490
OG0007966	ASIC007436	LOC109427685
OG0007967	ASIC006530	LOC109408103
OG0007969	ASIC006532	LOC109419082
OG0007970	ASIC012207	LOC109426633, LOC115265670
OG0007972	ASIC013155	LOC109402297
OG0007975	ASIC018474	LOC109431654
OG0007978	ASIC017747	LOC109417135
OG0007979	ASIC006487	LOC109419737
OG0007981	ASIC018715	LOC115270440
OG0007983	ASIC015839	LOC109428076
OG0007984	ASIC015767	LOC109427832
OG0007985	ASIC015757	LOC134288964
OG0007987	ASIC016769	LOC109428650
OG0007989	ASIC010325	LOC109412631
OG0007990	ASIC016801	LOC109428689
OG0007993	ASIC006952	LOC109421493
OG0007994	ASIC006675	LOC109621331, LOC134287581
OG0007995	ASIC006979	LOC109432548
OG0007996	ASIC006965	LOC109421451
OG0008001	ASIC020008	LOC109429252
OG0008003	ASIC011331	LOC115254068
OG0008005	ASIC009870	LOC109416831
OG0008006	ASIC005156	LOC109428386
OG0008007	ASIC020450	LOC115267213
OG0008008	ASIC016986	LOC109415197
OG0008010	ASIC012062	LOC109427814
OG0008012	ASIC006103	LOC109621858
OG0008013	ASIC012061	LOC109427802
OG0008014	ASIC006075	LOC109421318
OG0008016	ASIC015574	LOC115260956
OG0008018	ASIC000165	LOC109622185
OG0008019	ASIC008484	LOC109403180
OG0008022	ASIC020326	LOC109424988
OG0008024	ASIC020342	LOC109431146
OG0008027	ASIC008501	LOC115258767
OG0008030	ASIC002487	LOC109405736
OG0008031	ASIC005209	LOC109398425
OG0008032	ASIC010258	LOC109398378, LOC134285078
OG0008033	ASIC004401	LOC109425322
OG0008034	ASIC003494	LOC109419814
OG0008035	ASIC021889	LOC109425314
OG0008038	ASIC018399	LOC109403404
OG0008039	ASIC018385	LOC109416739
OG0008040	ASIC009308, ASIC009307	LOC109403424
OG0008041	ASIC006567	LOC109427860
OG0008043	ASIC006578	LOC109424552
OG0008044	ASIC006628	LOC109622325
OG0008045	ASIC006622	LOC115267565
OG0008046	ASIC006178	LOC115256245
OG0008047	ASIC019746	LOC109407840
OG0008048	ASIC010209	LOC109416441
OG0008049	ASIC010615	LOC109410365
OG0008051	ASIC012968	LOC109417846, LOC134287344
OG0008052	ASIC021858	LOC109419329
OG0008053	ASIC021860	LOC109408469
OG0008055	ASIC021862	LOC109419331
OG0008057	ASIC020882	LOC109412786
OG0008059	ASIC015365	LOC134291853
OG0008060	ASIC018238	LOC134290049
OG0008061	ASIC015361	LOC109424345
OG0008062	ASIC005269	LOC109623098
OG0008063	ASIC006258	LOC109422941
OG0008065	ASIC009469	LOC109403530
OG0008066	ASIC010273	LOC109403528
OG0008067	ASIC021685	LOC109407474
OG0008068	ASIC008981	LOC109419235
OG0008069	ASIC006211	LOC109412952
OG0008070	ASIC016756	LOC109418604
OG0008072	ASIC018441	LOC109426255
OG0008073	ASIC018408	LOC109414228
OG0008075	ASIC020930	LOC109623044
OG0008076	ASIC012748	LOC109417164
OG0008078	ASIC005101	LOC109418709
OG0008079	ASIC018299	LOC109415945
OG0008080	ASIC010434	LOC109416061
OG0008081	ASIC001508	LOC109414237
OG0008082	ASIC012035	LOC109419850
OG0008083	ASIC012032	LOC109420713
OG0008084	ASIC018647	LOC109402945
OG0008085	ASIC017960	LOC115268238
OG0008087	ASIC015897	LOC109428852
OG0008088	ASIC007899	LOC109409867
OG0008089	ASIC001937	LOC115267763
OG0008090	ASIC014410	LOC109427591
OG0008092	ASIC008221	LOC134289960
OG0008093	ASIC005088	LOC109398945
OG0008095	ASIC007785	LOC109407818
OG0008096	ASIC017760	LOC109431316
OG0008097	ASIC012556	LOC109425528
OG0008102	ASIC003587	LOC115258186
OG0008103	ASIC001114	LOC115266549
OG0008105	ASIC022198	LOC109426937
OG0008107	ASIC014608	LOC109398624
OG0008108	ASIC014616	LOC109398642
OG0008109	ASIC019175	LOC109424267
OG0008110	ASIC015174	LOC109403851
OG0008111	ASIC011989	LOC134285673
OG0008113	ASIC003486	LOC109430724
OG0008115	ASIC010276	LOC109402690
OG0008116	ASIC008211	LOC134289550
OG0008117	ASIC020162	LOC109404882
OG0008118	ASIC020161	LOC109404840
OG0008120	ASIC009777	LOC109623068
OG0008125	ASIC013803	LOC109427301
OG0008128	ASIC019965	LOC109422326
OG0008129	ASIC019963	LOC109424426
OG0008131	ASIC016729	LOC115270321
OG0008132	ASIC015958	LOC115257389
OG0008135	ASIC005457	LOC109412246
OG0008138	ASIC017271	LOC109431360
OG0008139	ASIC007557	LOC109427757
OG0008141	ASIC016966	LOC109427775
OG0008142	ASIC018693	LOC109622204
OG0008143	ASIC007546	LOC115260709
OG0008146	ASIC019493	LOC109425945
OG0008149	ASIC008232	LOC109422651
OG0008150	ASIC010412	LOC109406439
OG0008152	ASIC010411	LOC109403775
OG0008154	ASIC016048	LOC109622618
OG0008156	ASIC021995	LOC115266708
OG0008157	ASIC015545	LOC109413613
OG0008158	ASIC007848	LOC115270128
OG0008162	ASIC011487	LOC109401508
OG0008163	ASIC013359	LOC109425582
OG0008165	ASIC013349	LOC109411498
OG0008166	ASIC008888	LOC109429337
OG0008167	ASIC005973	LOC115257682
OG0008169	ASIC019290	LOC115269424
OG0008170	ASIC019289	LOC109424520
OG0008173	ASIC007385	LOC115262101
OG0008174	ASIC006886	LOC109397520
OG0008176	ASIC013322	LOC109412098
OG0008178	ASIC020818	LOC115269276
OG0008179	ASIC016110	LOC115266520
OG0008181	ASIC019916	LOC109399288
OG0008182	ASIC011134	LOC109404012
OG0008183	ASIC021560	LOC109413335
OG0008184	ASIC003599	LOC109404037
OG0008185	ASIC021741	LOC109432069
OG0008186	ASIC011135	LOC109432047
OG0008187	ASIC011147	LOC109432038
OG0008188	ASIC003402	LOC109420325
OG0008191	ASIC008923	LOC109623012
OG0008194	ASIC016863	LOC115270153
OG0008195	ASIC019670	LOC109414872
OG0008196	ASIC016865	LOC109413469
OG0008197	ASIC021620	LOC109414878
OG0008198	ASIC017433	LOC109410801
OG0008199	ASIC021884	LOC109405429
OG0008200	ASIC010507	LOC109415927
OG0008201	ASIC010506	LOC109415925
OG0008202	ASIC021878	LOC109405405
OG0008204	ASIC021880	LOC109405409
OG0008205	ASIC003265	LOC109420241
OG0008206	ASIC015017	LOC109420256
OG0008207	ASIC016202	LOC134287963
OG0008208	ASIC003893	LOC109407851
OG0008209	ASIC017934	LOC109428935
OG0008210	ASIC004513	LOC109621977
OG0008211	ASIC008624	LOC115264941
OG0008213	ASIC006393	LOC115253453
OG0008214	ASIC006414	LOC109429677
OG0008215	ASIC006409	LOC109406546
OG0008216	ASIC007183	LOC109429707
OG0008217	ASIC021796	LOC109424818
