Orthogroup	AsinensisChina	AaegyptiLVP_AGWG
OG0006545	ASIC006426	AAEL013252
OG0006546	ASIC006437	AAEL013254
OG0006547	ASIC006431	AAEL013256
OG0006548	ASIC006423	AAEL013257
OG0006549	ASIC006440	AAEL013258
OG0006550	ASIC006439	AAEL013260
OG0006551	ASIC006422	AAEL013261
OG0006553	ASIC017621	AAEL013265
OG0006554	ASIC003788	AAEL013267
OG0006555	ASIC013590	AAEL013271
OG0006556	ASIC014629	AAEL013272
OG0006557	ASIC014630	AAEL013275
OG0006558	ASIC005678	AAEL013291
OG0006559	ASIC021201	AAEL013303
OG0006560	ASIC007119	AAEL013304
OG0006561	ASIC009294	AAEL013305
OG0006562	ASIC014999, ASIC015000	AAEL013309
OG0006563	ASIC021695	AAEL013316
OG0006564	ASIC021694	AAEL013321
OG0006565	ASIC021700	AAEL013322
OG0006566	ASIC004568	AAEL013325
OG0006567	ASIC011137	AAEL013334
OG0006569	ASIC006910	AAEL013367
OG0006570	ASIC017144	AAEL013369
OG0006571	ASIC002866	AAEL013382
OG0006572	ASIC002865	AAEL013384
OG0006573	ASIC002867	AAEL013385
OG0006574	ASIC015621	AAEL013388
OG0006575	ASIC011275	AAEL013389
OG0006576	ASIC001572	AAEL013392
OG0006577	ASIC020233	AAEL013394
OG0006578	ASIC020240	AAEL013396
OG0006579	ASIC001570	AAEL013397
OG0006580	ASIC005411	AAEL013400
OG0006581	ASIC018091	AAEL013404
OG0006582	ASIC019209	AAEL013407
OG0006583	ASIC019208	AAEL013410
OG0006584	ASIC001891	AAEL013415
OG0006585	ASIC021135	AAEL013440
OG0006586	ASIC005522	AAEL013458
OG0006587	ASIC005526	AAEL013460
OG0006588	ASIC005521	AAEL013461
OG0006589	ASIC018785	AAEL013472
OG0006590	ASIC018783	AAEL013473
OG0006591	ASIC003802	AAEL013487
OG0006592	ASIC003683	AAEL013489
OG0006593	ASIC003800	AAEL013490
OG0006594	ASIC003691	AAEL013491
OG0006595	ASIC016549	AAEL013494
OG0006596	ASIC016550	AAEL013495
OG0006597	ASIC016551	AAEL013503
OG0006598	ASIC008108	AAEL013511
OG0006599	ASIC014880	AAEL013521
OG0006600	ASIC014881	AAEL013522
OG0006601	ASIC003971	AAEL013528
OG0006602	ASIC016255	AAEL013530
OG0006603	ASIC016249	AAEL013533
OG0006604	ASIC016252	AAEL013534
OG0006605	ASIC016481	AAEL013537
OG0006606	ASIC016254	AAEL013538
OG0006607	ASIC017333	AAEL013539
OG0006608	ASIC006581	AAEL013541
OG0006609	ASIC014600	AAEL013544
OG0006610	ASIC011155, ASIC011156	AAEL013545
OG0006611	ASIC012436	AAEL013561
OG0006612	ASIC018686	AAEL013565
OG0006613	ASIC002458	AAEL013575
OG0006614	ASIC018838	AAEL013596
OG0006615	ASIC019101	AAEL013605
OG0006616	ASIC008018	AAEL013615
OG0006617	ASIC008027	AAEL013616
OG0006618	ASIC008025	AAEL013620
OG0006619	ASIC008016, ASIC021437	AAEL013621
OG0006620	ASIC003444	AAEL013625
OG0006621	ASIC003445	AAEL013631
OG0006622	ASIC006893	AAEL013635
OG0006623	ASIC007434	AAEL013636
OG0006624	ASIC006891	AAEL013637
OG0006625	ASIC006897	AAEL013640
OG0006626	ASIC007128	AAEL013656
OG0006628	ASIC016899	AAEL013683
OG0006629	ASIC011066	AAEL013688
OG0006630	ASIC020776	AAEL013700
OG0006631	ASIC009337	AAEL013702
OG0006632	ASIC020181	AAEL013722
OG0006633	ASIC022343	AAEL013730
OG0006634	ASIC013955	AAEL013732
OG0006635	ASIC013952	AAEL013733
OG0006636	ASIC008899	AAEL013737
OG0006637	ASIC012579	AAEL013746
OG0006638	ASIC013811	AAEL013750
OG0006639	ASIC013814	AAEL013752
OG0006640	ASIC019520	AAEL013764
OG0006641	ASIC020750	AAEL013769
OG0006642	ASIC019574	AAEL013770
OG0006643	ASIC016705	AAEL013778
OG0006644	ASIC016704	AAEL013782
OG0006645	ASIC018320	AAEL013783
OG0006646	ASIC012447	AAEL013790
OG0006647	ASIC012188	AAEL013795
OG0006649	ASIC003946	AAEL013802
OG0006650	ASIC003945	AAEL013803
OG0006651	ASIC016944	AAEL013808
OG0006652	ASIC016005	AAEL013818
OG0006653	ASIC016897	AAEL013823
OG0006654	ASIC016600	AAEL013825
OG0006655	ASIC021458	AAEL013826
OG0006656	ASIC020717	AAEL013829
OG0006657	ASIC000581	AAEL013840
OG0006658	ASIC003943	AAEL013841
OG0006659	ASIC009470	AAEL013845
OG0006660	ASIC015677	AAEL013846
OG0006661	ASIC009449	AAEL013847
OG0006663	ASIC012865	AAEL013862
OG0006664	ASIC012866	AAEL013863
OG0006665	ASIC017068	AAEL013866
OG0006666	ASIC016708	AAEL013871
OG0006667	ASIC020394	AAEL013890
OG0006669	ASIC016544	AAEL013897
OG0006670	ASIC018836	AAEL013902
OG0006671	ASIC018830	AAEL013903
OG0006672	ASIC018835	AAEL013904
OG0006673	ASIC018068	AAEL013905
OG0006674	ASIC018067	AAEL013907
OG0006675	ASIC018018	AAEL013915
OG0006676	ASIC020778	AAEL013939
OG0006677	ASIC019864	AAEL013940
OG0006678	ASIC017192	AAEL013950
OG0006679	ASIC017249	AAEL013952
OG0006680	ASIC022257	AAEL013960
OG0006681	ASIC008765	AAEL013967
OG0006682	ASIC003689	AAEL013969
OG0006683	ASIC003688	AAEL013970
OG0006684	ASIC003685	AAEL013971
OG0006685	ASIC014494	AAEL013982
OG0006686	ASIC014497	AAEL013985
OG0006687	ASIC021179	AAEL013992
OG0006688	ASIC008536	AAEL014003
OG0006689	ASIC001353	AAEL014006
OG0006690	ASIC019277	AAEL014014
OG0006691	ASIC021375	AAEL014016
OG0006693	ASIC007478	AAEL014028
OG0006694	ASIC010886	AAEL014032
OG0006695	ASIC019398	AAEL014037
OG0006696	ASIC018305	AAEL014040
OG0006697	ASIC020171	AAEL014046
OG0006698	ASIC013260	AAEL014057
OG0006699	ASIC011522	AAEL014063
OG0006700	ASIC022111	AAEL014064
OG0006701	ASIC006453	AAEL014067
OG0006702	ASIC006448	AAEL014068
OG0006703	ASIC006454	AAEL014069
OG0006704	ASIC022109	AAEL014070
OG0006705	ASIC006446	AAEL014071
OG0006706	ASIC012189	AAEL014072
OG0006707	ASIC019810	AAEL014084
OG0006708	ASIC018784	AAEL014094
OG0006709	ASIC000599	AAEL014130
OG0006710	ASIC009028	AAEL014142
OG0006711	ASIC013995	AAEL014144
OG0006712	ASIC015527	AAEL014151
OG0006713	ASIC015525	AAEL014152
OG0006714	ASIC022209	AAEL014153
OG0006715	ASIC022211	AAEL014154
OG0006716	ASIC022215	AAEL014161
OG0006717	ASIC017448	AAEL014169
OG0006718	ASIC017446	AAEL014171
OG0006719	ASIC006928	AAEL014183
OG0006720	ASIC005737	AAEL014187
OG0006721	ASIC016913	AAEL014198
OG0006722	ASIC016912	AAEL014201
OG0006723	ASIC022204	AAEL014203
OG0006724	ASIC022202	AAEL014204
OG0006725	ASIC002630	AAEL014208
OG0006726	ASIC019435	AAEL014212
OG0006727	ASIC020685	AAEL014227
OG0006728	ASIC012298, ASIC012297	AAEL014243
OG0006729	ASIC003449	AAEL014250
OG0006730	ASIC006428	AAEL014251
OG0006731	ASIC008474	AAEL014252
OG0006732	ASIC008475	AAEL014255
OG0006733	ASIC016702	AAEL014256
OG0006734	ASIC003518	AAEL014265
OG0006735	ASIC004348	AAEL014273
OG0006736	ASIC009518	AAEL014275
OG0006737	ASIC014381	AAEL014282
OG0006738	ASIC014376	AAEL014283
OG0006739	ASIC014379	AAEL014287
OG0006740	ASIC017916	AAEL014295
OG0006741	ASIC018805	AAEL014296
OG0006742	ASIC021440	AAEL014302
OG0006743	ASIC014939	AAEL014311
OG0006744	ASIC012951	AAEL014315
OG0006745	ASIC021264	AAEL014316
OG0006746	ASIC012949	AAEL014317
OG0006747	ASIC018773	AAEL014325
OG0006748	ASIC005164	AAEL014333
OG0006749	ASIC016168	AAEL014334
OG0006750	ASIC008594	AAEL014345
OG0006751	ASIC012612	AAEL014347
OG0006752	ASIC007096	AAEL014357
OG0006753	ASIC004579	AAEL014365
OG0006754	ASIC004576	AAEL014366
OG0006755	ASIC021510	AAEL014376
OG0006756	ASIC021507	AAEL014379
OG0006757	ASIC020842	AAEL014389
OG0006758	ASIC017427	AAEL014391
OG0006759	ASIC009757	AAEL014408
OG0006760	ASIC010346	AAEL014410
OG0006761	ASIC012138	AAEL014419
OG0006762	ASIC008924	AAEL014426
OG0006763	ASIC004080	AAEL014428
OG0006764	ASIC006125	AAEL014433
OG0006765	ASIC002643	AAEL014484
OG0006766	ASIC017274	AAEL014486
OG0006767	ASIC007438	AAEL014495
OG0006768	ASIC002998	AAEL014501
OG0006769	ASIC009133	AAEL014510
OG0006770	ASIC008803	AAEL014511
OG0006771	ASIC003088	AAEL014520
OG0006772	ASIC008045	AAEL014523
OG0006773	ASIC001358	AAEL014526
OG0006774	ASIC001355	AAEL014527
OG0006775	ASIC001360	AAEL014528
OG0006776	ASIC001359	AAEL014529
OG0006777	ASIC017327	AAEL014533
OG0006778	ASIC009072	AAEL014536
OG0006779	ASIC019863	AAEL014549
OG0006780	ASIC019859	AAEL014550
OG0006781	ASIC012853	AAEL014562
OG0006782	ASIC013468	AAEL014566
OG0006783	ASIC008019	AAEL014583
OG0006784	ASIC017626	AAEL014596
OG0006785	ASIC006451	AAEL014622
OG0006786	ASIC006160	AAEL014628
OG0006787	ASIC019033	AAEL014641
OG0006788	ASIC019022	AAEL014642
OG0006789	ASIC019055	AAEL014644
OG0006790	ASIC019067	AAEL014645
OG0006791	ASIC013498	AAEL014704
OG0006792	ASIC002573	AAEL014705
OG0006793	ASIC007437	AAEL014709
OG0006794	ASIC009891	AAEL014715
OG0006795	ASIC015185	AAEL014717
OG0006796	ASIC007607	AAEL014720
OG0006797	ASIC009963	AAEL014732
OG0006798	ASIC009974	AAEL014734
OG0006799	ASIC018245	AAEL014749
OG0006800	ASIC013599	AAEL014754
OG0006801	ASIC006250	AAEL014760
OG0006802	ASIC016893	AAEL014765
OG0006803	ASIC016632	AAEL014768
OG0006804	ASIC017668	AAEL014771
OG0006805	ASIC021145	AAEL014773
OG0006806	ASIC006896	AAEL014797
OG0006808	ASIC014285	AAEL014822
OG0006809	ASIC002439	AAEL014832
OG0006810	ASIC002438	AAEL014836
OG0006811	ASIC009845	AAEL014846
OG0006812	ASIC017250	AAEL014868
OG0006813	ASIC018841	AAEL014883
OG0006814	ASIC018847	AAEL014889
OG0006815	ASIC011805	AAEL014895
OG0006816	ASIC012125	AAEL014899
OG0006817	ASIC012124	AAEL014900
OG0006818	ASIC019047	AAEL014904
OG0006819	ASIC015486	AAEL014908
OG0006820	ASIC004408	AAEL014915
OG0006821	ASIC009057	AAEL014949
OG0006822	ASIC016490	AAEL014957
OG0006823	ASIC016488	AAEL014959
OG0006824	ASIC019659	AAEL014960
OG0006825	ASIC007442	AAEL014970
OG0006826	ASIC018802	AAEL014990
OG0006827	ASIC018799	AAEL014992
OG0006828	ASIC011626	AAEL014999
OG0006829	ASIC013428	AAEL015006
OG0006830	ASIC016576	AAEL015014
OG0006831	ASIC009896	AAEL015016
OG0006832	ASIC006294	AAEL015052
OG0006833	ASIC016685	AAEL015060
OG0006834	ASIC016682	AAEL015061
OG0006835	ASIC016683	AAEL015062
OG0006836	ASIC021614	AAEL015065
OG0006837	ASIC016478	AAEL015100
OG0006839	ASIC014910	AAEL015142
OG0006840	ASIC017136	AAEL015180
OG0006841	ASIC016718	AAEL015199
OG0006842	ASIC008195	AAEL015216
OG0006843	ASIC009555	AAEL015238
OG0006845	ASIC019596	AAEL015298
OG0006846	ASIC013547	AAEL015300
OG0006847	ASIC019143	AAEL015304
OG0006848	ASIC007712	AAEL015305
OG0006849	ASIC015710	AAEL015307
OG0006850	ASIC009892	AAEL015335
OG0006851	ASIC009893	AAEL015336
OG0006852	ASIC017217	AAEL015345
OG0006853	ASIC019818	AAEL015347
OG0006854	ASIC007098	AAEL015393
OG0006856	ASIC016999	AAEL015411
OG0006857	ASIC016077	AAEL015416
OG0006858	ASIC007056	AAEL015455
OG0006859	ASIC007547	AAEL015458
OG0006860	ASIC017421	AAEL015472
OG0006861	ASIC006049	AAEL015493
OG0006862	ASIC005219	AAEL015559
OG0006863	ASIC015142	AAEL015593
OG0006864	ASIC013316, ASIC013318	AAEL015603
OG0006865	ASIC019399	AAEL015607
OG0006867	ASIC019738	AAEL015651
OG0006868	ASIC003934	AAEL015653
OG0006869	ASIC015474	AAEL016972
OG0006870	ASIC006873	AAEL016984
OG0006871	ASIC004741	AAEL016986
OG0006872	ASIC018958	AAEL016992
OG0006873	ASIC009801	AAEL016997
OG0006874	ASIC020539	AAEL016998
OG0006875	ASIC009585	AAEL016999
OG0006876	ASIC019313	AAEL017004
OG0006877	ASIC003917	AAEL017005
OG0006878	ASIC007170	AAEL017010
OG0006879	ASIC006825	AAEL017015
OG0006880	ASIC019846	AAEL017059
OG0006881	ASIC020113	AAEL017080
OG0006883	ASIC018435	AAEL017085
OG0006884	ASIC011636	AAEL017098
OG0006885	ASIC010230	AAEL017115
OG0006886	ASIC011643	AAEL017120
OG0006887	ASIC010576	AAEL017133
OG0006888	ASIC020349	AAEL017142
OG0006889	ASIC007158	AAEL017155
OG0006890	ASIC016119	AAEL017164
OG0006891	ASIC015209	AAEL017184
OG0006892	ASIC003693	AAEL017188
OG0006893	ASIC014627	AAEL017204
OG0006894	ASIC006862	AAEL017224
OG0006895	ASIC000167	AAEL028108, AAEL017258
OG0006896	ASIC008269	AAEL017263
OG0006897	ASIC015462	AAEL017272
OG0006898	ASIC003287	AAEL017280
OG0006899	ASIC002137	AAEL017282
OG0006900	ASIC017405	AAEL017300
OG0006901	ASIC005568	AAEL017315
OG0006902	ASIC013930	AAEL017329
OG0006903	ASIC016932	AAEL017331
OG0006904	ASIC011483	AAEL017332
OG0006905	ASIC015558	AAEL017338
OG0006906	ASIC006389	AAEL017368
OG0006907	ASIC007344	AAEL017374
OG0006908	ASIC021651	AAEL017385
OG0006909	ASIC018231	AAEL017395
OG0006910	ASIC004073	AAEL017421
OG0006911	ASIC008054	AAEL017437
OG0006912	ASIC007248	AAEL017445
OG0006913	ASIC015524	AAEL017447
OG0006914	ASIC007844	AAEL017462
OG0006915	ASIC003519	AAEL017503
OG0006916	ASIC012906	AAEL017516
OG0006917	ASIC016765	AAEL017526
OG0006918	ASIC019320	AAEL017543
OG0006919	ASIC011033	AAEL017560
OG0006920	ASIC020154	AAEL017986
OG0006921	ASIC009540	AAEL017994
OG0006922	ASIC012878	AAEL018011
OG0006923	ASIC017627	AAEL018032
OG0006924	ASIC012690	AAEL018039
OG0006925	ASIC017927	AAEL018040
OG0006926	ASIC011454	AAEL018048
OG0006927	ASIC020119	AAEL018050
OG0006928	ASIC007423, ASIC007422	AAEL018052
OG0006929	ASIC015644	AAEL018054
OG0006930	ASIC003212	AAEL018056
OG0006931	ASIC010293	AAEL018059
OG0006932	ASIC010296	AAEL018112
OG0006933	ASIC002884	AAEL018119
OG0006934	ASIC021267	AAEL018121
OG0006935	ASIC012632	AAEL018124
OG0006936	ASIC000862	AAEL018125
OG0006937	ASIC004462	AAEL018127
OG0006938	ASIC020960	AAEL018130
OG0006939	ASIC021002	AAEL018132
OG0006940	ASIC010015	AAEL018136
OG0006941	ASIC009325	AAEL018146
OG0006942	ASIC016266	AAEL018150
OG0006943	ASIC021412	AAEL023530
OG0006944	ASIC017292	AAEL018159
OG0006945	ASIC018469	AAEL018160
OG0006946	ASIC002273	AAEL018163
OG0006947	ASIC008065	AAEL018164
OG0006948	ASIC015042	AAEL018168
OG0006949	ASIC000852	AAEL018173
OG0006950	ASIC015394	AAEL018174
OG0006951	ASIC012695	AAEL018178
OG0006952	ASIC011481	AAEL018182
OG0006953	ASIC004639	AAEL018200
OG0006954	ASIC017522	AAEL018205
OG0006955	ASIC009815	AAEL018207
OG0006956	ASIC015821	AAEL018228
OG0006957	ASIC016656	AAEL018234
OG0006958	ASIC019261	AAEL018236
OG0006959	ASIC019266	AAEL018237
OG0006960	ASIC014212	AAEL018244
OG0006961	ASIC014991	AAEL018259
OG0006962	ASIC013813	AAEL018265
OG0006963	ASIC014548	AAEL018273
OG0006964	ASIC019886	AAEL018276
OG0006965	ASIC017568	AAEL018278
OG0006966	ASIC007441	AAEL018280
OG0006967	ASIC006981	AAEL018281
OG0006968	ASIC015655	AAEL018288
OG0006969	ASIC010807	AAEL018293
OG0006970	ASIC003489	AAEL018296
OG0006971	ASIC010438	AAEL018297
OG0006972	ASIC008219	AAEL018300
OG0006974	ASIC010107	AAEL018312
OG0006975	ASIC001078	AAEL018313
OG0006976	ASIC019568	AAEL018318
OG0006977	ASIC011466	AAEL018322
OG0006978	ASIC013553	AAEL018329
OG0006979	ASIC016849	AAEL018333
OG0006980	ASIC017055	AAEL018339
OG0006981	ASIC007519	AAEL018341
OG0006982	ASIC010959	AAEL018342
OG0006983	ASIC011549	AAEL018344
OG0006984	ASIC010746	AAEL018348
OG0006985	ASIC022138	AAEL018350
OG0006986	ASIC017146	AAEL018353
OG0006987	ASIC003887	AAEL018354
OG0006988	ASIC002497	AAEL018703
OG0006989	ASIC016216	AAEL018707
OG0006990	ASIC022298	AAEL018710
OG0006992	ASIC016351	AAEL019410
OG0006993	ASIC007808	AAEL019416
OG0006994	ASIC010291	AAEL019422
OG0006995	ASIC021335	AAEL019423
OG0006996	ASIC014293	AAEL019426
OG0006997	ASIC014408	AAEL019427
OG0006998	ASIC017838	AAEL019428
OG0006999	ASIC017893	AAEL019431
OG0007000	ASIC014997	AAEL019434
OG0007001	ASIC016308	AAEL019436
OG0007002	ASIC014272	AAEL019437
OG0007003	ASIC013267	AAEL019441
OG0007004	ASIC008901	AAEL019447
OG0007005	ASIC018942	AAEL019452
OG0007006	ASIC011308	AAEL019455
OG0007007	ASIC019425	AAEL019458
OG0007008	ASIC005797	AAEL019459
OG0007009	ASIC011761	AAEL019460
OG0007010	ASIC010605	AAEL019461
OG0007011	ASIC021099	AAEL019464
OG0007012	ASIC009076	AAEL019466
OG0007013	ASIC007185	AAEL019477
OG0007014	ASIC016362	AAEL019478
OG0007015	ASIC001340	AAEL019483
OG0007016	ASIC011510	AAEL019485
OG0007017	ASIC015780	AAEL019487
OG0007018	ASIC020359	AAEL019492, AAEL026374
OG0007019	ASIC020360	AAEL020474, AAEL019493
OG0007020	ASIC013174	AAEL019495
OG0007021	ASIC013025	AAEL019503
OG0007022	ASIC009792	AAEL019508
OG0007023	ASIC013444	AAEL019509
OG0007024	ASIC019944	AAEL019511
OG0007025	ASIC003125	AAEL019513
OG0007026	ASIC006902	AAEL019516
OG0007027	ASIC012867	AAEL019518
OG0007028	ASIC020303	AAEL019521
OG0007029	ASIC014610	AAEL019522
OG0007030	ASIC003847	AAEL019523
OG0007032	ASIC018796	AAEL019529
OG0007033	ASIC020533	AAEL019530
OG0007034	ASIC006580	AAEL019532
OG0007035	ASIC019502	AAEL019537
OG0007036	ASIC003931	AAEL019539
OG0007037	ASIC013004	AAEL019544
OG0007038	ASIC010177	AAEL019546
OG0007039	ASIC009646	AAEL019549
OG0007040	ASIC017617	AAEL019552
OG0007041	ASIC010424	AAEL019557
OG0007042	ASIC006972	AAEL019559
OG0007043	ASIC000331	AAEL019562
OG0007044	ASIC006670	AAEL019565
OG0007046	ASIC006562	AAEL019572
OG0007047	ASIC010443	AAEL019575
OG0007048	ASIC021197	AAEL019576
OG0007049	ASIC004280	AAEL019579
OG0007050	ASIC015457	AAEL019580
OG0007051	ASIC017315	AAEL019583
OG0007052	ASIC009158	AAEL019590
OG0007053	ASIC015395	AAEL019594
OG0007054	ASIC003821	AAEL019597
OG0007055	ASIC022312	AAEL019598
OG0007056	ASIC003540	AAEL019601
OG0007057	ASIC019897	AAEL019604
OG0007058	ASIC017279	AAEL019605
OG0007059	ASIC010428	AAEL019606
OG0007060	ASIC014681, ASIC014748	AAEL019607
OG0007061	ASIC014924	AAEL019608
OG0007063	ASIC020099	AAEL019622
OG0007064	ASIC009673	AAEL019626
OG0007065	ASIC011316	AAEL019627
OG0007066	ASIC004590	AAEL019628
OG0007067	ASIC017974	AAEL019629
OG0007068	ASIC006591	AAEL019638
OG0007069	ASIC010769	AAEL019641
OG0007070	ASIC004237	AAEL019643
OG0007071	ASIC015204	AAEL019651
OG0007072	ASIC004511	AAEL019662
OG0007073	ASIC003100	AAEL019668
OG0007074	ASIC012195	AAEL019670
OG0007075	ASIC004063	AAEL019672
OG0007076	ASIC011846	AAEL019673
OG0007077	ASIC007902	AAEL019677
OG0007078	ASIC016571	AAEL019681
OG0007079	ASIC021656	AAEL019683
OG0007080	ASIC010432	AAEL019685
OG0007081	ASIC013411	AAEL019690
OG0007082	ASIC004923	AAEL019693
OG0007083	ASIC000479	AAEL019696
OG0007084	ASIC004999	AAEL019697
OG0007085	ASIC020176	AAEL019700
OG0007086	ASIC017880	AAEL019703
OG0007087	ASIC013064	AAEL019708
OG0007088	ASIC019054	AAEL019709
OG0007089	ASIC004145	AAEL019711
OG0007090	ASIC019457	AAEL019713
OG0007092	ASIC001421	AAEL019728
OG0007093	ASIC018685	AAEL019731
OG0007094	ASIC013438	AAEL019739
OG0007095	ASIC019667	AAEL019740
OG0007096	ASIC019851	AAEL019742
OG0007097	ASIC010823	AAEL019744
OG0007098	ASIC018801	AAEL019745
OG0007099	ASIC018642	AAEL019746
OG0007100	ASIC020487	AAEL019747
OG0007101	ASIC016188	AAEL019748
OG0007102	ASIC003506	AAEL019752
OG0007103	ASIC006078	AAEL019753
OG0007105	ASIC007446	AAEL019764
OG0007106	ASIC014834	AAEL019769
OG0007107	ASIC004935	AAEL019770
OG0007108	ASIC014553	AAEL019772
OG0007109	ASIC015995	AAEL019774
OG0007110	ASIC015192	AAEL019776
OG0007111	ASIC003102	AAEL019780
OG0007112	ASIC008631	AAEL019782
OG0007113	ASIC013309	AAEL019783
OG0007114	ASIC006637	AAEL019785
OG0007115	ASIC016998	AAEL019787
OG0007116	ASIC009154	AAEL019788
OG0007117	ASIC006087	AAEL019793
OG0007118	ASIC014980	AAEL019794
OG0007119	ASIC006457	AAEL019800
OG0007120	ASIC013009	AAEL019802
OG0007121	ASIC020976	AAEL019804
OG0007122	ASIC020980	AAEL019805
OG0007123	ASIC011462	AAEL019807
OG0007124	ASIC009398	AAEL019818
OG0007125	ASIC020846	AAEL019819
OG0007126	ASIC016022	AAEL019826
OG0007127	ASIC000635	AAEL019827
OG0007128	ASIC003881	AAEL019832
OG0007129	ASIC011527	AAEL019838
OG0007130	ASIC004559	AAEL019841
OG0007131	ASIC010691	AAEL019854
OG0007132	ASIC003435	AAEL019859
OG0007133	ASIC011372	AAEL019860
OG0007134	ASIC016724	AAEL019864
OG0007135	ASIC012450	AAEL019865
OG0007136	ASIC011011	AAEL019869
OG0007137	ASIC021457, ASIC022385	AAEL019880
OG0007138	ASIC019782	AAEL019885
OG0007139	ASIC019942	AAEL019887
OG0007140	ASIC003004	AAEL019895
OG0007141	ASIC019697	AAEL019896
OG0007142	ASIC004731	AAEL019898
OG0007143	ASIC006619	AAEL019904
OG0007144	ASIC000812	AAEL019905
OG0007145	ASIC016200	AAEL019916
OG0007146	ASIC005659	AAEL019917
OG0007147	ASIC012235	AAEL019918
OG0007148	ASIC015109	AAEL019921
OG0007149	ASIC005964	AAEL019922
OG0007150	ASIC008904	AAEL019927
OG0007151	ASIC013887	AAEL019932
OG0007152	ASIC007772	AAEL019936
OG0007153	ASIC006636	AAEL019950
OG0007154	ASIC006526	AAEL019952
OG0007155	ASIC011564	AAEL019960
OG0007156	ASIC012707	AAEL019965
OG0007157	ASIC006865	AAEL019966
OG0007158	ASIC011411	AAEL019970
OG0007159	ASIC021211	AAEL019977
OG0007160	ASIC011808	AAEL019982
OG0007161	ASIC004124	AAEL019983
OG0007162	ASIC012330	AAEL019986
OG0007163	ASIC016036	AAEL019988
OG0007164	ASIC021892	AAEL019992
OG0007165	ASIC004905	AAEL020002
OG0007166	ASIC019510	AAEL020018
OG0007167	ASIC009895	AAEL020021
OG0007168	ASIC010420	AAEL020057
OG0007169	ASIC019142	AAEL020071
OG0007170	ASIC019179	AAEL020073
OG0007171	ASIC018294	AAEL020083
OG0007172	ASIC017475	AAEL020092
OG0007173	ASIC008742, ASIC008744	AAEL020093
OG0007175	ASIC002442	AAEL020110
OG0007176	ASIC005075	AAEL020113
OG0007177	ASIC018147	AAEL020123
OG0007178	ASIC018319	AAEL020132
OG0007179	ASIC003947	AAEL020162
OG0007180	ASIC022083	AAEL020186
OG0007181	ASIC005242	AAEL020203
OG0007182	ASIC022297	AAEL020217
OG0007183	ASIC018604	AAEL020233
OG0007184	ASIC018330	AAEL020238
OG0007185	ASIC006219	AAEL020256
OG0007186	ASIC016636	AAEL020261
OG0007187	ASIC010299	AAEL020264
OG0007188	ASIC006056	AAEL020307
OG0007189	ASIC014914	AAEL020311
OG0007190	ASIC010928	AAEL020313
OG0007191	ASIC021059	AAEL020340
OG0007192	ASIC003739	AAEL020341
OG0007193	ASIC021363	AAEL020347
OG0007194	ASIC020125	AAEL020363
OG0007195	ASIC005654	AAEL020368
OG0007196	ASIC019552	AAEL020382
OG0007197	ASIC015103	AAEL020387
OG0007198	ASIC017049	AAEL020390
OG0007199	ASIC019515	AAEL020432
OG0007200	ASIC014465	AAEL020441
OG0007201	ASIC013675	AAEL020456
OG0007202	ASIC007173	AAEL020457
OG0007203	ASIC003571	AAEL020459
OG0007204	ASIC019797	AAEL020466, AAEL024975
OG0007205	ASIC008395	AAEL020467
OG0007206	ASIC014707	AAEL020476
OG0007207	ASIC010266	AAEL020482
OG0007208	ASIC014622	AAEL020484
OG0007209	ASIC010345	AAEL020485
OG0007210	ASIC014430	AAEL020486
OG0007211	ASIC016452	AAEL020488
OG0007212	ASIC016476	AAEL020489
OG0007213	ASIC021727	AAEL020502
OG0007214	ASIC007874	AAEL020528
OG0007215	ASIC021168	AAEL020530
OG0007216	ASIC007558	AAEL020542
OG0007217	ASIC009022	AAEL024281
OG0007218	ASIC014336	AAEL020573
OG0007219	ASIC006467	AAEL020583
OG0007220	ASIC008723	AAEL020590, AAEL028182
OG0007221	ASIC005332	AAEL020592
OG0007222	ASIC019595	AAEL020597
OG0007223	ASIC014368	AAEL020615
OG0007224	ASIC007619	AAEL020617
OG0007225	ASIC005606	AAEL020631
OG0007226	ASIC012201	AAEL020636
OG0007227	ASIC007460	AAEL020638
OG0007228	ASIC011762	AAEL020642
OG0007229	ASIC019808	AAEL020646
OG0007230	ASIC011804	AAEL020654
OG0007231	ASIC012245	AAEL020696
OG0007233	ASIC013574	AAEL020747
OG0007234	ASIC009071	AAEL020761
OG0007235	ASIC020792	AAEL020769
OG0007236	ASIC020361	AAEL020822
OG0007238	ASIC012766	AAEL020848
OG0007239	ASIC015091	AAEL020878
OG0007240	ASIC019247	AAEL024572, AAEL020884
OG0007242	ASIC002904	AAEL020915
OG0007243	ASIC019780	AAEL020929
OG0007244	ASIC002502	AAEL020936
OG0007245	ASIC009637	AAEL020950
OG0007246	ASIC011063	AAEL025695, AAEL020969
OG0007247	ASIC020538	AAEL021008
OG0007248	ASIC004454	AAEL021015
OG0007249	ASIC009719	AAEL021022
OG0007250	ASIC017071	AAEL021024
OG0007252	ASIC008772	AAEL021073
OG0007253	ASIC021038	AAEL021090, AAEL021135
OG0007254	ASIC011820	AAEL021092
OG0007255	ASIC016412	AAEL021093
OG0007256	ASIC014346, ASIC014345	AAEL021097
OG0007257	ASIC015675	AAEL021138
OG0007258	ASIC013081	AAEL021145
OG0007259	ASIC005681	AAEL021151
OG0007260	ASIC021617	AAEL021171
OG0007261	ASIC005757	AAEL021176
