Orthogroup	AsinensisChina	AgambiaePEST
OG0006990	ASIC022298	AGAP010677
OG0006992	ASIC016351	AGAP005410
OG0006993	ASIC007808	AGAP007279
OG0006994	ASIC010291	AGAP000410
OG0006995	ASIC021335	AGAP029450
OG0006996	ASIC014293	AGAP029979
OG0006997	ASIC014408	AGAP029561
OG0006998	ASIC017838	AGAP012280
OG0006999	ASIC017893	AGAP029539
OG0007000	ASIC014997	AGAP002108
OG0007001	ASIC016308	AGAP005716
OG0007002	ASIC014272	AGAP004613
OG0007003	ASIC013267	AGAP001515
OG0007004	ASIC008901	AGAP004028
OG0007005	ASIC018942	AGAP007127
OG0007006	ASIC011308	AGAP004769
OG0007007	ASIC019425	AGAP029596
OG0007008	ASIC005797	AGAP012590, AGAP012857
OG0007009	ASIC011761	AGAP006939
OG0007010	ASIC010605	AGAP008288
OG0007011	ASIC021099	AGAP002573
OG0007012	ASIC009076	AGAP008551
OG0007013	ASIC007185	AGAP029990
OG0007014	ASIC016362	AGAP005411
OG0007015	ASIC001340	AGAP012950
OG0007016	ASIC011510	AGAP001279
OG0007017	ASIC015780	AGAP009883
OG0007018	ASIC020359	AGAP029967
OG0007019	ASIC020360	AGAP029486
OG0007020	ASIC013174	AGAP029509
OG0007021	ASIC013025	AGAP012006
OG0007022	ASIC009792	AGAP029907
OG0007023	ASIC013444	AGAP010266
OG0007024	ASIC019944	AGAP010710
OG0007025	ASIC003125	AGAP002859
OG0007026	ASIC006902	AGAP008509
OG0007027	ASIC012867	AGAP010088
OG0007028	ASIC020303	AGAP000998
OG0007029	ASIC014610	AGAP010787
OG0007030	ASIC003847	AGAP008596
OG0007032	ASIC018796	AGAP005549
OG0007033	ASIC020533	AGAP028105
OG0007034	ASIC006580	AGAP029565
OG0007035	ASIC019502	AGAP006521
OG0007036	ASIC003931	AGAP000567
OG0007037	ASIC013004	AGAP029571
OG0007038	ASIC010177	AGAP007596
OG0007039	ASIC009646	AGAP000720
OG0007040	ASIC017617	AGAP007968
OG0007041	ASIC010424	AGAP005274
OG0007042	ASIC006972	AGAP008046
OG0007043	ASIC000331	AGAP003537
OG0007044	ASIC006670	AGAP009174
OG0007046	ASIC006562	AGAP008742
OG0007047	ASIC010443	AGAP005289
OG0007048	ASIC021197	AGAP007006
OG0007049	ASIC004280	AGAP002915
OG0007050	ASIC015457	AGAP011483
OG0007051	ASIC017315	AGAP029470
OG0007052	ASIC009158	AGAP029106
OG0007053	ASIC015395	AGAP012236
OG0007054	ASIC003821	AGAP007667
OG0007055	ASIC022312	AGAP010693
OG0007056	ASIC003540	AGAP003685
OG0007057	ASIC019897	AGAP006478
OG0007058	ASIC017279	AGAP008613
OG0007059	ASIC010428	AGAP009688
OG0007060	ASIC014681, ASIC014748	AGAP003076
OG0007061	ASIC014924	AGAP004829
OG0007063	ASIC020099	AGAP003604
OG0007064	ASIC009673	AGAP000713
OG0007065	ASIC011316	AGAP011279
OG0007066	ASIC004590	AGAP013031
OG0007067	ASIC017974	AGAP012079
OG0007068	ASIC006591	AGAP008764
OG0007069	ASIC010769	AGAP008889
OG0007070	ASIC004237	AGAP011716
OG0007071	ASIC015204	AGAP011139
OG0007072	ASIC004511	AGAP028643
OG0007073	ASIC003100	AGAP029462
OG0007074	ASIC012195	AGAP005142
OG0007075	ASIC004063	AGAP029601
OG0007076	ASIC011846	AGAP004718
OG0007077	ASIC007902	AGAP011308
OG0007078	ASIC016571	AGAP007080
OG0007079	ASIC021656	AGAP003374
OG0007080	ASIC010432	AGAP005279
OG0007081	ASIC013411	AGAP010235
OG0007082	ASIC004923	AGAP012353
OG0007083	ASIC000479	AGAP029677
OG0007084	ASIC004999	AGAP029515
OG0007085	ASIC020176	AGAP004502
OG0007086	ASIC017880	AGAP010599
OG0007087	ASIC013064	AGAP008254
OG0007088	ASIC019054	AGAP006762
OG0007089	ASIC004145	AGAP009115
OG0007090	ASIC019457	AGAP029908
OG0007092	ASIC001421	AGAP029624
OG0007093	ASIC018685	AGAP006340
OG0007094	ASIC013438	AGAP010261
OG0007095	ASIC019667	AGAP006776
OG0007096	ASIC019851	AGAP029540
OG0007097	ASIC010823	AGAP029986
OG0007098	ASIC018801	AGAP005552
OG0007099	ASIC018642	AGAP005091
OG0007100	ASIC020487	AGAP013289
OG0007101	ASIC016188	AGAP010214
OG0007102	ASIC003506	AGAP004066
OG0007103	ASIC006078	AGAP029456
OG0007105	ASIC007446	AGAP007883
OG0007106	ASIC014834	AGAP002276
OG0007107	ASIC004935	AGAP012345
OG0007108	ASIC014553	AGAP029529
OG0007109	ASIC015995	AGAP011336
OG0007110	ASIC015192	AGAP005943
OG0007111	ASIC003102	AGAP006096
OG0007112	ASIC008631	AGAP029566
OG0007113	ASIC013309	AGAP001754
OG0007114	ASIC006637	AGAP009160
OG0007115	ASIC016998	AGAP000114
OG0007116	ASIC009154	AGAP004824
OG0007117	ASIC006087	AGAP008482
OG0007118	ASIC014980	AGAP004781
OG0007119	ASIC006457	AGAP009087
OG0007120	ASIC013009	AGAP011996
OG0007121	ASIC020976	AGAP002232
OG0007122	ASIC020980	AGAP002229
OG0007123	ASIC011462	AGAP001158
OG0007124	ASIC009398	AGAP008559
OG0007125	ASIC020846	AGAP010026
OG0007126	ASIC016022	AGAP008532
OG0007127	ASIC000635	AGAP029594
OG0007128	ASIC003881	AGAP010886
OG0007129	ASIC011527	AGAP001238
OG0007130	ASIC004559	AGAP001993
OG0007131	ASIC010691	AGAP008851
OG0007132	ASIC003435	AGAP029909
OG0007133	ASIC011372	AGAP003128
OG0007134	ASIC016724	AGAP029458
OG0007135	ASIC012450	AGAP005490
OG0007136	ASIC011011	AGAP007099
OG0007137	ASIC021457, ASIC022385	AGAP003616
OG0007138	ASIC019782	AGAP007478
OG0007139	ASIC019942	AGAP029987
OG0007140	ASIC003004	AGAP006254
OG0007141	ASIC019697	AGAP007388
OG0007142	ASIC004731	AGAP010805
OG0007143	ASIC006619	AGAP008778
OG0007144	ASIC000812	AGAP003198
OG0007145	ASIC016200	AGAP029493
OG0007146	ASIC005659	AGAP001410
OG0007147	ASIC012235	AGAP029634
OG0007148	ASIC015109	AGAP002334
OG0007149	ASIC005964	AGAP029513
OG0007150	ASIC008904	AGAP004025
OG0007151	ASIC013887	AGAP010324
OG0007152	ASIC007772	AGAP029814
OG0007153	ASIC006636	AGAP008790
OG0007154	ASIC006526	AGAP008726
OG0007155	ASIC011564	AGAP001126
OG0007156	ASIC012707	AGAP011217
OG0007157	ASIC006865	AGAP009626
OG0007158	ASIC011411	AGAP029983
OG0007159	ASIC021211	AGAP029446
OG0007160	ASIC011808	AGAP004692
OG0007161	ASIC004124	AGAP002041
OG0007162	ASIC012330	AGAP005162
OG0007163	ASIC016036	AGAP004930
OG0007164	ASIC021892	AGAP004544
OG0007165	ASIC004905	AGAP003428
OG0007166	ASIC019510	AGAP029913
OG0007167	ASIC009895	AGAP006627
OG0007168	ASIC010420	AGAP004881
OG0007169	ASIC019142	AGAP006730
OG0007170	ASIC019179	AGAP006702
OG0007171	ASIC018294	AGAP012051
OG0007172	ASIC017475	AGAP011600
OG0007173	ASIC008742, ASIC008744	AGAP028468
OG0007175	ASIC002442	AGAP005619
OG0007176	ASIC005075	AGAP011690
OG0007177	ASIC018147	AGAP011875
OG0007178	ASIC018319	AGAP011766
OG0007179	ASIC003947	AGAP001531
OG0007180	ASIC022083	AGAP009750
OG0007181	ASIC005242	AGAP000048
OG0007182	ASIC022297	AGAP010678
OG0007183	ASIC018604	AGAP004865
OG0007184	ASIC018330	AGAP011777
OG0007185	ASIC006219	AGAP013258
OG0007186	ASIC016636	AGAP006357
OG0007187	ASIC010299	AGAP000659
OG0007188	ASIC006056	AGAP008635
OG0007189	ASIC014914	AGAP005117
OG0007190	ASIC010928	AGAP001626
OG0007191	ASIC021059	AGAP002461
OG0007192	ASIC003739	AGAP007690
OG0007193	ASIC021363	AGAP003060
OG0007194	ASIC020125	AGAP004274
OG0007195	ASIC005654	AGAP002853
OG0007196	ASIC019552	AGAP006569
OG0007197	ASIC015103	AGAP003156
OG0007198	ASIC017049	AGAP000153
OG0007199	ASIC019515	AGAP006531
OG0007200	ASIC014465	AGAP011098
OG0007201	ASIC013675	AGAP006892
OG0007202	ASIC007173	AGAP009536
OG0007203	ASIC003571	AGAP003670
OG0007204	ASIC019797	AGAP007491
OG0007205	ASIC008395	AGAP000825
OG0007206	ASIC014707	AGAP003088
OG0007207	ASIC010266	AGAP000413
OG0007208	ASIC014622	AGAP009915
OG0007209	ASIC010345	AGAP003069
OG0007210	ASIC014430	AGAP008130
OG0007211	ASIC016452	AGAP029910
OG0007212	ASIC016476	AGAP012443
OG0007213	ASIC021727	AGAP003600
OG0007214	ASIC007874	AGAP007174
OG0007215	ASIC021168	AGAP006992
OG0007216	ASIC007558	AGAP000928
OG0007217	ASIC009022	AGAP029619
OG0007218	ASIC014336	AGAP012543
OG0007219	ASIC006467	AGAP028421
OG0007220	ASIC008723	AGAP003168
OG0007221	ASIC005332	AGAP002982
OG0007222	ASIC019595	AGAP006820
OG0007223	ASIC014368	AGAP009066
OG0007224	ASIC007619	AGAP000368
OG0007225	ASIC005606	AGAP004215
OG0007226	ASIC012201	AGAP005321
OG0007227	ASIC007460	AGAP007873
OG0007228	ASIC011762	AGAP006940
OG0007229	ASIC019808	AGAP007501
OG0007230	ASIC011804	AGAP004679
OG0007231	ASIC012245	AGAP005918
OG0007233	ASIC013574	AGAP008350
OG0007234	ASIC009071	AGAP008549
OG0007235	ASIC020792	AGAP009199
OG0007236	ASIC020361	AGAP000171
OG0007238	ASIC012766	AGAP009565
OG0007239	ASIC015091	AGAP005963
OG0007240	ASIC019247	AGAP009599
OG0007242	ASIC002904	AGAP005826
OG0007243	ASIC019780	AGAP007477
OG0007244	ASIC002502	AGAP007550
OG0007245	ASIC009637	AGAP000726
OG0007246	ASIC011063	AGAP005527
OG0007247	ASIC020538	AGAP029424
OG0007248	ASIC004454	AGAP000342
OG0007249	ASIC009719	AGAP013067
OG0007250	ASIC017071	AGAP000139
OG0007252	ASIC008772	AGAP002757
OG0007253	ASIC021038	AGAP013320
OG0007254	ASIC011820	AGAP004691
OG0007255	ASIC016412	AGAP005797
OG0007256	ASIC014346, ASIC014345	AGAP008114
OG0007257	ASIC015675	AGAP001674
OG0007258	ASIC013081	AGAP008268
OG0007259	ASIC005681	AGAP002877
OG0007260	ASIC021617	AGAP006683
OG0007261	ASIC005757	AGAP004210
OG0007262	ASIC016887	AGAP005783
OG0007263	ASIC020308	AGAP000929
OG0007264	ASIC011732	AGAP002212
OG0007265	ASIC003344	AGAP002906
OG0007267	ASIC022342	AGAP012175
OG0007268	ASIC008481	AGAP010938
OG0007269	ASIC004940	AGAP012341
OG0007270	ASIC009828	AGAP013535
OG0007271	ASIC002474	AGAP010981
OG0007272	ASIC018321	AGAP011768
OG0007273	ASIC008668	AGAP009973
OG0007274	ASIC009894	AGAP006133
OG0007275	ASIC008303	AGAP001867
OG0007276	ASIC018329	AGAP011776
OG0007277	ASIC009528	AGAP000745
OG0007278	ASIC019811	AGAP007503
OG0007279	ASIC007708	AGAP000483
OG0007280	ASIC022078	AGAP009763
OG0007281	ASIC011064	AGAP005526
OG0007282	ASIC008802	AGAP004056
OG0007283	ASIC017633	AGAP008100
OG0007284	ASIC006247	AGAP000466
OG0007285	ASIC002567	AGAP013472
OG0007286	ASIC019860	AGAP007541
OG0007287	ASIC007647	AGAP000329
OG0007288	ASIC020457	AGAP000532
OG0007290	ASIC005758	AGAP004209
OG0007291	ASIC016441	AGAP004954
OG0007292	ASIC021397	AGAP002159
OG0007293	ASIC014091	AGAP002826
OG0007294	ASIC005205	AGAP000222
OG0007295	ASIC005366	AGAP000506
OG0007296	ASIC011914	AGAP028526
OG0007297	ASIC016377	AGAP005812
OG0007298	ASIC022178	AGAP010849
OG0007299	ASIC018822	AGAP005565
OG0007300	ASIC006774	AGAP000968
OG0007301	ASIC018939	AGAP007124
OG0007303	ASIC006220	AGAP000256
OG0007304	ASIC007389	AGAP009424
OG0007305	ASIC007094	AGAP000592
OG0007306	ASIC005532	AGAP004323
OG0007307	ASIC003112	AGAP000513
OG0007308	ASIC015481	AGAP028522
OG0007309	ASIC018468	AGAP005771
OG0007310	ASIC002547	AGAP008660
OG0007311	ASIC012525	AGAP001751
OG0007312	ASIC016374	AGAP005815
OG0007313	ASIC018732	AGAP029191
OG0007314	ASIC015455, ASIC015454	AGAP011487
OG0007315	ASIC007419	AGAP007925
OG0007317	ASIC004912	AGAP001590
OG0007318	ASIC009476	AGAP000685
OG0007319	ASIC020363	AGAP000169
OG0007320	ASIC014927	AGAP004827
OG0007321	ASIC005069	AGAP005006
OG0007322	ASIC015129	AGAP002328
OG0007323	ASIC010485	AGAP013115
OG0007325	ASIC016439	AGAP004955
OG0007326	ASIC021996	AGAP029605
OG0007327	ASIC005381	AGAP000783
OG0007328	ASIC008095	AGAP002719
OG0007329	ASIC007431	AGAP007919
OG0007330	ASIC006980	AGAP008042
OG0007331	ASIC001079	AGAP003556
OG0007332	ASIC008912	AGAP003643
OG0007333	ASIC010619	AGAP008301
OG0007334	ASIC018341	AGAP011810
OG0007335	ASIC016106	AGAP005217
OG0007336	ASIC012209	AGAP005312
OG0007337	ASIC017233	AGAP009780
OG0007338	ASIC014206	AGAP007769
OG0007339	ASIC020514	AGAP011635
OG0007340	ASIC014334	AGAP004644
OG0007341	ASIC010891	AGAP004660
OG0007342	ASIC011605	AGAP005976
OG0007343	ASIC004312	AGAP003772
OG0007344	ASIC021004	AGAP002680
OG0007345	ASIC020600	AGAP013122
OG0007346	ASIC017065	AGAP000144
OG0007347	ASIC016103	AGAP005219
OG0007348	ASIC019237	AGAP007157
OG0007349	ASIC014536	AGAP009833
OG0007350	ASIC009380	AGAP008575
OG0007351	ASIC009614	AGAP029975
OG0007353	ASIC002916	AGAP010346
OG0007354	ASIC016575	AGAP007084
OG0007355	ASIC005139	AGAP000078
OG0007356	ASIC004983	AGAP011743
OG0007357	ASIC013579	AGAP008334
OG0007358	ASIC015106	AGAP002335
OG0007359	ASIC005257	AGAP000098
OG0007360	ASIC010324	AGAP011522
OG0007361	ASIC002645	AGAP008694
OG0007362	ASIC016391	AGAP005806
OG0007364	ASIC013978	AGAP002662
OG0007365	ASIC003699	AGAP007648
OG0007366	ASIC016841	AGAP005845
OG0007367	ASIC005507	AGAP003457
OG0007368	ASIC007714	AGAP001047
OG0007369	ASIC021933	AGAP002600
OG0007370	ASIC015140	AGAP005711
OG0007371	ASIC008900	AGAP004029
OG0007372	ASIC018877	AGAP006901
OG0007373	ASIC010225	AGAP000555
OG0007374	ASIC007580	AGAP000245
OG0007375	ASIC002901	AGAP005425
OG0007376	ASIC017014	AGAP000656
OG0007377	ASIC013212	AGAP001402
OG0007378	ASIC019598	AGAP006652
OG0007379	ASIC004400	AGAP001640
OG0007380	ASIC019268	AGAP006173
OG0007381	ASIC010408	AGAP004889
OG0007382	ASIC019617	AGAP006809
OG0007383	ASIC006800	AGAP000213
OG0007384	ASIC002920	AGAP002978
OG0007385	ASIC007218	AGAP029527
OG0007386	ASIC020446	AGAP029050
OG0007387	ASIC022313	AGAP010768
OG0007388	ASIC008017	AGAP003021
OG0007389	ASIC005919	AGAP009005
OG0007390	ASIC013780	AGAP006830
OG0007391	ASIC011044	AGAP007113
OG0007393	ASIC011327	AGAP003736
OG0007394	ASIC002733	AGAP013211
OG0007395	ASIC015521	AGAP011441
OG0007396	ASIC002999	AGAP006249
OG0007397	ASIC009705	AGAP000769
OG0007398	ASIC018739	AGAP006273
OG0007399	ASIC018149	AGAP011874
OG0007400	ASIC009426	AGAP002262
OG0007401	ASIC021621	AGAP006682
OG0007402	ASIC019878	AGAP006635
OG0007403	ASIC010405	AGAP004890
OG0007404	ASIC008186	AGAP001925
OG0007405	ASIC019836	AGAP007521
OG0007406	ASIC007746	AGAP007243
OG0007407	ASIC018948	AGAP029700
OG0007408	ASIC018322	AGAP011769
OG0007409	ASIC011274	AGAP004750
OG0007410	ASIC002017	AGAP013391
OG0007411	ASIC006090	AGAP028176
OG0007412	ASIC003211	AGAP003506
OG0007413	ASIC002561	AGAP004096
OG0007414	ASIC003722	AGAP007638
OG0007415	ASIC018803	AGAP005555
OG0007416	ASIC010079	AGAP001798
OG0007417	ASIC007188	AGAP009531
OG0007418	ASIC018980	AGAP006185
OG0007419	ASIC012647	AGAP013338
OG0007420	ASIC016803	AGAP006956
OG0007421	ASIC017489	AGAP011584
OG0007422	ASIC020041	AGAP003839
OG0007423	ASIC021336	AGAP007327
OG0007424	ASIC005203	AGAP000934
OG0007425	ASIC006801	AGAP000214
OG0007426	ASIC020515	AGAP011636
OG0007428	ASIC018608	AGAP005071
OG0007429	ASIC019136	AGAP006736
OG0007430	ASIC007782	AGAP007303
OG0007431	ASIC012287	AGAP005179
OG0007432	ASIC005097	AGAP028174
OG0007434	ASIC014912	AGAP005118
OG0007435	ASIC017952	AGAP011417
OG0007436	ASIC021144	AGAP006969
OG0007437	ASIC013879	AGAP012534
OG0007438	ASIC018593	AGAP029668
OG0007439	ASIC017206	AGAP009799
OG0007440	ASIC016699	AGAP006142
OG0007441	ASIC013938	AGAP002352
OG0007442	ASIC014456	AGAP011101
OG0007443	ASIC016534	AGAP029528
OG0007444	ASIC007127	AGAP000306
OG0007445	ASIC010292	AGAP000407
OG0007446	ASIC019783	AGAP007479
OG0007447	ASIC014843	AGAP002281
OG0007448	ASIC011045	AGAP007114
OG0007449	ASIC018833	AGAP005577
OG0007450	ASIC005725	AGAP009958
OG0007451	ASIC008600	AGAP010003
OG0007452	ASIC015877	AGAP010358
OG0007453	ASIC020211	AGAP002199
OG0007454	ASIC010354	AGAP011296
OG0007455	ASIC016764	AGAP005368
OG0007457	ASIC019699	AGAP007389
OG0007459	ASIC020962	AGAP002945
OG0007460	ASIC012011, ASIC012012	AGAP003510
OG0007461	ASIC012425	AGAP005466
OG0007462	ASIC011993, ASIC011992	AGAP003519
OG0007463	ASIC012771	AGAP009568
OG0007464	ASIC005719	AGAP009664
OG0007465	ASIC004213, ASIC010755	AGAP028068
OG0007466	ASIC006478	AGAP028088
OG0007468	ASIC018340	AGAP011809
OG0007469	ASIC019586	AGAP006825
OG0007470	ASIC016437	AGAP004957
OG0007472	ASIC005231	AGAP000763
OG0007473	ASIC018527	AGAP007052
OG0007474	ASIC000897, ASIC000898	AGAP027998
OG0007476	ASIC018638	AGAP005088
OG0007477	ASIC016033	AGAP004923
OG0007478	ASIC005256	AGAP000097
OG0007479	ASIC014953	AGAP004801
OG0007480	ASIC017445	AGAP006601
OG0007482	ASIC001456	AGAP007827
OG0007483	ASIC019775	AGAP007474
OG0007484	ASIC020829	AGAP001391
OG0007485	ASIC016642	AGAP006350
OG0007487	ASIC003443	AGAP008328
OG0007489	ASIC011942	AGAP002366
OG0007490	ASIC005365	AGAP000512
OG0007491	ASIC003742	AGAP007688
OG0007492	ASIC011116	AGAP003413
OG0007493	ASIC005229	AGAP000765
OG0007494	ASIC005126	AGAP000074
OG0007495	ASIC008722	AGAP003172, AGAP003170
OG0007496	ASIC012205	AGAP005183
OG0007497	ASIC020591	AGAP004348
OG0007498	ASIC002447	AGAP005599
OG0007499	ASIC009897	AGAP006625
OG0007500	ASIC020602	AGAP004363
OG0007501	ASIC003483	AGAP000522
OG0007502	ASIC005991, ASIC005989, ASIC005028	AGAP010571
OG0007503	ASIC014090	AGAP002828
OG0007504	ASIC022210	AGAP010872
OG0007505	ASIC011222	AGAP028121
OG0007506	ASIC014768	AGAP011027
OG0007507	ASIC001025	AGAP006452
OG0007508	ASIC005862	AGAP009008
OG0007509	ASIC013973	AGAP002663
OG0007510	ASIC006676	AGAP009180
OG0007511	ASIC007102	AGAP000273
OG0007512	ASIC010676	AGAP008842
OG0007513	ASIC003775	AGAP007725
OG0007514	ASIC011053	AGAP005532
OG0007515	ASIC019998	AGAP004090
OG0007516	ASIC019685	AGAP007367
OG0007517	ASIC000729	AGAP002080
OG0007518	ASIC008124	AGAP029600
OG0007519	ASIC006968	AGAP008047
OG0007520	ASIC014959	AGAP004798
OG0007522	ASIC003090	AGAP005448
OG0007523	ASIC003994	AGAP000043
OG0007524	ASIC018648	AGAP004866
OG0007525	ASIC016754	AGAP005376
OG0007526	ASIC014533	AGAP009063
OG0007527	ASIC003948	AGAP007760
OG0007529	ASIC021793	AGAP004154
OG0007530	ASIC019509	AGAP006528
OG0007531	ASIC009761	AGAP003303
OG0007532	ASIC002727	AGAP004108
OG0007533	ASIC000585	AGAP000589
OG0007534	ASIC021809	AGAP004144
OG0007536	ASIC018472	AGAP005778
OG0007537	ASIC019052	AGAP006764
OG0007538	ASIC007212	AGAP009518
OG0007539	ASIC007121	AGAP000309
OG0007541	ASIC016241	AGAP029532
OG0007542	ASIC006649	AGAP009377, AGAP009365
OG0007543	ASIC012907	AGAP006038
OG0007544	ASIC016611	AGAP003183
OG0007545	ASIC011844	AGAP029796
OG0007546	ASIC022363	AGAP012190
OG0007547	ASIC017942	AGAP028194
OG0007548	ASIC005241	AGAP000943
OG0007549	ASIC019953	AGAP029609
OG0007550	ASIC008681	AGAP008817
OG0007551	ASIC006661	AGAP009167
OG0007552	ASIC021724	AGAP003159
OG0007553	ASIC014087	AGAP002830
OG0007554	ASIC017253	AGAP009645
OG0007555	ASIC006097	AGAP008488
OG0007556	ASIC003438	AGAP008324
OG0007557	ASIC017938	AGAP012023
OG0007558	ASIC010005	AGAP009282
OG0007559	ASIC008472	AGAP010875
OG0007560	ASIC011220	AGAP010432
OG0007561	ASIC018752	AGAP006266
OG0007562	ASIC018284	AGAP029616
OG0007563	ASIC017311	AGAP008995
OG0007564	ASIC014239	AGAP004653
OG0007565	ASIC010409	AGAP004888
OG0007566	ASIC006248	AGAP000467
OG0007567	ASIC014343	AGAP008115
OG0007568	ASIC016095	AGAP005226
OG0007569	ASIC007467	AGAP007868
OG0007570	ASIC011052	AGAP005533
OG0007571	ASIC012624	AGAP003269
OG0007572	ASIC010578	AGAP001287
OG0007573	ASIC014300	AGAP004623
OG0007574	ASIC012435	AGAP005471
OG0007575	ASIC016633	AGAP003332
OG0007576	ASIC018987	AGAP029656
OG0007577	ASIC017453	AGAP011620
OG0007578	ASIC005762	AGAP004284
OG0007579	ASIC014898	AGAP003312
OG0007580	ASIC017393	AGAP010160
OG0007581	ASIC003754	AGAP007682
OG0007582	ASIC014587	AGAP028648
OG0007583	ASIC018020	AGAP012369
OG0007584	ASIC000839	AGAP013007
OG0007585	ASIC004853	AGAP001710
OG0007586	ASIC008243	AGAP001337
OG0007587	ASIC016775	AGAP005356
OG0007588	ASIC006310	AGAP000617
OG0007589	ASIC005162	AGAP000249
OG0007590	ASIC014069	AGAP029243
OG0007591	ASIC010884	AGAP004664
OG0007592	ASIC008473	AGAP010876
OG0007593	ASIC015110	AGAP002333
OG0007594	ASIC003196	AGAP003498
OG0007595	ASIC017236	AGAP009775
OG0007596	ASIC007515	AGAP010178
OG0007597	ASIC013319	AGAP002931
OG0007598	ASIC009248	AGAP007835
OG0007599	ASIC011953	AGAP002367
OG0007600	ASIC002445	AGAP005622
OG0007601	ASIC015080	AGAP005953
OG0007602	ASIC012527	AGAP002775
OG0007603	ASIC019031	AGAP006073
OG0007604	ASIC022341	AGAP012174
OG0007605	ASIC019387	AGAP011119
OG0007606	ASIC009114	AGAP003797
OG0007607	ASIC011641	AGAP006022
OG0007608	ASIC012861	AGAP010080
OG0007609	ASIC002548	AGAP008661
OG0007610	ASIC007674	AGAP000635
OG0007611	ASIC020453	AGAP000533
OG0007612	ASIC005675	AGAP029190
OG0007613	ASIC012223	AGAP005101
OG0007614	ASIC017121	AGAP001035
OG0007615	ASIC014897	AGAP003311
OG0007616	ASIC016714	AGAP007212
OG0007617	ASIC010274	AGAP000445
OG0007618	ASIC014710	AGAP003091
OG0007619	ASIC016483	AGAP005019
OG0007620	ASIC012293	AGAP005175
OG0007621	ASIC002440	AGAP005617
OG0007622	ASIC018753	AGAP006265
OG0007623	ASIC016244	AGAP007999
OG0007624	ASIC011746	AGAP005585
OG0007625	ASIC004456	AGAP000219
OG0007626	ASIC004094	AGAP013384
OG0007627	ASIC019040	AGAP006083
OG0007628	ASIC018229	AGAP012404
OG0007629	ASIC009506	AGAP013084
OG0007630	ASIC006381	AGAP009315
OG0007631	ASIC006786	AGAP000955
OG0007632	ASIC008072	AGAP004476
OG0007633	ASIC011688	AGAP005995
OG0007634	ASIC018794	AGAP005546
OG0007635	ASIC012343	AGAP005153
OG0007636	ASIC020870	AGAP003887
OG0007637	ASIC019294	AGAP012256
OG0007638	ASIC014916	AGAP005115
OG0007639	ASIC016964	AGAP000011
OG0007640	ASIC008462	AGAP002736
OG0007641	ASIC012042	AGAP008939
OG0007642	ASIC011750	AGAP006932
OG0007643	ASIC009732	AGAP000727
OG0007644	ASIC018941	AGAP007126
OG0007645	ASIC021879	AGAP004553
OG0007646	ASIC014907	AGAP005122
OG0007647	ASIC015005	AGAP002112
OG0007648	ASIC009491	AGAP000688
OG0007649	ASIC003968	AGAP000737
OG0007650	ASIC002311	AGAP002992
OG0007651	ASIC014666	AGAP009827
OG0007652	ASIC019624	AGAP006805
OG0007653	ASIC020511	AGAP028628
OG0007654	ASIC007461	AGAP007872
OG0007655	ASIC016842	AGAP013292
OG0007656	ASIC004567	AGAP001985
OG0007657	ASIC012888	AGAP006031
OG0007658	ASIC015034	AGAP007010
OG0007659	ASIC014988, ASIC015014	AGAP013041
OG0007660	ASIC009107	AGAP002441
OG0007661	ASIC016282	AGAP005727
OG0007662	ASIC009635	AGAP000875
OG0007663	ASIC022158	AGAP003038
OG0007664	ASIC004648	AGAP013079
OG0007665	ASIC011967	AGAP002391
OG0007666	ASIC007267	AGAP009487
OG0007667	ASIC005754	AGAP004213
OG0007668	ASIC003017	AGAP006245
OG0007669	ASIC017067	AGAP000143
OG0007670	ASIC020943	AGAP013001
OG0007671	ASIC020241	AGAP004419
OG0007675	ASIC005070	AGAP008798
OG0007676	ASIC021189	AGAP006104
OG0007677	ASIC021218	AGAP005874
OG0007678	ASIC000956	AGAP005328
OG0007679	ASIC022287	AGAP010687
OG0007680	ASIC016960	AGAP000863
OG0007681	ASIC005163	AGAP000247
OG0007682	ASIC013774	AGAP008153
OG0007683	ASIC014926	AGAP004828
OG0007684	ASIC009042	AGAP011038
OG0007685	ASIC006261	AGAP000121
OG0007686	ASIC008585	AGAP009034
OG0007687	ASIC015132	AGAP012947
OG0007688	ASIC007774	AGAP007307
OG0007689	ASIC010562	AGAP002529
OG0007690	ASIC016828	AGAP005832
OG0007691	ASIC010278	AGAP000544
OG0007692	ASIC019658	AGAP000977
OG0007693	ASIC014641	AGAP009925
OG0007694	ASIC006914	AGAP008080
OG0007695	ASIC007189	AGAP028642
OG0007696	ASIC015372	AGAP012161
OG0007697	ASIC020327	AGAP000062
OG0007698	ASIC013834	AGAP009291
OG0007699	ASIC020594	AGAP004367
OG0007700	ASIC018025	AGAP012365
OG0007701	ASIC007605	AGAP000760
OG0007702	ASIC020527	AGAP011640
OG0007703	ASIC007807	AGAP007280
OG0007704	ASIC017449	AGAP006605
OG0007705	ASIC020566	AGAP011568
OG0007706	ASIC005941	AGAP003112
OG0007707	ASIC011380	AGAP001209
OG0007708	ASIC016003	AGAP011331
OG0007709	ASIC011024	AGAP006394
OG0007710	ASIC012492	AGAP001491
OG0007711	ASIC005287	AGAP008673
OG0007712	ASIC003724	AGAP007573
OG0007713	ASIC015608	AGAP010519
OG0007714	ASIC002700	AGAP002168
OG0007715	ASIC004097	AGAP002051
OG0007716	ASIC017461	AGAP011590
OG0007717	ASIC012773	AGAP009570
OG0007718	ASIC014957	AGAP004799
