Orthogroup	AsinensisChina	AstephensiUCISS2018
OG0006933	ASIC002884	ASTEI20_045716
OG0006934	ASIC021267	ASTEI20_040617
OG0006935	ASIC012632	ASTEI20_031416
OG0006936	ASIC000862	ASTEI20_043769
OG0006937	ASIC004462	ASTEI20_032216
OG0006938	ASIC020960	ASTEI20_035450
OG0006939	ASIC021002	ASTEI20_045341
OG0006940	ASIC010015	ASTEI20_043464
OG0006941	ASIC009325	ASTEI20_031053
OG0006942	ASIC016266	ASTEI20_041543
OG0006943	ASIC021412	ASTEI20_039428
OG0006944	ASIC017292	ASTEI20_032060, ASTEI20_045452
OG0006945	ASIC018469	ASTEI20_045817
OG0006946	ASIC002273	ASTEI20_041399
OG0006947	ASIC008065	ASTEI20_035484
OG0006948	ASIC015042	ASTEI20_043744
OG0006949	ASIC000852	ASTEI20_032619
OG0006950	ASIC015394	ASTEI20_042557
OG0006951	ASIC012695	ASTEI20_043400
OG0006952	ASIC011481	ASTEI20_033553
OG0006953	ASIC004639	ASTEI20_035224
OG0006954	ASIC017522	ASTEI20_033113
OG0006955	ASIC009815	ASTEI20_036524
OG0006956	ASIC015821	ASTEI20_037663
OG0006957	ASIC016656	ASTEI20_045033
OG0006958	ASIC019261	ASTEI20_031411
OG0006959	ASIC019266	ASTEI20_041260
OG0006960	ASIC014212	ASTEI20_042976
OG0006961	ASIC014991	ASTEI20_036544
OG0006962	ASIC013813	ASTEI20_038485
OG0006963	ASIC014548	ASTEI20_040441
OG0006964	ASIC019886	ASTEI20_042747
OG0006965	ASIC017568	ASTEI20_041665
OG0006966	ASIC007441	ASTEI20_036465
OG0006967	ASIC006981	ASTEI20_035730
OG0006968	ASIC015655	ASTEI20_040444
OG0006969	ASIC010807	ASTEI20_032787
OG0006970	ASIC003489	ASTEI20_031860
OG0006971	ASIC010438	ASTEI20_036615
OG0006974	ASIC010107	ASTEI20_045537
OG0006975	ASIC001078	ASTEI20_033860
OG0006976	ASIC019568	ASTEI20_036163
OG0006977	ASIC011466	ASTEI20_039810
OG0006978	ASIC013553	ASTEI20_036198
OG0006979	ASIC016849	ASTEI20_036521
OG0006980	ASIC017055	ASTEI20_044380
OG0006981	ASIC007519	ASTEI20_040132
OG0006982	ASIC010959	ASTEI20_045315
OG0006983	ASIC011549	ASTEI20_036737
OG0006984	ASIC010746	ASTEI20_043992
OG0006985	ASIC022138	ASTEI20_037912
OG0006986	ASIC017146	ASTEI20_031980
OG0006987	ASIC003887	ASTEI20_032570
OG0006988	ASIC002497	ASTEI20_032554
OG0006989	ASIC016216	ASTEI20_041570
OG0006990	ASIC022298	ASTEI20_031552
OG0006992	ASIC016351	ASTEI20_038649
OG0006993	ASIC007808	ASTEI20_040080
OG0006994	ASIC010291	ASTEI20_033839
OG0006995	ASIC021335	ASTEI20_043459
OG0006996	ASIC014293	ASTEI20_042977
OG0006997	ASIC014408	ASTEI20_038242
OG0006998	ASIC017838	ASTEI20_037780
OG0006999	ASIC017893	ASTEI20_034656
OG0007000	ASIC014997	ASTEI20_037255
OG0007001	ASIC016308	ASTEI20_044116
OG0007002	ASIC014272	ASTEI20_035358
OG0007003	ASIC013267	ASTEI20_031012
OG0007004	ASIC008901	ASTEI20_033141
OG0007005	ASIC018942	ASTEI20_037008
OG0007006	ASIC011308	ASTEI20_033947
OG0007007	ASIC019425	ASTEI20_041566
OG0007008	ASIC005797	ASTEI20_043234
OG0007009	ASIC011761	ASTEI20_037569
OG0007010	ASIC010605	ASTEI20_039285
OG0007011	ASIC021099	ASTEI20_031495
OG0007012	ASIC009076	ASTEI20_040394
OG0007013	ASIC007185	ASTEI20_034807
OG0007014	ASIC016362	ASTEI20_040859
OG0007015	ASIC001340	ASTEI20_039343
OG0007016	ASIC011510	ASTEI20_044066
OG0007017	ASIC015780	ASTEI20_034262
OG0007019	ASIC020360	ASTEI20_043837
OG0007020	ASIC013174	ASTEI20_037746
OG0007021	ASIC013025	ASTEI20_038017
OG0007022	ASIC009792	ASTEI20_038440
OG0007023	ASIC013444	ASTEI20_044248
OG0007024	ASIC019944	ASTEI20_031196
OG0007025	ASIC003125	ASTEI20_045392
OG0007026	ASIC006902	ASTEI20_040745
OG0007027	ASIC012867	ASTEI20_034644
OG0007028	ASIC020303	ASTEI20_032865
OG0007029	ASIC014610	ASTEI20_037579
OG0007030	ASIC003847	ASTEI20_038633
OG0007032	ASIC018796	ASTEI20_038061
OG0007033	ASIC020533	ASTEI20_041533
OG0007034	ASIC006580	ASTEI20_045758
OG0007035	ASIC019502	ASTEI20_038345
OG0007036	ASIC003931	ASTEI20_033092
OG0007037	ASIC013004	ASTEI20_037337
OG0007038	ASIC010177	ASTEI20_042216
OG0007039	ASIC009646	ASTEI20_035463
OG0007040	ASIC017617	ASTEI20_037588
OG0007041	ASIC010424	ASTEI20_043212
OG0007042	ASIC006972	ASTEI20_034375
OG0007043	ASIC000331	ASTEI20_039826
OG0007044	ASIC006670	ASTEI20_042055
OG0007046	ASIC006562	ASTEI20_034066
OG0007047	ASIC010443	ASTEI20_031894
OG0007048	ASIC021197	ASTEI20_042699
OG0007049	ASIC004280	ASTEI20_042811
OG0007050	ASIC015457	ASTEI20_031914
OG0007051	ASIC017315	ASTEI20_033528
OG0007052	ASIC009158	ASTEI20_036451
OG0007053	ASIC015395	ASTEI20_038829
OG0007054	ASIC003821	ASTEI20_045334
OG0007055	ASIC022312	ASTEI20_032246
OG0007056	ASIC003540	ASTEI20_045823
OG0007057	ASIC019897	ASTEI20_044350
OG0007058	ASIC017279	ASTEI20_031929
OG0007059	ASIC010428	ASTEI20_037449
OG0007060	ASIC014681, ASIC014748	ASTEI20_044609
OG0007061	ASIC014924	ASTEI20_040622
OG0007063	ASIC020099	ASTEI20_030942
OG0007064	ASIC009673	ASTEI20_036195
OG0007065	ASIC011316	ASTEI20_040699
OG0007066	ASIC004590	ASTEI20_032126
OG0007067	ASIC017974	ASTEI20_033445
OG0007068	ASIC006591	ASTEI20_039843
OG0007069	ASIC010769	ASTEI20_032684
OG0007070	ASIC004237	ASTEI20_041101
OG0007071	ASIC015204	ASTEI20_044218
OG0007072	ASIC004511	ASTEI20_042418
OG0007073	ASIC003100	ASTEI20_044177
OG0007074	ASIC012195	ASTEI20_031338
OG0007075	ASIC004063	ASTEI20_036947
OG0007077	ASIC007902	ASTEI20_034036
OG0007078	ASIC016571	ASTEI20_043179
OG0007079	ASIC021656	ASTEI20_042078
OG0007080	ASIC010432	ASTEI20_034490
OG0007081	ASIC013411	ASTEI20_040428
OG0007082	ASIC004923	ASTEI20_033171
OG0007083	ASIC000479	ASTEI20_044716
OG0007084	ASIC004999	ASTEI20_044304
OG0007085	ASIC020176	ASTEI20_031285
OG0007086	ASIC017880	ASTEI20_033957
OG0007087	ASIC013064	ASTEI20_033459
OG0007088	ASIC019054	ASTEI20_032116
OG0007089	ASIC004145	ASTEI20_040254
OG0007090	ASIC019457	ASTEI20_041223
OG0007092	ASIC001421	ASTEI20_041097
OG0007093	ASIC018685	ASTEI20_033631
OG0007094	ASIC013438	ASTEI20_045779
OG0007095	ASIC019667	ASTEI20_032299
OG0007096	ASIC019851	ASTEI20_032830
OG0007097	ASIC010823	ASTEI20_035434
OG0007098	ASIC018801	ASTEI20_035625
OG0007099	ASIC018642	ASTEI20_042275
OG0007100	ASIC020487	ASTEI20_039388
OG0007101	ASIC016188	ASTEI20_040539
OG0007102	ASIC003506	ASTEI20_044832
OG0007103	ASIC006078	ASTEI20_031561
OG0007105	ASIC007446	ASTEI20_035153
OG0007106	ASIC014834	ASTEI20_044462
OG0007107	ASIC004935	ASTEI20_041104
OG0007108	ASIC014553	ASTEI20_032558
OG0007109	ASIC015995	ASTEI20_038830
OG0007110	ASIC015192	ASTEI20_035944
OG0007111	ASIC003102	ASTEI20_042316
OG0007112	ASIC008631	ASTEI20_044249
OG0007113	ASIC013309	ASTEI20_037731
OG0007114	ASIC006637	ASTEI20_036350
OG0007115	ASIC016998	ASTEI20_034833
OG0007116	ASIC009154	ASTEI20_041353
OG0007117	ASIC006087	ASTEI20_036537
OG0007118	ASIC014980	ASTEI20_032942
OG0007119	ASIC006457	ASTEI20_038381
OG0007120	ASIC013009	ASTEI20_037428
OG0007121	ASIC020976	ASTEI20_044518
OG0007122	ASIC020980	ASTEI20_044528
OG0007123	ASIC011462	ASTEI20_035351
OG0007124	ASIC009398	ASTEI20_035384
OG0007125	ASIC020846	ASTEI20_036257
OG0007126	ASIC016022	ASTEI20_045938
OG0007127	ASIC000635	ASTEI20_041422
OG0007128	ASIC003881	ASTEI20_039068
OG0007129	ASIC011527	ASTEI20_031485
OG0007130	ASIC004559	ASTEI20_031512
OG0007131	ASIC010691	ASTEI20_038500
OG0007132	ASIC003435	ASTEI20_034922
OG0007133	ASIC011372	ASTEI20_035559
OG0007134	ASIC016724	ASTEI20_044492
OG0007135	ASIC012450	ASTEI20_033500
OG0007136	ASIC011011	ASTEI20_037381
OG0007137	ASIC022385	ASTEI20_040938
OG0007138	ASIC019782	ASTEI20_043750
OG0007139	ASIC019942	ASTEI20_041036
OG0007140	ASIC003004	ASTEI20_036307
OG0007141	ASIC019697	ASTEI20_041052
OG0007142	ASIC004731	ASTEI20_033523
OG0007143	ASIC006619	ASTEI20_033364
OG0007144	ASIC000812	ASTEI20_031770
OG0007145	ASIC016200	ASTEI20_034517
OG0007146	ASIC005659	ASTEI20_043503
OG0007147	ASIC012235	ASTEI20_037223
OG0007148	ASIC015109	ASTEI20_044295
OG0007149	ASIC005964	ASTEI20_032012
OG0007150	ASIC008904	ASTEI20_033031
OG0007151	ASIC013887	ASTEI20_034855
OG0007152	ASIC007772	ASTEI20_042320
OG0007153	ASIC006636	ASTEI20_045991
OG0007154	ASIC006526	ASTEI20_043369
OG0007155	ASIC011564	ASTEI20_036834
OG0007156	ASIC012707	ASTEI20_045740
OG0007157	ASIC006865	ASTEI20_033635
OG0007158	ASIC011411	ASTEI20_036573
OG0007159	ASIC021211	ASTEI20_040027
OG0007160	ASIC011808	ASTEI20_041924
OG0007161	ASIC004124	ASTEI20_044196
OG0007162	ASIC012330	ASTEI20_031206
OG0007163	ASIC016036	ASTEI20_040174
OG0007164	ASIC021892	ASTEI20_035154
OG0007165	ASIC004905	ASTEI20_040596
OG0007166	ASIC019510	ASTEI20_036055
OG0007167	ASIC009895	ASTEI20_044819
OG0007168	ASIC010420	ASTEI20_041039
OG0007169	ASIC019142	ASTEI20_045040
OG0007170	ASIC019179	ASTEI20_040655
OG0007171	ASIC018294	ASTEI20_031710
OG0007172	ASIC017475	ASTEI20_034160
OG0007173	ASIC008742, ASIC008744	ASTEI20_045804
OG0007175	ASIC002442	ASTEI20_036621
OG0007176	ASIC005075	ASTEI20_035086
OG0007177	ASIC018147	ASTEI20_045300
OG0007178	ASIC018319	ASTEI20_037855
OG0007179	ASIC003947	ASTEI20_033816
OG0007180	ASIC022083	ASTEI20_039032
OG0007181	ASIC005242	ASTEI20_045812
OG0007182	ASIC022297	ASTEI20_034496
OG0007183	ASIC018604	ASTEI20_032208
OG0007184	ASIC018330	ASTEI20_030998
OG0007185	ASIC006219	ASTEI20_043939
OG0007186	ASIC016636	ASTEI20_038634
OG0007187	ASIC010299	ASTEI20_038396
OG0007188	ASIC006056	ASTEI20_035829
OG0007189	ASIC014914	ASTEI20_035382
OG0007190	ASIC010928	ASTEI20_042183
OG0007191	ASIC021059	ASTEI20_035346
OG0007192	ASIC003739	ASTEI20_031420
OG0007193	ASIC021363	ASTEI20_043668
OG0007194	ASIC020125	ASTEI20_038589
OG0007195	ASIC005654	ASTEI20_034800
OG0007196	ASIC019552	ASTEI20_038591
OG0007197	ASIC015103	ASTEI20_046081
OG0007198	ASIC017049	ASTEI20_035570
OG0007199	ASIC019515	ASTEI20_038321
OG0007200	ASIC014465	ASTEI20_037740
OG0007201	ASIC013675	ASTEI20_044303
OG0007202	ASIC007173	ASTEI20_044495
OG0007203	ASIC003571	ASTEI20_032933
OG0007204	ASIC019797	ASTEI20_034485
OG0007205	ASIC008395	ASTEI20_037311
OG0007206	ASIC014707	ASTEI20_046045
OG0007207	ASIC010266	ASTEI20_040881
OG0007208	ASIC014622	ASTEI20_036246
OG0007209	ASIC010345	ASTEI20_039606
OG0007210	ASIC014430	ASTEI20_039702
OG0007211	ASIC016452	ASTEI20_044351
OG0007212	ASIC016476	ASTEI20_040820
OG0007213	ASIC021727	ASTEI20_033671
OG0007214	ASIC007874	ASTEI20_041862
OG0007215	ASIC021168	ASTEI20_031583
OG0007216	ASIC007558	ASTEI20_041873
OG0007217	ASIC009022	ASTEI20_043712
OG0007218	ASIC014336	ASTEI20_033849
OG0007219	ASIC006467	ASTEI20_031934
OG0007220	ASIC008723	ASTEI20_032699
OG0007221	ASIC005332	ASTEI20_036628
OG0007222	ASIC019595	ASTEI20_033399
OG0007223	ASIC014368	ASTEI20_039806
OG0007224	ASIC007619	ASTEI20_038629
OG0007225	ASIC005606	ASTEI20_038189
OG0007226	ASIC012201	ASTEI20_040869
OG0007227	ASIC007460	ASTEI20_040877
OG0007228	ASIC011762	ASTEI20_038209
OG0007229	ASIC019808	ASTEI20_044232
OG0007230	ASIC011804	ASTEI20_033970
OG0007231	ASIC012245	ASTEI20_041185
OG0007233	ASIC013574	ASTEI20_039872
OG0007234	ASIC009071	ASTEI20_038871
OG0007235	ASIC020792	ASTEI20_033465
OG0007236	ASIC020361	ASTEI20_035891
OG0007238	ASIC012766	ASTEI20_042508
OG0007239	ASIC015091	ASTEI20_043770
OG0007240	ASIC019247	ASTEI20_045446
OG0007242	ASIC002904	ASTEI20_043662
OG0007243	ASIC019780	ASTEI20_036551
OG0007244	ASIC002502	ASTEI20_043384
OG0007245	ASIC009637	ASTEI20_043231
OG0007246	ASIC011063	ASTEI20_041059
OG0007247	ASIC020538	ASTEI20_031942
OG0007248	ASIC004454	ASTEI20_035734
OG0007249	ASIC009719	ASTEI20_040480
OG0007250	ASIC017071	ASTEI20_039813
OG0007252	ASIC008772	ASTEI20_035260
OG0007253	ASIC021038	ASTEI20_036779
OG0007254	ASIC011820	ASTEI20_031851
OG0007255	ASIC016412	ASTEI20_037843
OG0007256	ASIC014345	ASTEI20_040173
OG0007257	ASIC015675	ASTEI20_042854
OG0007258	ASIC013081	ASTEI20_041323
OG0007259	ASIC005681	ASTEI20_033710
OG0007260	ASIC021617	ASTEI20_041098
OG0007261	ASIC005757	ASTEI20_044617
OG0007262	ASIC016887	ASTEI20_032073
OG0007263	ASIC020308	ASTEI20_039033
OG0007264	ASIC011732	ASTEI20_031122
OG0007265	ASIC003344	ASTEI20_043352
OG0007267	ASIC022342	ASTEI20_035546
OG0007268	ASIC008481	ASTEI20_043588
OG0007269	ASIC004940	ASTEI20_045993
OG0007270	ASIC009828	ASTEI20_043128
OG0007271	ASIC002474	ASTEI20_031198
OG0007272	ASIC018321	ASTEI20_041947
OG0007273	ASIC008668	ASTEI20_040137
OG0007274	ASIC009894	ASTEI20_045685
OG0007275	ASIC008303	ASTEI20_039729
OG0007276	ASIC018329	ASTEI20_030928
OG0007277	ASIC009528	ASTEI20_044151
OG0007278	ASIC019811	ASTEI20_031191
OG0007279	ASIC007708	ASTEI20_035122
OG0007280	ASIC022078	ASTEI20_031865
OG0007281	ASIC011064	ASTEI20_034487
OG0007282	ASIC008802	ASTEI20_039861
OG0007283	ASIC017633	ASTEI20_041501
OG0007284	ASIC006247	ASTEI20_039691
OG0007285	ASIC002567	ASTEI20_042367
OG0007286	ASIC019860	ASTEI20_032785
OG0007287	ASIC007647	ASTEI20_041724
OG0007288	ASIC020457	ASTEI20_045659
OG0007290	ASIC005758	ASTEI20_038218
OG0007291	ASIC016441	ASTEI20_042299
OG0007292	ASIC021397	ASTEI20_045664
OG0007293	ASIC014091	ASTEI20_045138
OG0007294	ASIC005205	ASTEI20_044884
OG0007295	ASIC005366	ASTEI20_037728
OG0007296	ASIC011914	ASTEI20_036271
OG0007297	ASIC016377	ASTEI20_034661
OG0007298	ASIC022178	ASTEI20_044595
OG0007299	ASIC018822	ASTEI20_033066
OG0007300	ASIC006774	ASTEI20_032210
OG0007301	ASIC018939	ASTEI20_039004
OG0007303	ASIC006220	ASTEI20_046049
OG0007304	ASIC007389	ASTEI20_035773
OG0007305	ASIC007094	ASTEI20_042229
OG0007306	ASIC005532	ASTEI20_032480
OG0007307	ASIC003112	ASTEI20_043121
OG0007308	ASIC015481	ASTEI20_039051
OG0007309	ASIC018468	ASTEI20_036060
OG0007310	ASIC002547	ASTEI20_045073
OG0007311	ASIC012525	ASTEI20_032816
OG0007312	ASIC016374	ASTEI20_044685
OG0007313	ASIC018732	ASTEI20_031210
OG0007314	ASIC015454	ASTEI20_033678
OG0007315	ASIC007419	ASTEI20_040033
OG0007317	ASIC004912	ASTEI20_043930
OG0007318	ASIC009476	ASTEI20_043502
OG0007319	ASIC020363	ASTEI20_030968
OG0007320	ASIC014927	ASTEI20_037478
OG0007321	ASIC005069	ASTEI20_031855
OG0007322	ASIC015129	ASTEI20_032400
OG0007323	ASIC010485	ASTEI20_045277
OG0007325	ASIC016439	ASTEI20_036001
OG0007326	ASIC021996	ASTEI20_038336
OG0007327	ASIC005381	ASTEI20_042790
OG0007328	ASIC008095	ASTEI20_034802
OG0007329	ASIC007431	ASTEI20_032495
OG0007330	ASIC006980	ASTEI20_046037
OG0007331	ASIC001079	ASTEI20_035943
OG0007332	ASIC008912	ASTEI20_037718
OG0007333	ASIC010619	ASTEI20_036344
OG0007334	ASIC018341	ASTEI20_031473, ASTEI20_041360
OG0007335	ASIC016106	ASTEI20_030915
OG0007336	ASIC012209	ASTEI20_046155
OG0007337	ASIC017233	ASTEI20_032354
OG0007338	ASIC014206	ASTEI20_038074
OG0007339	ASIC020514	ASTEI20_039958
OG0007340	ASIC014334	ASTEI20_045694
OG0007341	ASIC010891	ASTEI20_036664
OG0007342	ASIC011605	ASTEI20_032969
OG0007343	ASIC004312	ASTEI20_036806
OG0007344	ASIC021004	ASTEI20_031971
OG0007345	ASIC020600	ASTEI20_041012
OG0007346	ASIC017065	ASTEI20_042555
OG0007347	ASIC016103	ASTEI20_043467
OG0007348	ASIC019237	ASTEI20_031334
OG0007349	ASIC014536	ASTEI20_037665
OG0007350	ASIC009380	ASTEI20_046168
OG0007351	ASIC009614	ASTEI20_032547
OG0007353	ASIC002916	ASTEI20_039337
OG0007354	ASIC016575	ASTEI20_037007
OG0007355	ASIC005139	ASTEI20_033783
OG0007356	ASIC004983	ASTEI20_038313
OG0007357	ASIC013579	ASTEI20_039898
OG0007358	ASIC015106	ASTEI20_044308
OG0007359	ASIC005257	ASTEI20_032627
OG0007360	ASIC010324	ASTEI20_034599
OG0007361	ASIC002645	ASTEI20_037213
OG0007362	ASIC016391	ASTEI20_037806
OG0007363	ASIC006730	ASTEI20_042270
OG0007364	ASIC013978	ASTEI20_038675
OG0007365	ASIC003699	ASTEI20_035490
OG0007366	ASIC016841	ASTEI20_035410
OG0007367	ASIC005507	ASTEI20_034580
OG0007368	ASIC007714	ASTEI20_044294
OG0007369	ASIC021933	ASTEI20_041341
OG0007370	ASIC015140	ASTEI20_040887
OG0007371	ASIC008900	ASTEI20_045584
OG0007372	ASIC018877	ASTEI20_034210
OG0007373	ASIC010225	ASTEI20_041838
OG0007374	ASIC007580	ASTEI20_042734
OG0007375	ASIC002901	ASTEI20_037484
OG0007376	ASIC017014	ASTEI20_031634
OG0007377	ASIC013212	ASTEI20_041314
OG0007378	ASIC019598	ASTEI20_040638
OG0007379	ASIC004400	ASTEI20_042609
OG0007380	ASIC019268	ASTEI20_042108
OG0007381	ASIC010408	ASTEI20_032541
OG0007382	ASIC019617	ASTEI20_043767
OG0007383	ASIC006800	ASTEI20_033530
OG0007384	ASIC002920	ASTEI20_036471
OG0007385	ASIC007218	ASTEI20_042400
OG0007386	ASIC020446	ASTEI20_032803
OG0007387	ASIC022313	ASTEI20_034427
OG0007388	ASIC008017	ASTEI20_036194
OG0007389	ASIC005919	ASTEI20_032508
OG0007390	ASIC013780	ASTEI20_045426
OG0007391	ASIC011044	ASTEI20_039757
OG0007393	ASIC011327	ASTEI20_031259
OG0007394	ASIC002733	ASTEI20_044944
OG0007395	ASIC015521	ASTEI20_036494
OG0007396	ASIC002999	ASTEI20_041505
OG0007397	ASIC009705	ASTEI20_045649
OG0007398	ASIC018739	ASTEI20_032274
OG0007399	ASIC018149	ASTEI20_038298
OG0007400	ASIC009426	ASTEI20_040748
OG0007401	ASIC021621	ASTEI20_038023
OG0007402	ASIC019878	ASTEI20_031422, ASTEI20_043125
OG0007403	ASIC010405	ASTEI20_036375
OG0007404	ASIC008186	ASTEI20_042358
OG0007405	ASIC019836	ASTEI20_037396
OG0007406	ASIC007746	ASTEI20_037631
OG0007407	ASIC018948	ASTEI20_037167
OG0007408	ASIC018322	ASTEI20_045805
OG0007409	ASIC011274	ASTEI20_044674
OG0007410	ASIC002017	ASTEI20_035777
OG0007411	ASIC006090	ASTEI20_039974, ASTEI20_033049
OG0007412	ASIC003211	ASTEI20_036587
OG0007413	ASIC002561	ASTEI20_037279
OG0007414	ASIC003722	ASTEI20_037247
OG0007415	ASIC018803	ASTEI20_037171
OG0007416	ASIC010079	ASTEI20_042246
OG0007417	ASIC007188	ASTEI20_034088
OG0007418	ASIC018980	ASTEI20_045678
OG0007419	ASIC012647	ASTEI20_037437
OG0007420	ASIC016803	ASTEI20_038253
OG0007421	ASIC017489	ASTEI20_041603
OG0007422	ASIC020041	ASTEI20_038579
OG0007423	ASIC021336	ASTEI20_045011
OG0007424	ASIC005203	ASTEI20_039214
OG0007425	ASIC006801	ASTEI20_033492
OG0007426	ASIC020515	ASTEI20_039070
OG0007428	ASIC018608	ASTEI20_032620
OG0007429	ASIC019136	ASTEI20_040342
OG0007430	ASIC007782	ASTEI20_043003
OG0007431	ASIC012287	ASTEI20_042688
OG0007432	ASIC005097	ASTEI20_032567
OG0007433	ASIC014675	ASTEI20_044641
OG0007434	ASIC014912	ASTEI20_042279
OG0007435	ASIC017952	ASTEI20_041527
OG0007436	ASIC021144	ASTEI20_035530
OG0007437	ASIC013879	ASTEI20_032167
OG0007438	ASIC018593	ASTEI20_045591
OG0007439	ASIC017206	ASTEI20_032284
OG0007440	ASIC016699	ASTEI20_036546
OG0007441	ASIC013938	ASTEI20_037074
OG0007442	ASIC014456	ASTEI20_043889
OG0007443	ASIC016534	ASTEI20_040413
OG0007444	ASIC007127	ASTEI20_037950
OG0007445	ASIC010292	ASTEI20_036382
OG0007446	ASIC019783	ASTEI20_041477
OG0007447	ASIC014843	ASTEI20_045086
OG0007448	ASIC011045	ASTEI20_031874
OG0007449	ASIC018833	ASTEI20_037010
OG0007450	ASIC005725	ASTEI20_045132
OG0007451	ASIC008600	ASTEI20_035711
OG0007452	ASIC015877	ASTEI20_033828
OG0007453	ASIC020211	ASTEI20_042860
OG0007454	ASIC010354	ASTEI20_033181
OG0007455	ASIC016764	ASTEI20_032100
OG0007456	ASIC012990	ASTEI20_045932
OG0007457	ASIC019699	ASTEI20_044552
OG0007459	ASIC020962	ASTEI20_043381
OG0007460	ASIC012011, ASIC012012	ASTEI20_045276
OG0007461	ASIC012425	ASTEI20_045243
OG0007462	ASIC011993, ASIC011992	ASTEI20_037778
OG0007463	ASIC012771	ASTEI20_040514
OG0007464	ASIC005719	ASTEI20_042103
OG0007465	ASIC004213, ASIC010755	ASTEI20_036917
OG0007466	ASIC006478	ASTEI20_043548
OG0007468	ASIC018340	ASTEI20_032077, ASTEI20_035868
OG0007469	ASIC019586	ASTEI20_033224
OG0007470	ASIC016437	ASTEI20_035265
OG0007472	ASIC005231	ASTEI20_033425
OG0007473	ASIC018527	ASTEI20_044628
OG0007474	ASIC000897, ASIC000898	ASTEI20_045239
OG0007476	ASIC018638	ASTEI20_042852
OG0007477	ASIC016033	ASTEI20_043038
OG0007478	ASIC005256	ASTEI20_039815
OG0007479	ASIC014953	ASTEI20_034102
OG0007480	ASIC017445	ASTEI20_036800
OG0007482	ASIC001456	ASTEI20_036458
OG0007483	ASIC019775	ASTEI20_045122
OG0007484	ASIC020829	ASTEI20_040577
OG0007485	ASIC016642	ASTEI20_031565
OG0007486	ASIC021604	ASTEI20_032731
OG0007487	ASIC003443	ASTEI20_037333
OG0007489	ASIC011942	ASTEI20_045629
OG0007490	ASIC005365	ASTEI20_041742
OG0007491	ASIC003742	ASTEI20_039954
OG0007492	ASIC011116	ASTEI20_044149
OG0007493	ASIC005229	ASTEI20_045535
OG0007494	ASIC005126	ASTEI20_039658
OG0007495	ASIC008722	ASTEI20_037696
OG0007496	ASIC012205	ASTEI20_038070
OG0007497	ASIC020591	ASTEI20_032595
OG0007498	ASIC002447	ASTEI20_033006
OG0007499	ASIC009897	ASTEI20_044631
OG0007500	ASIC020602	ASTEI20_040397
OG0007501	ASIC003483	ASTEI20_045610
OG0007502	ASIC005991, ASIC005989, ASIC005028	ASTEI20_039687, ASTEI20_036394
OG0007503	ASIC014090	ASTEI20_045524
OG0007504	ASIC022210	ASTEI20_045904
OG0007505	ASIC011222	ASTEI20_039694
OG0007506	ASIC014768	ASTEI20_038460
OG0007507	ASIC001025	ASTEI20_031854
OG0007508	ASIC005862	ASTEI20_036161
OG0007509	ASIC013973	ASTEI20_040271
OG0007510	ASIC006676	ASTEI20_045900
OG0007511	ASIC007102	ASTEI20_045337
OG0007512	ASIC010676	ASTEI20_042302
OG0007513	ASIC003775	ASTEI20_040953
OG0007514	ASIC011053	ASTEI20_034573
OG0007515	ASIC019998	ASTEI20_037497
OG0007516	ASIC019685	ASTEI20_042945
OG0007517	ASIC000729	ASTEI20_045031
OG0007518	ASIC008124	ASTEI20_040648
OG0007519	ASIC006968	ASTEI20_036074
OG0007520	ASIC014959	ASTEI20_040022
OG0007522	ASIC003090	ASTEI20_040969
OG0007523	ASIC003994	ASTEI20_044578
OG0007524	ASIC018648	ASTEI20_044027
OG0007525	ASIC016754	ASTEI20_041898
OG0007526	ASIC014533	ASTEI20_031566, ASTEI20_043743
OG0007527	ASIC003948	ASTEI20_034957
OG0007529	ASIC021793	ASTEI20_031907
OG0007530	ASIC019509	ASTEI20_035387
OG0007531	ASIC009761	ASTEI20_031956
OG0007532	ASIC002727	ASTEI20_043076
OG0007533	ASIC000585	ASTEI20_041762
OG0007534	ASIC021809	ASTEI20_036580
OG0007536	ASIC018472	ASTEI20_032989
OG0007537	ASIC019052	ASTEI20_038446
OG0007538	ASIC007212	ASTEI20_044572
OG0007539	ASIC007121	ASTEI20_034516
OG0007540	ASIC009763	ASTEI20_034626, ASTEI20_032758
OG0007541	ASIC016241	ASTEI20_034814
OG0007542	ASIC006649	ASTEI20_045163
OG0007543	ASIC012907	ASTEI20_040810
OG0007544	ASIC016611	ASTEI20_036844
OG0007545	ASIC011844	ASTEI20_046032
OG0007546	ASIC022363	ASTEI20_046165
OG0007547	ASIC017942	ASTEI20_031507
OG0007548	ASIC005241	ASTEI20_041282
OG0007549	ASIC019953	ASTEI20_044404
OG0007550	ASIC008681	ASTEI20_045431
OG0007551	ASIC006661	ASTEI20_039375
OG0007552	ASIC021724	ASTEI20_032058
OG0007553	ASIC014087	ASTEI20_041029
OG0007554	ASIC017253	ASTEI20_045531
OG0007555	ASIC006097	ASTEI20_037913
OG0007556	ASIC003438	ASTEI20_044694
OG0007557	ASIC017938	ASTEI20_031878
OG0007558	ASIC010005	ASTEI20_032771
OG0007559	ASIC008472	ASTEI20_043399
OG0007560	ASIC011220	ASTEI20_031387
OG0007561	ASIC018752	ASTEI20_042741
OG0007562	ASIC018284	ASTEI20_036768
OG0007563	ASIC017311	ASTEI20_036439
OG0007564	ASIC014239	ASTEI20_031702
OG0007565	ASIC010409	ASTEI20_031965
