Orthogroup	AgambiaePEST	AsinensisChina
OG0007600	AGAP005622	ASIC002445
OG0007601	AGAP005953	ASIC015080
OG0007602	AGAP002775	ASIC012527
OG0007603	AGAP006073	ASIC019031
OG0007604	AGAP012174	ASIC022341
OG0007605	AGAP011119	ASIC019387
OG0007606	AGAP003797	ASIC009114
OG0007607	AGAP006022	ASIC011641
OG0007608	AGAP010080	ASIC012861
OG0007609	AGAP008661	ASIC002548
OG0007610	AGAP000635	ASIC007674
OG0007611	AGAP000533	ASIC020453
OG0007612	AGAP029190	ASIC005675
OG0007613	AGAP005101	ASIC012223
OG0007614	AGAP001035	ASIC017121
OG0007615	AGAP003311	ASIC014897
OG0007616	AGAP007212	ASIC016714
OG0007617	AGAP000445	ASIC010274
OG0007618	AGAP003091	ASIC014710
OG0007619	AGAP005019	ASIC016483
OG0007620	AGAP005175	ASIC012293
OG0007621	AGAP005617	ASIC002440
OG0007622	AGAP006265	ASIC018753
OG0007623	AGAP007999	ASIC016244
OG0007624	AGAP005585	ASIC011746
OG0007625	AGAP000219	ASIC004456
OG0007626	AGAP013384	ASIC004094
OG0007627	AGAP006083	ASIC019040
OG0007628	AGAP012404	ASIC018229
OG0007629	AGAP013084	ASIC009506
OG0007630	AGAP009315	ASIC006381
OG0007631	AGAP000955	ASIC006786
OG0007632	AGAP004476	ASIC008072
OG0007633	AGAP005995	ASIC011688
OG0007634	AGAP005546	ASIC018794
OG0007635	AGAP005153	ASIC012343
OG0007636	AGAP003887	ASIC020870
OG0007637	AGAP012256	ASIC019294
OG0007638	AGAP005115	ASIC014916
OG0007639	AGAP000011	ASIC016964
OG0007640	AGAP002736	ASIC008462
OG0007641	AGAP008939	ASIC012042
OG0007642	AGAP006932	ASIC011750
OG0007643	AGAP000727	ASIC009732
OG0007644	AGAP007126	ASIC018941
OG0007645	AGAP004553	ASIC021879
OG0007646	AGAP005122	ASIC014907
OG0007647	AGAP002112	ASIC015005
OG0007648	AGAP000688	ASIC009491
OG0007649	AGAP000737	ASIC003968
OG0007650	AGAP002992	ASIC002311
OG0007651	AGAP009827	ASIC014666
OG0007652	AGAP006805	ASIC019624
OG0007653	AGAP028628	ASIC020511
OG0007654	AGAP007872	ASIC007461
OG0007655	AGAP013292	ASIC016842
OG0007656	AGAP001985	ASIC004567
OG0007657	AGAP006031	ASIC012888
OG0007658	AGAP007010	ASIC015034
OG0007659	AGAP013041	ASIC014988, ASIC015014
OG0007660	AGAP002441	ASIC009107
OG0007661	AGAP005727	ASIC016282
OG0007662	AGAP000875	ASIC009635
OG0007663	AGAP003038	ASIC022158
OG0007664	AGAP013079	ASIC004648
OG0007665	AGAP002391	ASIC011967
OG0007666	AGAP009487	ASIC007267
OG0007667	AGAP004213	ASIC005754
OG0007668	AGAP006245	ASIC003017
OG0007669	AGAP000143	ASIC017067
OG0007670	AGAP013001	ASIC020943
OG0007671	AGAP004419	ASIC020241
OG0007675	AGAP008798	ASIC005070
OG0007676	AGAP006104	ASIC021189
OG0007677	AGAP005874	ASIC021218
OG0007678	AGAP005328	ASIC000956
OG0007679	AGAP010687	ASIC022287
OG0007680	AGAP000863	ASIC016960
OG0007681	AGAP000247	ASIC005163
OG0007682	AGAP008153	ASIC013774
OG0007683	AGAP004828	ASIC014926
OG0007684	AGAP011038	ASIC009042
OG0007685	AGAP000121	ASIC006261
OG0007686	AGAP009034	ASIC008585
OG0007687	AGAP012947	ASIC015132
OG0007688	AGAP007307	ASIC007774
OG0007689	AGAP002529	ASIC010562
OG0007690	AGAP005832	ASIC016828
OG0007691	AGAP000544	ASIC010278
OG0007692	AGAP000977	ASIC019658
OG0007693	AGAP009925	ASIC014641
OG0007694	AGAP008080	ASIC006914
OG0007695	AGAP028642	ASIC007189
OG0007696	AGAP012161	ASIC015372
OG0007697	AGAP000062	ASIC020327
OG0007698	AGAP009291	ASIC013834
OG0007699	AGAP004367	ASIC020594
OG0007700	AGAP012365	ASIC018025
OG0007701	AGAP000760	ASIC007605
OG0007702	AGAP011640	ASIC020527
OG0007703	AGAP007280	ASIC007807
OG0007704	AGAP006605	ASIC017449
OG0007705	AGAP011568	ASIC020566
OG0007706	AGAP003112	ASIC005941
OG0007707	AGAP001209	ASIC011380
OG0007708	AGAP011331	ASIC016003
OG0007709	AGAP006394	ASIC011024
OG0007710	AGAP001491	ASIC012492
OG0007711	AGAP008673	ASIC005287
OG0007712	AGAP007573	ASIC003724
OG0007713	AGAP010519	ASIC015608
OG0007714	AGAP002168	ASIC002700
OG0007715	AGAP002051	ASIC004097
OG0007716	AGAP011590	ASIC017461
OG0007717	AGAP009570	ASIC012773
OG0007718	AGAP004799	ASIC014957
OG0007719	AGAP006817	ASIC019600
OG0007720	AGAP006941	ASIC011763
OG0007721	AGAP007125	ASIC018940
OG0007722	AGAP009975	ASIC008666
OG0007723	AGAP006165	ASIC016686
OG0007724	AGAP029760	ASIC018172
OG0007725	AGAP009450	ASIC007346
OG0007726	AGAP000039	ASIC000573
OG0007728	AGAP008634	ASIC009952
OG0007729	AGAP003814	ASIC002294
OG0007730	AGAP004112	ASIC012584
OG0007731	AGAP013772	ASIC010648
OG0007732	AGAP007985	ASIC013636
OG0007733	AGAP005070	ASIC018607
OG0007734	AGAP006699	ASIC021607
OG0007735	AGAP010282	ASIC013461
OG0007736	AGAP001979	ASIC004583
OG0007737	AGAP011731	ASIC005005
OG0007738	AGAP012246	ASIC015384
OG0007739	AGAP010597	ASIC017898
OG0007740	AGAP004288	ASIC005777
OG0007741	AGAP001711	ASIC004855
OG0007742	AGAP000893	ASIC006289
OG0007743	AGAP000412	ASIC010265
OG0007744	AGAP010436	ASIC011177
OG0007745	AGAP028496	ASIC008963
OG0007746	AGAP028484	ASIC004253, ASIC004254
OG0007747	AGAP006579	ASIC019562, ASIC019566
OG0007748	AGAP000886	ASIC014942
OG0007749	AGAP001635	ASIC013405
OG0007750	AGAP002456	ASIC021084
OG0007751	AGAP001118	ASIC011569
OG0007753	AGAP000313	ASIC017167
OG0007754	AGAP029905	ASIC014167
OG0007755	AGAP005427	ASIC002895
OG0007756	AGAP011605	ASIC017501
OG0007757	AGAP000090	ASIC005165
OG0007758	AGAP001348	ASIC002370
OG0007760	AGAP007683	ASIC003750
OG0007761	AGAP007545	ASIC019867
OG0007762	AGAP004178	ASIC002056
OG0007763	AGAP007530	ASIC019845
OG0007764	AGAP003645	ASIC008914
OG0007765	AGAP012219	ASIC015431
OG0007766	AGAP000388	ASIC009550
OG0007767	AGAP001747	ASIC012486
OG0007768	AGAP009234	ASIC010734
OG0007770	AGAP001442	ASIC009005
OG0007771	AGAP000975	ASIC009544
OG0007772	AGAP000358	ASIC003986
OG0007773	AGAP029047	ASIC010271
OG0007774	AGAP003396	ASIC014104
OG0007776	AGAP028474	ASIC015125
OG0007778	AGAP002234	ASIC002844
OG0007781	AGAP003515	ASIC011999
OG0007784	AGAP013476	ASIC004449
OG0007785	AGAP012883, AGAP004271	ASIC020122
OG0007787	AGAP004790, AGAP004788	ASIC014968
OG0007788	AGAP009444	ASIC005784, ASIC007351, ASIC005783
OG0007802	AGAP011915	ASIC018100
OG0007803	AGAP008276, AGAP028218, AGAP008277, AGAP013716	ASIC010627
OG0007804	AGAP008629	ASIC010007, ASIC009936, ASIC009935
OG0007806	AGAP029188	ASIC013826, ASIC013818
OG0007808	AGAP006876, AGAP006874	ASIC013711, ASIC013712, ASIC013713
OG0007810	AGAP002189	ASIC009739
OG0007810	AGAP002025	ASIC004644
OG0007812	AGAP006447	ASIC003050, ASIC002168
OG0007814	AGAP007273	ASIC007821
OG0007814	AGAP007272	ASIC007822
OG0007815	AGAP002208, AGAP002211, AGAP002209	ASIC011735
OG0007816	AGAP009981, AGAP009982	ASIC008656, ASIC008657
OG0007818	AGAP012951	ASIC000329
OG0007818	AGAP003531	ASIC000327, ASIC000328
OG0007819	AGAP008281, AGAP008284	ASIC010613
OG0007823	AGAP029201	ASIC021818
OG0007823	AGAP029162	ASIC004608
OG0007823	AGAP029149	ASIC021819, ASIC021692, ASIC021691
OG0007841	AGAP003530	ASIC000330
OG0007843	AGAP002744	ASIC010652
OG0007844	AGAP003512	ASIC012004
OG0007845	AGAP006080	ASIC019036
OG0007846	AGAP004080	ASIC003492
OG0007847	AGAP006074	ASIC019032
OG0007848	AGAP002477	ASIC021028
OG0007849	AGAP006071	ASIC019020
OG0007850	AGAP001098	ASIC021937
OG0007851	AGAP011708	ASIC014508
OG0007854	AGAP029507	ASIC014509
OG0007855	AGAP028621	ASIC012747
OG0007856	AGAP004845	ASIC009185
OG0007857	AGAP004847	ASIC009183
OG0007858	AGAP004846	ASIC009184
OG0007859	AGAP005683	ASIC012879
OG0007861	AGAP011121	ASIC019380
OG0007862	AGAP012134	ASIC019370
OG0007864	AGAP005674	ASIC012984
OG0007865	AGAP010352	ASIC015887
OG0007868	AGAP006575	ASIC019559
OG0007869	AGAP009232	ASIC010712
OG0007870	AGAP008015	ASIC016025
OG0007871	AGAP002604	ASIC021865
OG0007872	AGAP009225	ASIC010809
OG0007873	AGAP028114	ASIC010790
OG0007876	AGAP002098	ASIC000143
OG0007879	AGAP003553	ASIC001083
OG0007880	AGAP002724	ASIC008088
OG0007882	AGAP003205	ASIC021491
OG0007883	AGAP003225	ASIC021533
OG0007885	AGAP003226	ASIC021532
OG0007886	AGAP010821	ASIC013672, ASIC005072
OG0007888	AGAP001604	ASIC008727, ASIC008726
OG0007889	AGAP005559	ASIC018808
OG0007891	AGAP012409	ASIC018224
OG0007896	AGAP007875	ASIC007458
OG0007898	AGAP007338	ASIC021325
OG0007899	AGAP010548	ASIC015470
OG0007900	AGAP010401	ASIC013914
OG0007901	AGAP010397	ASIC013906
OG0007905	AGAP010785	ASIC002783
OG0007906	AGAP029323	ASIC018022
OG0007907	AGAP010789	ASIC001194
OG0007908	AGAP028143	ASIC004823
OG0007910	AGAP011583	ASIC017467
OG0007911	AGAP004283	ASIC005760
OG0007912	AGAP005801	ASIC016404
OG0007913	AGAP003977	ASIC013327
OG0007914	AGAP004170	ASIC021756
OG0007915	AGAP004162	ASIC021776
OG0007916	AGAP004166	ASIC021768
OG0007918	AGAP004163	ASIC021774
OG0007919	AGAP000941	ASIC005138
OG0007920	AGAP005177	ASIC012289
OG0007921	AGAP012239	ASIC015392
OG0007924	AGAP008338	ASIC013634
OG0007925	AGAP009842	ASIC014547
OG0007926	AGAP009617	ASIC006882
OG0007927	AGAP008651	ASIC008618
OG0007928	AGAP008649	ASIC008513
OG0007929	AGAP009177	ASIC006673
OG0007930	AGAP012645	ASIC006677
OG0007931	AGAP009071	ASIC010844
OG0007933	AGAP009006	ASIC005930
OG0007935	AGAP000093	ASIC020496
OG0007938	AGAP005120	ASIC014909
OG0007940	AGAP007326	ASIC007795
OG0007943	AGAP007317	ASIC007763
OG0007946	AGAP007242	ASIC007748
OG0007947	AGAP007246	ASIC007744
OG0007948	AGAP005887	ASIC012387
OG0007951	AGAP007525	ASIC019841
OG0007952	AGAP000456	ASIC006233
OG0007953	AGAP006170	ASIC019264
OG0007955	AGAP008884	ASIC010763
OG0007956	AGAP000274	ASIC007103
OG0007958	AGAP011563	ASIC002973
OG0007961	AGAP007603	ASIC010182
OG0007962	AGAP012007	ASIC013031
OG0007963	AGAP002836	ASIC014076
OG0007965	AGAP011178	ASIC004789
OG0007966	AGAP007889	ASIC007436
OG0007967	AGAP008729	ASIC006530
OG0007969	AGAP008731	ASIC006532
OG0007970	AGAP005315	ASIC012207
OG0007972	AGAP008239	ASIC013155
OG0007975	AGAP007068	ASIC018474
OG0007978	AGAP008406	ASIC017747
OG0007979	AGAP008704	ASIC006487
OG0007981	AGAP029691	ASIC018715
OG0007983	AGAP009138	ASIC015839
OG0007984	AGAP028000	ASIC015767
OG0007985	AGAP009155	ASIC015757
OG0007987	AGAP005363	ASIC016769
OG0007989	AGAP011518	ASIC010325
OG0007990	AGAP006953	ASIC016801
OG0007993	AGAP008059	ASIC006952
OG0007994	AGAP009179	ASIC006675
OG0007995	AGAP008043	ASIC006979
OG0007996	AGAP008050	ASIC006965
OG0008001	AGAP013134	ASIC020008
OG0008003	AGAP003143	ASIC011331
OG0008005	AGAP004370	ASIC009870
OG0008006	AGAP000286	ASIC005156
OG0008007	AGAP000671	ASIC020450
OG0008008	AGAP000624	ASIC016986
OG0008010	AGAP008469	ASIC012062
OG0008012	AGAP006964	ASIC006103
OG0008013	AGAP008471	ASIC012061
OG0008014	AGAP008473	ASIC006075
OG0008016	AGAP029132	ASIC015574
OG0008018	AGAP010729	ASIC000165
OG0008019	AGAP010935	ASIC008484
OG0008020	AGAP011824	ASIC018198
OG0008021	AGAP028538	ASIC018197
OG0008022	AGAP000063	ASIC020326
OG0008024	AGAP000051	ASIC020342
OG0008027	AGAP009666	ASIC008501
OG0008030	AGAP002309	ASIC002487
OG0008031	AGAP000790	ASIC005209
OG0008033	AGAP001639	ASIC004401
OG0008034	AGAP004078	ASIC003494
OG0008035	AGAP004545	ASIC021889
OG0008038	AGAP011780	ASIC018399
OG0008039	AGAP012319	ASIC018385
OG0008040	AGAP010466	ASIC009307
OG0008041	AGAP008746	ASIC006567
OG0008043	AGAP008752	ASIC006578
OG0008044	AGAP008782	ASIC006628
OG0008045	AGAP008779	ASIC006622
OG0008046	AGAP004221	ASIC006178
OG0008047	AGAP007693	ASIC019746
OG0008048	AGAP002228	ASIC010209
OG0008049	AGAP028120	ASIC010615
OG0008051	AGAP005659	ASIC012968
OG0008052	AGAP002609	ASIC021858
OG0008053	AGAP002608	ASIC021860
OG0008055	AGAP002607	ASIC021862
OG0008057	AGAP003942	ASIC020882
OG0008058	AGAP029452	ASIC015364
OG0008059	AGAP011401	ASIC015365
OG0008060	AGAP012101	ASIC018238
OG0008061	AGAP011398	ASIC015361
OG0008062	AGAP001677	ASIC005269
OG0008063	AGAP013279	ASIC006258
OG0008065	AGAP000911	ASIC009469
OG0008066	AGAP000444	ASIC010273
OG0008067	AGAP003369	ASIC021685
OG0008068	AGAP013434	ASIC008981
OG0008069	AGAP000648	ASIC006211
OG0008070	AGAP005375	ASIC016756
OG0008072	AGAP005754	ASIC018441
OG0008073	AGAP005735	ASIC018408
OG0008075	AGAP004334	ASIC020930
OG0008076	AGAP011229	ASIC012748
OG0008078	AGAP012029	ASIC005101
OG0008079	AGAP029659	ASIC018299
OG0008080	AGAP005282	ASIC010434
OG0008081	AGAP008526	ASIC001508
OG0008082	AGAP009870	ASIC012035
OG0008083	AGAP028422	ASIC012032
OG0008084	AGAP005271	ASIC018647
OG0008085	AGAP011415	ASIC017960
OG0008087	AGAP010381	ASIC015897
OG0008088	AGAP011310	ASIC007899
OG0008089	AGAP010384	ASIC001937
OG0008090	AGAP008141	ASIC014410
OG0008092	AGAP001949	ASIC008221
OG0008093	AGAP011426	ASIC005088
OG0008095	AGAP007302	ASIC007785
OG0008096	AGAP012207	ASIC017760
OG0008097	AGAP001614	ASIC012556
OG0008102	AGAP003848	ASIC003587
OG0008103	AGAP004452	ASIC001114
OG0008105	AGAP010863	ASIC022198
OG0008107	AGAP009902	ASIC014608
OG0008108	AGAP029875	ASIC014616
OG0008109	AGAP006704	ASIC019175
OG0008110	AGAP004487	ASIC015174
OG0008111	AGAP012974	ASIC011989
OG0008113	AGAP004302	ASIC003486
OG0008115	AGAP000261	ASIC010276
OG0008116	AGAP001822	ASIC008211
OG0008117	AGAP004455	ASIC020162
OG0008118	AGAP004456	ASIC020161
OG0008120	AGAP001684	ASIC009777
OG0008125	AGAP002619	ASIC013803
OG0008128	AGAP010699	ASIC019965
OG0008129	AGAP010697	ASIC019963
OG0008131	AGAP005390	ASIC016729
OG0008132	AGAP011187	ASIC015958
OG0008135	AGAP002433	ASIC005457
OG0008138	AGAP008619	ASIC017271
OG0008139	AGAP001076	ASIC007557
OG0008141	AGAP002221	ASIC016966
OG0008142	AGAP006661	ASIC018693
OG0008143	AGAP009012	ASIC007546
OG0008146	AGAP011056	ASIC019493
OG0008149	AGAP001958	ASIC008232
OG0008150	AGAP004885	ASIC010412
OG0008152	AGAP004886	ASIC010411
OG0008154	AGAP004933	ASIC016048
OG0008156	AGAP002580	ASIC021995
OG0008157	AGAP029644	ASIC015545
OG0008158	AGAP007249	ASIC007848
OG0008162	AGAP001259	ASIC011487
OG0008163	AGAP013118	ASIC013359
OG0008164	AGAP013357	ASIC013258
OG0008165	AGAP003993	ASIC013349
OG0008166	AGAP013324	ASIC008888
OG0008167	AGAP010550	ASIC005973
OG0008168	AGAP010543	ASIC015415
OG0008169	AGAP011131	ASIC019290
OG0008170	AGAP011132	ASIC019289
OG0008173	AGAP009426	ASIC007385
OG0008174	AGAP009614	ASIC006886
OG0008176	AGAP001406	ASIC013322
OG0008178	AGAP001400	ASIC020818
OG0008179	AGAP005215	ASIC016110
OG0008181	AGAP006514	ASIC019916
OG0008182	AGAP001737	ASIC011134
OG0008183	AGAP003437	ASIC021560
OG0008184	AGAP004295	ASIC003599
OG0008185	AGAP004374	ASIC021741
OG0008186	AGAP001738	ASIC011135
OG0008187	AGAP001741	ASIC011147
OG0008188	AGAP029156	ASIC003402
OG0008190	AGAP004237	ASIC001586
OG0008192	AGAP000848	ASIC016925
OG0008194	AGAP005857	ASIC016863
OG0008195	AGAP006774	ASIC019670
OG0008196	AGAP005858	ASIC016865
OG0008197	AGAP006681	ASIC021620
OG0008198	AGAP006596	ASIC017433
OG0008199	AGAP004549	ASIC021884
OG0008200	AGAP001730	ASIC010507
OG0008201	AGAP001729	ASIC010506
OG0008202	AGAP004554	ASIC021878
OG0008204	AGAP004552	ASIC021880
OG0008205	AGAP006899	ASIC003265
OG0008206	AGAP005394	ASIC015017
OG0008207	AGAP010205	ASIC016202
OG0008208	AGAP010887	ASIC003893
OG0008209	AGAP012017	ASIC017934
OG0008210	AGAP009682	ASIC004513
OG0008211	AGAP009992	ASIC008624
OG0008213	AGAP008438, AGAP012637	ASIC006393
OG0008214	AGAP008432	ASIC006414
OG0008215	AGAP008434	ASIC006409
OG0008216	AGAP007244	ASIC007183
OG0008217	AGAP004153	ASIC021796
OG0008218	AGAP004149	ASIC021803
OG0008219	AGAP004147	ASIC021806
OG0008220	AGAP004150	ASIC021802
OG0008221	AGAP010334	ASIC005570
OG0008222	AGAP011346	ASIC004809
OG0008223	AGAP010332	ASIC005567
OG0008224	AGAP002330	ASIC015118
OG0008226	AGAP005838	ASIC016834
OG0008227	AGAP007632	ASIC003730
OG0008228	AGAP007628	ASIC003734
OG0008229	AGAP005851	ASIC016855
OG0008231	AGAP007637	ASIC003723
OG0008233	AGAP003793	ASIC009119
OG0008234	AGAP003809	ASIC002267
OG0008235	AGAP003816	ASIC002296
OG0008236	AGAP003815	ASIC002295
OG0008240	AGAP003681	ASIC003544
OG0008241	AGAP002342	ASIC013934
OG0008246	AGAP029412	ASIC012760
OG0008247	AGAP003357	ASIC021711
OG0008248	AGAP009562	ASIC012764
OG0008249	AGAP003359	ASIC021706
OG0008251	AGAP009569	ASIC012772
OG0008252	AGAP029139	ASIC013666
OG0008255	AGAP008886	ASIC010765
OG0008256	AGAP010629	ASIC019418
OG0008257	AGAP010640	ASIC019428
OG0008258	AGAP013332	ASIC011534
OG0008260	AGAP001239	ASIC011530
OG0008261	AGAP000724	ASIC009641
OG0008262	AGAP001244	ASIC011540
OG0008265	AGAP009263	ASIC017299
OG0008267	AGAP006908	ASIC018861
OG0008268	AGAP008134	ASIC014424
OG0008269	AGAP010146	ASIC017355
OG0008272	AGAP000183	ASIC005234
OG0008273	AGAP002468	ASIC021039
OG0008274	AGAP000667	ASIC009596
OG0008276	AGAP002783	ASIC004171
OG0008279	AGAP002893	ASIC004162
OG0008281	AGAP008097	ASIC017674
OG0008283	AGAP008095	ASIC017675
OG0008284	AGAP011511	ASIC010319
OG0008287	AGAP013468	ASIC003203
OG0008288	AGAP009521	ASIC007208
OG0008289	AGAP028500	ASIC000174
OG0008290	AGAP002036	ASIC008997
OG0008292	AGAP002037	ASIC008996
OG0008293	AGAP002033	ASIC008993
OG0008294	AGAP013039	ASIC004558
OG0008296	AGAP001420	ASIC009859
OG0008297	AGAP003889	ASIC020871
OG0008298	AGAP011370	ASIC015238
OG0008299	AGAP001708	ASIC004852
OG0008300	AGAP001706	ASIC004850
OG0008301	AGAP004202	ASIC007047
OG0008304	AGAP001556	ASIC010340
OG0008309	AGAP004491	ASIC015119
OG0008310	AGAP001562	ASIC000727
OG0008311	AGAP008659	ASIC002546
OG0008312	AGAP002016	ASIC004661
OG0008314	AGAP001368	ASIC012673
OG0008315	AGAP001366	ASIC012664
OG0008317	AGAP000079	ASIC005140
OG0008318	AGAP003186	ASIC000824
OG0008320	AGAP011503	ASIC008382
OG0008325	AGAP008226	ASIC013100
OG0008326	AGAP010492	ASIC015318
OG0008327	AGAP010490	ASIC015274
OG0008328	AGAP001181	ASIC011435
OG0008329	AGAP001179	ASIC011437
OG0008331	AGAP007926	ASIC007417
OG0008332	AGAP007922	ASIC007424
OG0008334	AGAP006040	ASIC012909
OG0008339	AGAP011327	ASIC016007
OG0008340	AGAP001223	ASIC011414
OG0008342	AGAP001228	ASIC011469
OG0008344	AGAP006241	ASIC003119
OG0008345	AGAP006238	ASIC003115
OG0008346	AGAP006365	ASIC016627
OG0008347	AGAP005407	ASIC003121
OG0008348	AGAP005420	ASIC016332
OG0008349	AGAP004088	ASIC019995
OG0008350	AGAP028536	ASIC004988
OG0008351	AGAP011744	ASIC004981
OG0008352	AGAP011732	ASIC005003
OG0008354	AGAP000168	ASIC007563
OG0008355	AGAP002515	ASIC000875
OG0008358	AGAP010239	ASIC013413
OG0008360	AGAP002541	ASIC001839
OG0008361	AGAP002536	ASIC001843
OG0008362	AGAP002538	ASIC001841
OG0008366	AGAP009108	ASIC002679
OG0008368	AGAP001964	ASIC004602
OG0008369	AGAP004255	ASIC020148
OG0008371	AGAP000970	ASIC006779
OG0008372	AGAP012374	ASIC018013
OG0008373	AGAP012607, AGAP011445	ASIC015516
OG0008374	AGAP011678	ASIC005052
OG0008375	AGAP005959	ASIC015086
OG0008376	AGAP007045	ASIC018550
OG0008377	AGAP011373	ASIC015259
OG0008379	AGAP004291	ASIC005780
OG0008380	AGAP003420	ASIC011127
OG0008382	AGAP013345, AGAP003419	ASIC011125
OG0008387	AGAP006214	ASIC018895
OG0008389	AGAP001500	ASIC013289
OG0008392	AGAP009041	ASIC010852
OG0008393	AGAP009039	ASIC010853
OG0008395	AGAP003268	ASIC012626
OG0008397	AGAP002466	ASIC021042
OG0008398	AGAP013101	ASIC016911
OG0008399	AGAP012336	ASIC015432
OG0008400	AGAP010641	ASIC019433, ASIC019431
OG0008401	AGAP005149	ASIC012348
OG0008402	AGAP007804	ASIC020663
OG0008403	AGAP007973	ASIC017596
OG0008404	AGAP007481	ASIC019786
OG0008406	AGAP002933	ASIC013317
OG0008408	AGAP005893	ASIC012376
OG0008411	AGAP004319	ASIC013936
OG0008413	AGAP003125	ASIC011373
OG0008415	AGAP003737	ASIC020849
OG0008418	AGAP028568	ASIC007220
OG0008419	AGAP005902	ASIC002386
OG0008420	AGAP000946	ASIC017137
OG0008422	AGAP005043	ASIC019223
OG0008424	AGAP003876	ASIC021425
OG0008426	AGAP003740	ASIC011231
OG0008427	AGAP002169	ASIC002698
OG0008430	AGAP012308	ASIC017786
OG0008431	AGAP012186	ASIC022361
OG0008432	AGAP029922	ASIC007156
OG0008434	AGAP011960	ASIC002455
OG0008436	AGAP001115	ASIC011573
OG0008437	AGAP009197	ASIC020795
OG0008438	AGAP009198	ASIC020793
OG0008439	AGAP006029	ASIC012974
OG0008440	AGAP009283	ASIC010009
OG0008441	AGAP000040	ASIC003914
OG0008443	AGAP000041	ASIC003913
OG0008444	AGAP002010	ASIC004675
OG0008448	AGAP012429	ASIC007589
OG0008449	AGAP010271	ASIC020305
OG0008450	AGAP000448	ASIC006225
OG0008451	AGAP001514	ASIC013268
OG0008452	AGAP001511	ASIC013277
OG0008454	AGAP001883	ASIC008320
OG0008455	AGAP001887	ASIC008331
OG0008456	AGAP001885	ASIC008326
OG0008458	AGAP005733	ASIC010463
OG0008459	AGAP005709	ASIC015144
OG0008460	AGAP005708	ASIC015145
OG0008461	AGAP004450	ASIC011112
OG0008462	AGAP012166	ASIC015380
OG0008467	AGAP000718	ASIC009648
OG0008469	AGAP012159	ASIC019337
OG0008474	AGAP007582	ASIC016813
OG0008476	AGAP007666	ASIC003823
OG0008477	AGAP007576	ASIC003737
OG0008478	AGAP009132	ASIC015794
OG0008479	AGAP005324	ASIC012196
OG0008480	AGAP006948	ASIC016796
OG0008482	AGAP001477	ASIC009844
OG0008483	AGAP008369	ASIC013608
OG0008484	AGAP008373	ASIC013611
OG0008485	AGAP006278	ASIC018722
OG0008486	AGAP009459	ASIC007339
OG0008487	AGAP007098	ASIC011010
OG0008489	AGAP007103	ASIC011023
OG0008491	AGAP011125	ASIC002369
OG0008492	AGAP009846	ASIC014552
OG0008493	AGAP005830	ASIC002907
OG0008494	AGAP008983	ASIC005729
OG0008495	AGAP004014	ASIC020096
OG0008496	AGAP002704	ASIC001364
OG0008498	AGAP010713	ASIC019947
OG0008499	AGAP012041	ASIC004972
OG0008500	AGAP011463	ASIC015494
OG0008502	AGAP028626	ASIC015491
OG0008503	AGAP012495	ASIC013894
OG0008504	AGAP012496	ASIC013895
OG0008505	AGAP029369	ASIC019200
OG0008507	AGAP002162	ASIC021400
OG0008508	AGAP003150	ASIC008077
OG0008510	AGAP004474	ASIC005418
OG0008511	AGAP001343	ASIC008250
OG0008512	AGAP001345	ASIC008257
OG0008515	AGAP013092	ASIC000285
OG0008516	AGAP006867	ASIC013737
OG0008517	AGAP005916	ASIC012248
OG0008518	AGAP005906	ASIC012261
OG0008519	AGAP002835	ASIC014077
OG0008522	AGAP009600	ASIC004337
OG0008523	AGAP005822	ASIC016352
OG0008524	AGAP002937	ASIC009413
OG0008528	AGAP005159	ASIC012334
OG0008529	AGAP005158	ASIC012335
OG0008530	AGAP012265	ASIC017860
OG0008532	AGAP029680	ASIC004222
OG0008533	AGAP006802	ASIC019626
OG0008534	AGAP006800	ASIC019628
OG0008537	AGAP007773	ASIC014200
OG0008538	AGAP007767	ASIC014208
OG0008540	AGAP011133	ASIC019288
OG0008541	AGAP004559	ASIC021869
OG0008542	AGAP004895	ASIC005197
OG0008544	AGAP010568	ASIC005992
OG0008545	AGAP001935	ASIC008206
OG0008547	AGAP011887	ASIC018135
OG0008549	AGAP000538	ASIC010235
OG0008550	AGAP010593	ASIC017917
OG0008551	AGAP010740	ASIC015330
OG0008553	AGAP004716	ASIC011843
OG0008554	AGAP011186	ASIC015985
OG0008555	AGAP002595	ASIC021944
OG0008558	AGAP002190	ASIC009738
OG0008559	AGAP029690	ASIC009884
OG0008563	AGAP004534	ASIC021901
OG0008564	AGAP000530	ASIC016910
OG0008565	AGAP012053	ASIC018287
OG0008566	AGAP028453	ASIC018891
OG0008568	AGAP004735	ASIC011287
OG0008569	AGAP003338	ASIC002286
OG0008570	AGAP004662	ASIC010885
OG0008572	AGAP010372	ASIC015889
OG0008573	AGAP010379	ASIC015895
OG0008574	AGAP028146	ASIC015893
OG0008576	AGAP000499	ASIC016967
OG0008578	AGAP010275	ASIC013452
OG0008579	AGAP010274	ASIC013451
OG0008580	AGAP010264	ASIC013440
OG0008581	AGAP006684	ASIC021616
OG0008582	AGAP003938	ASIC020859
OG0008587	AGAP006887	ASIC013698
OG0008588	AGAP006883	ASIC013704
OG0008589	AGAP002363	ASIC005546
OG0008590	AGAP004099	ASIC002559
OG0008593	AGAP002067	ASIC004069
OG0008597	AGAP007387	ASIC019696
OG0008598	AGAP005007	ASIC016516
OG0008600	AGAP007042	ASIC018572
