Orthogroup	AgambiaePEST	AstephensiUCISS2018
OG0007850	AGAP001098	ASTEI20_041308, ASTEI20_032357
OG0007851	AGAP011708	ASTEI20_038543
OG0007852	AGAP010488	ASTEI20_037408
OG0007854	AGAP029507	ASTEI20_035888
OG0007855	AGAP028621	ASTEI20_040818
OG0007856	AGAP004845	ASTEI20_039733
OG0007857	AGAP004847	ASTEI20_042413
OG0007858	AGAP004846	ASTEI20_032784
OG0007859	AGAP005683	ASTEI20_032926
OG0007860	AGAP010348, AGAP012593	ASTEI20_037634
OG0007861	AGAP011121	ASTEI20_040029
OG0007862	AGAP012134	ASTEI20_037080
OG0007863	AGAP010349	ASTEI20_034681
OG0007864	AGAP005674	ASTEI20_030921
OG0007865	AGAP010352	ASTEI20_034209
OG0007866	AGAP012136	ASTEI20_033990
OG0007867	AGAP008014	ASTEI20_044525
OG0007868	AGAP006575	ASTEI20_039710
OG0007869	AGAP009232	ASTEI20_037465
OG0007870	AGAP008015	ASTEI20_032643
OG0007871	AGAP002604	ASTEI20_035205
OG0007872	AGAP009225	ASTEI20_032548
OG0007873	AGAP028114	ASTEI20_045044
OG0007874	AGAP012503, AGAP011041	ASTEI20_035914
OG0007875	AGAP011035	ASTEI20_042332
OG0007876	AGAP002098	ASTEI20_041224
OG0007877	AGAP011037	ASTEI20_039304
OG0007878	AGAP002087	ASTEI20_043559
OG0007879	AGAP003553	ASTEI20_043004
OG0007880	AGAP002724	ASTEI20_038851
OG0007881	AGAP002713	ASTEI20_034569
OG0007882	AGAP003205	ASTEI20_041669
OG0007883	AGAP003225	ASTEI20_036978
OG0007884	AGAP028523	ASTEI20_031918
OG0007885	AGAP003226	ASTEI20_038619
OG0007886	AGAP010821	ASTEI20_036448
OG0007887	AGAP010460	ASTEI20_032977
OG0007888	AGAP001604	ASTEI20_037085
OG0007889	AGAP005559	ASTEI20_043903
OG0007890	AGAP001763	ASTEI20_034159
OG0007892	AGAP012389	ASTEI20_031150
OG0007893	AGAP012392	ASTEI20_043251
OG0007894	AGAP007914	ASTEI20_037515
OG0007895	AGAP007936	ASTEI20_035968
OG0007896	AGAP007875	ASTEI20_034111
OG0007897	AGAP007339	ASTEI20_045666
OG0007898	AGAP007338	ASTEI20_041268
OG0007899	AGAP010548	ASTEI20_042434
OG0007900	AGAP010401	ASTEI20_035889
OG0007901	AGAP010397	ASTEI20_036024
OG0007902	AGAP003919	ASTEI20_045265
OG0007903	AGAP010784	ASTEI20_043890
OG0007904	AGAP010926	ASTEI20_032814
OG0007905	AGAP010785	ASTEI20_036759
OG0007906	AGAP029323	ASTEI20_034015
OG0007907	AGAP010789	ASTEI20_043480
OG0007908	AGAP028143	ASTEI20_045272
OG0007909	AGAP010574	ASTEI20_040512, ASTEI20_039521
OG0007910	AGAP011583	ASTEI20_032911
OG0007911	AGAP004283	ASTEI20_033575
OG0007912	AGAP005801	ASTEI20_034888
OG0007913	AGAP003977	ASTEI20_039085
OG0007914	AGAP004170	ASTEI20_039561
OG0007915	AGAP004162	ASTEI20_032343
OG0007916	AGAP004166	ASTEI20_043941
OG0007917	AGAP002671	ASTEI20_033448, ASTEI20_039246
OG0007918	AGAP004163	ASTEI20_042530
OG0007919	AGAP000941	ASTEI20_039091
OG0007920	AGAP005177	ASTEI20_038230
OG0007921	AGAP012239	ASTEI20_045737
OG0007923	AGAP002491	ASTEI20_040866
OG0007924	AGAP008338	ASTEI20_031591
OG0007925	AGAP009842	ASTEI20_033244
OG0007926	AGAP009617	ASTEI20_033374
OG0007927	AGAP008651	ASTEI20_033366
OG0007928	AGAP008649	ASTEI20_035568
OG0007929	AGAP009177	ASTEI20_044744
OG0007930	AGAP012645	ASTEI20_040494
OG0007931	AGAP009071	ASTEI20_044947
OG0007932	AGAP009072	ASTEI20_046067
OG0007933	AGAP009006	ASTEI20_035132
OG0007934	AGAP009695	ASTEI20_036462
OG0007935	AGAP000093	ASTEI20_033809
OG0007936	AGAP009699	ASTEI20_036655
OG0007937	AGAP005604	ASTEI20_040893
OG0007938	AGAP005120	ASTEI20_036148
OG0007939	AGAP001290	ASTEI20_041535
OG0007940	AGAP007326	ASTEI20_034043
OG0007941	AGAP013277	ASTEI20_041514
OG0007942	AGAP001301	ASTEI20_044587
OG0007943	AGAP007317	ASTEI20_045093
OG0007944	AGAP006990	ASTEI20_030871
OG0007945	AGAP005136	ASTEI20_037370
OG0007946	AGAP007242	ASTEI20_039965
OG0007947	AGAP007246	ASTEI20_041492
OG0007948	AGAP005887	ASTEI20_036348
OG0007949	AGAP007522	ASTEI20_036927
OG0007950	AGAP007397	ASTEI20_036906
OG0007951	AGAP007525	ASTEI20_033194
OG0007952	AGAP000456	ASTEI20_041853
OG0007953	AGAP006170	ASTEI20_039295
OG0007954	AGAP029467	ASTEI20_030848
OG0007955	AGAP008884	ASTEI20_044412
OG0007956	AGAP000274	ASTEI20_033840
OG0007957	AGAP011565	ASTEI20_030835
OG0007958	AGAP011563	ASTEI20_040114
OG0007959	AGAP007614	ASTEI20_038335
OG0007960	AGAP007595	ASTEI20_033696
OG0007961	AGAP007603	ASTEI20_041816
OG0007962	AGAP012007	ASTEI20_042915
OG0007963	AGAP002836	ASTEI20_037707
OG0007964	AGAP012684	ASTEI20_038564
OG0007965	AGAP011178	ASTEI20_032157
OG0007966	AGAP007889	ASTEI20_046133
OG0007967	AGAP008729	ASTEI20_044682
OG0007968	AGAP007825	ASTEI20_044053
OG0007969	AGAP008731	ASTEI20_034290
OG0007970	AGAP005315	ASTEI20_032568
OG0007971	AGAP008253	ASTEI20_044637
OG0007972	AGAP008239	ASTEI20_032304
OG0007973	AGAP005776	ASTEI20_043782
OG0007974	AGAP005049	ASTEI20_036709
OG0007975	AGAP007068	ASTEI20_035302
OG0007976	AGAP005775	ASTEI20_043868
OG0007977	AGAP008399	ASTEI20_035636
OG0007978	AGAP008406	ASTEI20_046173
OG0007979	AGAP008704	ASTEI20_038188
OG0007980	AGAP007991	ASTEI20_045207
OG0007981	AGAP029691	ASTEI20_032261
OG0007982	AGAP010213	ASTEI20_039795
OG0007983	AGAP009138	ASTEI20_037619
OG0007984	AGAP028000	ASTEI20_040794
OG0007985	AGAP009155	ASTEI20_034186
OG0007986	AGAP011517	ASTEI20_037322
OG0007987	AGAP005363	ASTEI20_039878
OG0007988	AGAP007177	ASTEI20_036884
OG0007989	AGAP011518	ASTEI20_037347
OG0007992	AGAP008036	ASTEI20_031022
OG0007993	AGAP008059	ASTEI20_031130
OG0007994	AGAP009179	ASTEI20_035246
OG0007995	AGAP008043	ASTEI20_038319
OG0007996	AGAP008050	ASTEI20_033984
OG0007997	AGAP005651	ASTEI20_039569, ASTEI20_036685
OG0007998	AGAP003145	ASTEI20_044213
OG0007999	AGAP002805	ASTEI20_037193
OG0008000	AGAP002808	ASTEI20_043602
OG0008001	AGAP013134	ASTEI20_033439
OG0008002	AGAP002812	ASTEI20_032559
OG0008003	AGAP003143	ASTEI20_035562
OG0008004	AGAP002819	ASTEI20_034808
OG0008005	AGAP004370	ASTEI20_040588
OG0008006	AGAP000286	ASTEI20_038032
OG0008007	AGAP000671	ASTEI20_035850
OG0008008	AGAP000624	ASTEI20_031732
OG0008009	AGAP008491	ASTEI20_037111
OG0008010	AGAP008469	ASTEI20_032951
OG0008011	AGAP008493	ASTEI20_035837
OG0008012	AGAP006964	ASTEI20_039764
OG0008013	AGAP008471	ASTEI20_034414
OG0008014	AGAP008473	ASTEI20_038222
OG0008015	AGAP006438	ASTEI20_039950
OG0008016	AGAP029132	ASTEI20_041165
OG0008017	AGAP006442	ASTEI20_045898, ASTEI20_044561
OG0008019	AGAP010935	ASTEI20_032697
OG0008020	AGAP011824	ASTEI20_033623
OG0008021	AGAP028538	ASTEI20_038562
OG0008022	AGAP000063	ASTEI20_037803
OG0008023	AGAP000057	ASTEI20_035989
OG0008024	AGAP000051	ASTEI20_035607
OG0008025	AGAP007144	ASTEI20_038484, ASTEI20_044272
OG0008026	AGAP009667	ASTEI20_045052
OG0008027	AGAP009666	ASTEI20_031286
OG0008028	AGAP002470	ASTEI20_033412
OG0008030	AGAP002309	ASTEI20_039618
OG0008031	AGAP000790	ASTEI20_041973
OG0008033	AGAP001639	ASTEI20_045190
OG0008034	AGAP004078	ASTEI20_032119
OG0008035	AGAP004545	ASTEI20_044438
OG0008036	AGAP001622	ASTEI20_034596
OG0008037	AGAP010465	ASTEI20_036491
OG0008038	AGAP011780	ASTEI20_037783
OG0008039	AGAP012319	ASTEI20_041624
OG0008040	AGAP010466	ASTEI20_033986
OG0008041	AGAP008746	ASTEI20_034208
OG0008043	AGAP008752	ASTEI20_039943
OG0008044	AGAP008782	ASTEI20_042632
OG0008045	AGAP008779	ASTEI20_039822
OG0008046	AGAP004221	ASTEI20_043864
OG0008047	AGAP007693	ASTEI20_031890
OG0008048	AGAP002228	ASTEI20_034990
OG0008049	AGAP028120	ASTEI20_043209, ASTEI20_035413
OG0008051	AGAP005659	ASTEI20_046105
OG0008052	AGAP002609	ASTEI20_032775
OG0008053	AGAP002608	ASTEI20_031056
OG0008054	AGAP004411	ASTEI20_032462
OG0008055	AGAP002607	ASTEI20_042491
OG0008056	AGAP002398	ASTEI20_034933
OG0008057	AGAP003942	ASTEI20_042255
OG0008058	AGAP029452	ASTEI20_031973
OG0008059	AGAP011401	ASTEI20_039176
OG0008060	AGAP012101	ASTEI20_037520
OG0008061	AGAP011398	ASTEI20_035819
OG0008062	AGAP001677	ASTEI20_042238
OG0008063	AGAP013279	ASTEI20_039549
OG0008064	AGAP000439	ASTEI20_031054
OG0008065	AGAP000911	ASTEI20_036691
OG0008066	AGAP000444	ASTEI20_032017
OG0008068	AGAP013434	ASTEI20_043775
OG0008069	AGAP000648	ASTEI20_037321
OG0008070	AGAP005375	ASTEI20_032139
OG0008071	AGAP000233	ASTEI20_036311
OG0008072	AGAP005754	ASTEI20_045391
OG0008073	AGAP005735	ASTEI20_045858
OG0008074	AGAP007133	ASTEI20_034766
OG0008075	AGAP004334	ASTEI20_031513
OG0008076	AGAP011229	ASTEI20_033734
OG0008077	AGAP006261	ASTEI20_036285
OG0008078	AGAP012029	ASTEI20_036888
OG0008079	AGAP029659	ASTEI20_040326
OG0008080	AGAP005282	ASTEI20_043013
OG0008081	AGAP008526	ASTEI20_038142
OG0008082	AGAP009870	ASTEI20_040691
OG0008083	AGAP028422	ASTEI20_034579
OG0008084	AGAP005271	ASTEI20_034137
OG0008085	AGAP011415	ASTEI20_040545
OG0008086	AGAP010385	ASTEI20_035268
OG0008087	AGAP010381	ASTEI20_039994
OG0008088	AGAP011310	ASTEI20_032340
OG0008089	AGAP010384	ASTEI20_041328
OG0008090	AGAP008141	ASTEI20_033167, ASTEI20_034237
OG0008091	AGAP008163	ASTEI20_039332
OG0008092	AGAP001949	ASTEI20_035895
OG0008093	AGAP011426	ASTEI20_036218
OG0008094	AGAP011753	ASTEI20_039402
OG0008095	AGAP007302	ASTEI20_040157
OG0008096	AGAP012207	ASTEI20_046180
OG0008097	AGAP001614	ASTEI20_030918
OG0008098	AGAP001620	ASTEI20_046102
OG0008099	AGAP010389	ASTEI20_032849
OG0008100	AGAP011721	ASTEI20_031471
OG0008101	AGAP005878	ASTEI20_039281
OG0008102	AGAP003848	ASTEI20_036236
OG0008103	AGAP004452	ASTEI20_038555
OG0008104	AGAP000340	ASTEI20_032339
OG0008105	AGAP010863	ASTEI20_039671
OG0008106	AGAP003051	ASTEI20_039858
OG0008107	AGAP009902	ASTEI20_038898
OG0008110	AGAP004487	ASTEI20_041584
OG0008111	AGAP012974	ASTEI20_042387
OG0008112	AGAP004361	ASTEI20_040376
OG0008113	AGAP004302	ASTEI20_040154
OG0008114	AGAP000271	ASTEI20_044098
OG0008115	AGAP000261	ASTEI20_043665
OG0008116	AGAP001822	ASTEI20_037017
OG0008117	AGAP004455	ASTEI20_038443
OG0008118	AGAP004456	ASTEI20_042113
OG0008119	AGAP004457	ASTEI20_030912
OG0008120	AGAP001684	ASTEI20_038586
OG0008121	AGAP001681	ASTEI20_043107
OG0008122	AGAP002385	ASTEI20_042617
OG0008123	AGAP001682	ASTEI20_043802
OG0008124	AGAP002389	ASTEI20_042769
OG0008125	AGAP002619	ASTEI20_033269
OG0008126	AGAP003538	ASTEI20_042973
OG0008127	AGAP004441	ASTEI20_036995
OG0008128	AGAP010699	ASTEI20_044775
OG0008129	AGAP010697	ASTEI20_031296
OG0008130	AGAP029720	ASTEI20_045942
OG0008131	AGAP005390	ASTEI20_043848
OG0008132	AGAP011187	ASTEI20_038646
OG0008133	AGAP002974	ASTEI20_044845
OG0008134	AGAP013509	ASTEI20_041446
OG0008135	AGAP002433	ASTEI20_037495
OG0008136	AGAP002967	ASTEI20_037757
OG0008137	AGAP003779	ASTEI20_041897
OG0008138	AGAP008619	ASTEI20_033755
OG0008139	AGAP001076	ASTEI20_036323
OG0008140	AGAP010685	ASTEI20_031384
OG0008141	AGAP002221	ASTEI20_033200
OG0008142	AGAP006661	ASTEI20_032254
OG0008143	AGAP009012	ASTEI20_044490
OG0008144	AGAP012257	ASTEI20_037598
OG0008145	AGAP005123	ASTEI20_037286
OG0008146	AGAP011056	ASTEI20_044725
OG0008147	AGAP002258	ASTEI20_040753
OG0008148	AGAP001957	ASTEI20_038093
OG0008149	AGAP001958	ASTEI20_043187
OG0008150	AGAP004885	ASTEI20_033137
OG0008151	AGAP006251	ASTEI20_032081
OG0008152	AGAP004886	ASTEI20_044227
OG0008153	AGAP000107	ASTEI20_033855
OG0008154	AGAP004933	ASTEI20_031348
OG0008155	AGAP004893	ASTEI20_041273
OG0008156	AGAP002580	ASTEI20_037410
OG0008158	AGAP007249	ASTEI20_043277
OG0008159	AGAP007241	ASTEI20_042433
OG0008160	AGAP029421	ASTEI20_034858
OG0008161	AGAP009031	ASTEI20_035646
OG0008162	AGAP001259	ASTEI20_037827
OG0008163	AGAP013118	ASTEI20_036870
OG0008164	AGAP013357	ASTEI20_033979
OG0008165	AGAP003993	ASTEI20_037313
OG0008166	AGAP013324	ASTEI20_044311
OG0008167	AGAP010550	ASTEI20_034864
OG0008168	AGAP010543	ASTEI20_042822
OG0008169	AGAP011131	ASTEI20_031617
OG0008170	AGAP011132	ASTEI20_043244
OG0008171	AGAP029687	ASTEI20_038972
OG0008172	AGAP013029	ASTEI20_039555
OG0008173	AGAP009426	ASTEI20_032980
OG0008174	AGAP009614	ASTEI20_038401
OG0008175	AGAP002059	ASTEI20_034291
OG0008176	AGAP001406	ASTEI20_039509
OG0008177	AGAP004495	ASTEI20_031174
OG0008179	AGAP005215	ASTEI20_033547
OG0008180	AGAP006508	ASTEI20_043524
OG0008181	AGAP006514	ASTEI20_031631
OG0008182	AGAP001737	ASTEI20_035672
OG0008183	AGAP003437	ASTEI20_045130
OG0008184	AGAP004295	ASTEI20_041928
OG0008185	AGAP004374	ASTEI20_042207
OG0008186	AGAP001738	ASTEI20_034220
OG0008187	AGAP001741	ASTEI20_039585
OG0008188	AGAP029156	ASTEI20_044359
OG0008189	AGAP005379	ASTEI20_035879
OG0008190	AGAP004237	ASTEI20_043370
OG0008192	AGAP000848	ASTEI20_031124
OG0008193	AGAP006606	ASTEI20_038159
OG0008194	AGAP005857	ASTEI20_033659
OG0008195	AGAP006774	ASTEI20_041670
OG0008196	AGAP005858	ASTEI20_044233
OG0008197	AGAP006681	ASTEI20_044902
OG0008198	AGAP006596	ASTEI20_033847
OG0008199	AGAP004549	ASTEI20_046096
OG0008200	AGAP001730	ASTEI20_034584
OG0008201	AGAP001729	ASTEI20_045143
OG0008202	AGAP004554	ASTEI20_034031
OG0008203	AGAP004550	ASTEI20_037636
OG0008204	AGAP004552	ASTEI20_043017
OG0008205	AGAP006899	ASTEI20_040886
OG0008206	AGAP005394	ASTEI20_042538
OG0008207	AGAP010205	ASTEI20_040685
OG0008208	AGAP010887	ASTEI20_045136
OG0008209	AGAP012017	ASTEI20_038465
OG0008210	AGAP009682	ASTEI20_033850
OG0008211	AGAP009992	ASTEI20_039443
OG0008212	AGAP008181	ASTEI20_046172
OG0008213	AGAP008438, AGAP012637	ASTEI20_036846
OG0008214	AGAP008432	ASTEI20_037554
OG0008215	AGAP008434	ASTEI20_043936
OG0008216	AGAP007244	ASTEI20_033432
OG0008217	AGAP004153	ASTEI20_040217
OG0008218	AGAP004149	ASTEI20_039360
OG0008219	AGAP004147	ASTEI20_043396
OG0008220	AGAP004150	ASTEI20_039037
OG0008221	AGAP010334	ASTEI20_032662
OG0008222	AGAP011346	ASTEI20_033109
OG0008223	AGAP010332	ASTEI20_045360
OG0008224	AGAP002330	ASTEI20_045326
OG0008225	AGAP007625	ASTEI20_042359
OG0008226	AGAP005838	ASTEI20_035713
OG0008227	AGAP007632	ASTEI20_043385
OG0008228	AGAP007628	ASTEI20_044715
OG0008229	AGAP005851	ASTEI20_042935
OG0008230	AGAP007634	ASTEI20_030958
OG0008232	AGAP009791	ASTEI20_043700
OG0008233	AGAP003793	ASTEI20_040681
OG0008234	AGAP003809	ASTEI20_044772
OG0008235	AGAP003816	ASTEI20_030820
OG0008236	AGAP003815	ASTEI20_033646
OG0008237	AGAP003810	ASTEI20_034437
OG0008238	AGAP004443	ASTEI20_031400
OG0008239	AGAP003798	ASTEI20_037438
OG0008240	AGAP003681	ASTEI20_042578
OG0008241	AGAP002342	ASTEI20_033055
OG0008242	AGAP006372	ASTEI20_040165
OG0008243	AGAP007564	ASTEI20_042616
OG0008244	AGAP008849	ASTEI20_041081
OG0008245	AGAP003371	ASTEI20_032505
OG0008246	AGAP029412	ASTEI20_043571
OG0008247	AGAP003357	ASTEI20_038058
OG0008248	AGAP009562	ASTEI20_040279
OG0008249	AGAP003359	ASTEI20_039605
OG0008250	AGAP029403	ASTEI20_038791
OG0008251	AGAP009569	ASTEI20_038812
OG0008252	AGAP029139	ASTEI20_032099
OG0008253	AGAP001110	ASTEI20_034897
OG0008254	AGAP002175	ASTEI20_041645
OG0008255	AGAP008886	ASTEI20_034961
OG0008256	AGAP010629	ASTEI20_037920
OG0008257	AGAP010640	ASTEI20_035126
OG0008258	AGAP013332	ASTEI20_031595
OG0008259	AGAP001253	ASTEI20_035002
OG0008260	AGAP001239	ASTEI20_038528
OG0008261	AGAP000724	ASTEI20_041193
OG0008262	AGAP001244	ASTEI20_031015
OG0008263	AGAP001257	ASTEI20_044365
OG0008265	AGAP009263	ASTEI20_038438
OG0008266	AGAP009264	ASTEI20_039118
OG0008267	AGAP006908	ASTEI20_040502
OG0008268	AGAP008134	ASTEI20_041971
OG0008269	AGAP010146	ASTEI20_037116
OG0008270	AGAP008600	ASTEI20_036892
OG0008271	AGAP002559	ASTEI20_034913
OG0008272	AGAP000183	ASTEI20_041516
OG0008274	AGAP000667	ASTEI20_032367
OG0008275	AGAP010892	ASTEI20_041769
OG0008276	AGAP002783	ASTEI20_034847
OG0008277	AGAP003533	ASTEI20_040452
OG0008278	AGAP004183, AGAP004184	ASTEI20_042913
OG0008279	AGAP002893	ASTEI20_031077
OG0008280	AGAP011512	ASTEI20_035523
OG0008281	AGAP008097	ASTEI20_042763
OG0008283	AGAP008095	ASTEI20_039512
OG0008284	AGAP011511	ASTEI20_039209
OG0008285	AGAP005725	ASTEI20_033250
OG0008287	AGAP013468	ASTEI20_044877
OG0008288	AGAP009521	ASTEI20_035997
OG0008289	AGAP028500	ASTEI20_037431
OG0008290	AGAP002036	ASTEI20_045620
OG0008291	AGAP010345	ASTEI20_042901
OG0008292	AGAP002037	ASTEI20_045063
OG0008293	AGAP002033	ASTEI20_036111
OG0008294	AGAP013039	ASTEI20_031129
OG0008295	AGAP001987	ASTEI20_039792
OG0008296	AGAP001420	ASTEI20_037444
OG0008298	AGAP011370	ASTEI20_042585
OG0008299	AGAP001708	ASTEI20_038447
OG0008300	AGAP001706	ASTEI20_042606
OG0008301	AGAP004202	ASTEI20_035402
OG0008303	AGAP003242	ASTEI20_044808
OG0008304	AGAP001556	ASTEI20_037942
OG0008305	AGAP003264	ASTEI20_032588
OG0008306	AGAP003263	ASTEI20_033820
OG0008307	AGAP004524	ASTEI20_033072
OG0008309	AGAP004491	ASTEI20_034966
OG0008310	AGAP001562	ASTEI20_043062, ASTEI20_042625
OG0008311	AGAP008659	ASTEI20_034817
OG0008312	AGAP002016	ASTEI20_045567
OG0008314	AGAP001368	ASTEI20_037303
OG0008315	AGAP001366	ASTEI20_036200
OG0008316	AGAP005236	ASTEI20_045199
OG0008317	AGAP000079	ASTEI20_033953
OG0008318	AGAP003186	ASTEI20_033598
OG0008319	AGAP000954	ASTEI20_045423
OG0008320	AGAP011503	ASTEI20_044383
OG0008321	AGAP008936	ASTEI20_039956
OG0008322	AGAP008297	ASTEI20_045089
OG0008323	AGAP006799	ASTEI20_045909
OG0008325	AGAP008226	ASTEI20_041479
OG0008326	AGAP010492	ASTEI20_031581
OG0008327	AGAP010490	ASTEI20_039252
OG0008328	AGAP001181	ASTEI20_045003
OG0008329	AGAP001179	ASTEI20_044018
OG0008331	AGAP007926	ASTEI20_040651
OG0008332	AGAP007922	ASTEI20_035114
OG0008333	AGAP006032	ASTEI20_034338
OG0008334	AGAP006040	ASTEI20_031745
OG0008335	AGAP005434	ASTEI20_045486
OG0008336	AGAP005428	ASTEI20_035818
OG0008338	AGAP007949	ASTEI20_032712
OG0008339	AGAP011327	ASTEI20_039265
OG0008340	AGAP001223	ASTEI20_044855
OG0008341	AGAP001229	ASTEI20_030831
OG0008342	AGAP001228	ASTEI20_032281
OG0008343	AGAP006366	ASTEI20_039759
OG0008344	AGAP006241	ASTEI20_032596
OG0008345	AGAP006238	ASTEI20_036228
OG0008346	AGAP006365	ASTEI20_045714
OG0008347	AGAP005407	ASTEI20_033225
OG0008348	AGAP005420	ASTEI20_041739
OG0008349	AGAP004088	ASTEI20_034154
OG0008350	AGAP028536	ASTEI20_035167
OG0008351	AGAP011744	ASTEI20_034417
OG0008352	AGAP011732	ASTEI20_033294
OG0008353	AGAP003921	ASTEI20_035952
OG0008354	AGAP000168	ASTEI20_041392
OG0008355	AGAP002515	ASTEI20_042099
OG0008357	AGAP007644	ASTEI20_036431
OG0008358	AGAP010239	ASTEI20_045474
OG0008359	AGAP028188	ASTEI20_037503
OG0008360	AGAP002541	ASTEI20_041563
OG0008361	AGAP002536	ASTEI20_038958
OG0008362	AGAP002538	ASTEI20_034994
OG0008363	AGAP011625	ASTEI20_045892
OG0008364	AGAP001593	ASTEI20_045013
OG0008365	AGAP028206	ASTEI20_038632
OG0008366	AGAP009108	ASTEI20_031945
OG0008367	AGAP004254	ASTEI20_033265
OG0008368	AGAP001964	ASTEI20_036429
OG0008369	AGAP004255	ASTEI20_035624
OG0008370	AGAP002958	ASTEI20_035975
OG0008371	AGAP000970	ASTEI20_034351
OG0008372	AGAP012374	ASTEI20_038425
OG0008373	AGAP012607, AGAP011445	ASTEI20_040832
OG0008374	AGAP011678	ASTEI20_042817
OG0008375	AGAP005959	ASTEI20_036858
OG0008376	AGAP007045	ASTEI20_041457
OG0008377	AGAP011373	ASTEI20_042477
OG0008378	AGAP001325	ASTEI20_035175
OG0008379	AGAP004291	ASTEI20_039925
OG0008380	AGAP003420	ASTEI20_042398
OG0008381	AGAP004224	ASTEI20_044976
OG0008382	AGAP013345, AGAP003419	ASTEI20_031619
OG0008383	AGAP009288	ASTEI20_037345
OG0008384	AGAP009286	ASTEI20_041032
OG0008385	AGAP009604	ASTEI20_038581
OG0008386	AGAP009285	ASTEI20_044191
OG0008387	AGAP006214	ASTEI20_041450
OG0008388	AGAP009810	ASTEI20_042803
OG0008389	AGAP001500	ASTEI20_038709
OG0008390	AGAP010177	ASTEI20_042889
OG0008391	AGAP003607	ASTEI20_041424
OG0008392	AGAP009041	ASTEI20_038250
OG0008393	AGAP009039	ASTEI20_042240
OG0008394	AGAP009052	ASTEI20_031612
OG0008395	AGAP003268	ASTEI20_033596
OG0008396	AGAP003267	ASTEI20_042984
OG0008397	AGAP002466	ASTEI20_043940
OG0008398	AGAP013101	ASTEI20_042546
OG0008399	AGAP012336	ASTEI20_041367
OG0008400	AGAP010641	ASTEI20_044972
OG0008401	AGAP005149	ASTEI20_033821
OG0008402	AGAP007804	ASTEI20_035866
OG0008403	AGAP007973	ASTEI20_040101
OG0008404	AGAP007481	ASTEI20_042393
OG0008405	AGAP004339	ASTEI20_034752
OG0008406	AGAP002933	ASTEI20_038540
OG0008407	AGAP003509	ASTEI20_045126
OG0008408	AGAP005893	ASTEI20_043150
OG0008409	AGAP008907	ASTEI20_041244
OG0008410	AGAP002846	ASTEI20_031713
OG0008411	AGAP004319	ASTEI20_034364
OG0008412	AGAP002845	ASTEI20_042337
OG0008413	AGAP003125	ASTEI20_045752
OG0008414	AGAP009694	ASTEI20_040619
OG0008415	AGAP003737	ASTEI20_037281
OG0008416	AGAP012227	ASTEI20_034703
OG0008417	AGAP010030	ASTEI20_038883
OG0008418	AGAP028568	ASTEI20_038508
OG0008419	AGAP005902	ASTEI20_033883
OG0008420	AGAP000946	ASTEI20_042016
OG0008421	AGAP003344	ASTEI20_043200
OG0008422	AGAP005043	ASTEI20_041320
OG0008423	AGAP003878	ASTEI20_038989, ASTEI20_041116
OG0008424	AGAP003876	ASTEI20_031146
OG0008425	AGAP003745	ASTEI20_035726
OG0008426	AGAP003740	ASTEI20_030810
OG0008427	AGAP002169	ASTEI20_043123
OG0008428	AGAP001595	ASTEI20_032897
OG0008429	AGAP012519	ASTEI20_045566
OG0008430	AGAP012308	ASTEI20_040421
OG0008431	AGAP012186	ASTEI20_042258
OG0008432	AGAP029922	ASTEI20_036405
OG0008434	AGAP011960	ASTEI20_044906
OG0008435	AGAP011961	ASTEI20_039194
OG0008436	AGAP001115	ASTEI20_045757
OG0008437	AGAP009197	ASTEI20_036053
OG0008438	AGAP009198	ASTEI20_042975
OG0008439	AGAP006029	ASTEI20_035598
OG0008440	AGAP009283	ASTEI20_034740
OG0008442	AGAP000715	ASTEI20_036346
OG0008444	AGAP002010	ASTEI20_036686
OG0008445	AGAP011599, AGAP011592	ASTEI20_045539
OG0008446	AGAP004508	ASTEI20_039064
OG0008447	AGAP001382	ASTEI20_032396
OG0008448	AGAP012429	ASTEI20_045324
OG0008449	AGAP010271	ASTEI20_030986
OG0008450	AGAP000448	ASTEI20_038621
OG0008451	AGAP001514	ASTEI20_032847
OG0008452	AGAP001511	ASTEI20_037400
OG0008453	AGAP003974	ASTEI20_035270
OG0008454	AGAP001883	ASTEI20_034608
OG0008455	AGAP001887	ASTEI20_038630
OG0008456	AGAP001885	ASTEI20_031226
OG0008457	AGAP001901	ASTEI20_033466
OG0008458	AGAP005733	ASTEI20_036790
OG0008459	AGAP005709	ASTEI20_034989
OG0008460	AGAP005708	ASTEI20_045167
OG0008461	AGAP004450	ASTEI20_042910
OG0008462	AGAP012166	ASTEI20_045907
OG0008463	AGAP005462	ASTEI20_045794
OG0008464	AGAP005464	ASTEI20_044112
OG0008465	AGAP000749	ASTEI20_042043
OG0008466	AGAP008870	ASTEI20_031932
OG0008467	AGAP000718	ASTEI20_036441
OG0008468	AGAP028724	ASTEI20_045328
OG0008469	AGAP012159	ASTEI20_043494
OG0008470	AGAP012145	ASTEI20_044150
OG0008471	AGAP002310	ASTEI20_043006
OG0008472	AGAP029491	ASTEI20_045972
OG0008474	AGAP007582	ASTEI20_033555
OG0008475	AGAP007577	ASTEI20_032392
OG0008476	AGAP007666	ASTEI20_037678
OG0008478	AGAP009132	ASTEI20_037162
OG0008479	AGAP005324	ASTEI20_036428
OG0008480	AGAP006948	ASTEI20_040388
OG0008481	AGAP001482	ASTEI20_041433
OG0008482	AGAP001477	ASTEI20_033491
OG0008483	AGAP008369	ASTEI20_040744
OG0008484	AGAP008373	ASTEI20_031110
