Orthogroup	AgambiaePEST	Aalbopictus_AalbF5
OG0006796	AGAP000758	LOC109428348
OG0006797	AGAP008633	LOC109414307
OG0006798	AGAP008632	LOC109407239
OG0006799	AGAP012108	LOC109428515
OG0006800	AGAP008363	LOC109420731
OG0006801	AGAP000469	LOC109424864
OG0006802	AGAP007069	LOC109409388
OG0006803	AGAP006360	LOC109410517
OG0006804	AGAP007749	LOC109623154
OG0006805	AGAP007031	LOC115263162
OG0006806	AGAP008501	LOC109405866
OG0006807	AGAP007075	LOC115268507
OG0006809	AGAP005616	LOC115263138
OG0006810	AGAP005615	LOC109416209
OG0006811	AGAP001476	LOC109404190
OG0006812	AGAP009643	LOC109420935
OG0006813	AGAP006924	LOC115268536
OG0006814	AGAP006918	LOC115253842
OG0006815	AGAP012459	LOC109413565
OG0006816	AGAP009633	LOC109400996
OG0006817	AGAP009632	LOC109400978
OG0006818	AGAP005130	LOC109413832
OG0006819	AGAP011471	LOC109421934
OG0006820	AGAP001651	LOC134285834
OG0006821	AGAP008542	LOC109417552
OG0006822	AGAP005014	LOC109416676
OG0006823	AGAP005015	LOC109416489
OG0006824	AGAP006784	LOC109414881
OG0006825	AGAP007887	LOC109429805
OG0006826	AGAP005553	LOC115253461
OG0006827	AGAP005551	LOC109398061
OG0006828	AGAP005964	LOC109403214
OG0006829	AGAP010252	LOC115268659
OG0006830	AGAP007085	LOC115258002
OG0006831	AGAP006626	LOC109400674
OG0006832	AGAP000482	LOC134285180
OG0006833	AGAP006164	LOC109414249
OG0006834	AGAP006161	LOC109423740
OG0006835	AGAP006162	LOC115265103
OG0006836	AGAP006686	LOC109420863
OG0006837	AGAP005032	LOC109621324
OG0006838	AGAP004648	LOC109406956
OG0006839	AGAP005119	LOC109405140
OG0006840	AGAP000945	LOC115269089
OG0006841	AGAP007217	LOC109399408
OG0006842	AGAP001933	LOC109406620
OG0006843	AGAP000931	LOC115253966
OG0006844	AGAP008572	LOC115255416
OG0006845	AGAP006819	LOC109404349
OG0006846	AGAP010187	LOC134287900
OG0006847	AGAP006729	LOC109399440
OG0006848	AGAP001425	LOC109405639
OG0006849	AGAP001661	LOC115264334
OG0006850	AGAP006131	LOC134288265
OG0006851	AGAP006132	LOC134288266
OG0006852	AGAP029125	LOC109621307
OG0006854	AGAP000438	LOC109422058
OG0006855	AGAP009932	LOC109410186
OG0006856	AGAP000112	LOC109433644
OG0006857	AGAP004943	LOC109419417
OG0006858	AGAP004190	LOC109424071
OG0006859	AGAP000376	LOC109433636
OG0006860	AGAP006496	LOC109429070
OG0006861	AGAP008905	LOC109414321
OG0006862	AGAP000621	LOC109428370
OG0006863	AGAP005710	LOC109409765
OG0006864	AGAP002932	LOC109406925
OG0006865	AGAP011114	LOC109401683
OG0006866	AGAP003833, AGAP003832	LOC109410717
OG0006867	AGAP007419	LOC134287439
OG0006868	AGAP000564	LOC134285146
OG0006869	AGAP011478	LOC109401295
OG0006870	AGAP009623	LOC109413713
OG0006871	AGAP013044	LOC109407071
OG0006872	AGAP006176	LOC109425701
OG0006873	AGAP003631	LOC115267628
OG0006874	AGAP029407	LOC109416187
OG0006875	AGAP000553	LOC109397595
OG0006876	AGAP012139	LOC109403455
OG0006877	AGAP000351	LOC109427444, LOC109410171
OG0006878	AGAP009539	LOC109411735
OG0006879	AGAP000352	LOC109410166
OG0006880	AGAP007531	LOC109418091
OG0006881	AGAP013139	LOC109428083
OG0006882	AGAP008303	LOC109401390, LOC109432880
OG0006883	AGAP005749	LOC109410292
OG0006884	AGAP006023	LOC109413955
OG0006885	AGAP000539	LOC109432959
OG0006886	AGAP006020	LOC109413958
OG0006887	AGAP002520	LOC109423362
OG0006888	AGAP000177	LOC134285005
OG0006889	AGAP029878	LOC109420448
OG0006890	AGAP005062	LOC109431672
OG0006891	AGAP011142	LOC109419430
OG0006892	AGAP007655	LOC109423341
OG0006893	AGAP009919	LOC109622164
OG0006894	AGAP029543	LOC109408139
OG0006895	AGAP010727	LOC109622212
OG0006896	AGAP001827	LOC109399798
OG0006897	AGAP011481	LOC115257016
OG0006898	AGAP001786	LOC109408393
OG0006899	AGAP003907	LOC109404961
OG0006900	AGAP006490	LOC109419618
OG0006901	AGAP010331	LOC109400776
OG0006902	AGAP002344	LOC109621578
OG0006903	AGAP000853	LOC109416314
OG0006904	AGAP029044	LOC109418254
OG0006905	AGAP010837	LOC109413626
OG0006906	AGAP009310	LOC109430988
OG0006907	AGAP009453	LOC109429573
OG0006908	AGAP003388	LOC109427336
OG0006909	AGAP012097	LOC115260377
OG0006910	AGAP002063	LOC109419547
OG0006911	AGAP002171	LOC109397228
OG0006912	AGAP009500	LOC109404634
OG0006913	AGAP011438	LOC109413608
OG0006914	AGAP007253	LOC109409739
OG0006915	AGAP002957	LOC109405451
OG0006916	AGAP006037	LOC109418991
OG0006917	AGAP005366	LOC109403126
OG0006918	AGAP012142	LOC109420155
OG0006919	AGAP007108	LOC109400731
OG0006920	AGAP004249	LOC115261355
OG0006921	AGAP013009	LOC109413950
OG0006922	AGAP005682	LOC109397360
OG0006923	AGAP029237	LOC109428220
OG0006924	AGAP002119	LOC109413710
OG0006925	AGAP029588	LOC109428942
OG0006926	AGAP001165	LOC109421675
OG0006927	AGAP004269	LOC115262121
OG0006928	AGAP007923	LOC109411760
OG0006929	AGAP011393	LOC109405634
OG0006930	AGAP003504	LOC109415279
OG0006931	AGAP000406	LOC109431113
OG0006932	AGAP001061	LOC109421864
OG0006933	AGAP006091	LOC109398227
OG0006934	AGAP006069	LOC109418925
OG0006935	AGAP003280	LOC109414129
OG0006936	AGAP002505	LOC109414162
OG0006937	AGAP000829	LOC109405486
OG0006938	AGAP013516	LOC115254050
OG0006939	AGAP002683	LOC109404504
OG0006940	AGAP028086	LOC115265578
OG0006941	AGAP010473	LOC109433210
OG0006942	AGAP005795	LOC109404759
OG0006943	AGAP002145	LOC109406001
OG0006944	AGAP008091	LOC109419958
OG0006945	AGAP005772	LOC109411096
OG0006946	AGAP003818	LOC115254250
OG0006947	AGAP003151	LOC109419384
OG0006948	AGAP007022	LOC109430909
OG0006949	AGAP002497	LOC109411219
OG0006950	AGAP029483	LOC109425818
OG0006951	AGAP029642	LOC109405281
OG0006952	AGAP001141	LOC109418261
OG0006953	AGAP003596	LOC109410453
OG0006954	AGAP011586	LOC109408362
OG0006955	AGAP029110	LOC109411141
OG0006956	AGAP009123	LOC109430179
OG0006957	AGAP006347	LOC109622630
OG0006958	AGAP006168	LOC115253786
OG0006959	AGAP006171	LOC109423749
OG0006960	AGAP008917	LOC109414334
OG0006961	AGAP002106	LOC109410929
OG0006962	AGAP002625	LOC109418338
OG0006963	AGAP029533	LOC109428257
OG0006964	AGAP006632	LOC109401421
OG0006965	AGAP008389	LOC109407366
OG0006966	AGAP007888	LOC109429859
OG0006967	AGAP008041	LOC109432528
OG0006968	AGAP029051	LOC109422269
OG0006969	AGAP009226	LOC109420669
OG0006970	AGAP004083	LOC109430339, LOC109412460
OG0006971	AGAP005287	LOC109415697
OG0006972	AGAP013075	LOC134291115, LOC134291305
OG0006973	AGAP002971	LOC109406576
OG0006974	AGAP002259	LOC109422636
OG0006975	AGAP003546	LOC109411600
OG0006976	AGAP006580	LOC109413506
OG0006977	AGAP001156	LOC109425542
OG0006978	AGAP029241	LOC109400338
OG0006979	AGAP005849	LOC109409677
OG0006980	AGAP000149	LOC109397708
OG0006981	AGAP010162	LOC109409635
OG0006982	AGAP028624	LOC109410662
OG0006983	AGAP001255	LOC109406132
OG0006984	AGAP008873	LOC109414019
OG0006985	AGAP009727	LOC109419322
OG0006986	AGAP000992	LOC109423010
OG0006987	AGAP010893	LOC109407855
OG0006988	AGAP007556	LOC115265357
OG0006989	AGAP007988	LOC109401722
OG0006990	AGAP010677	LOC109412058
OG0006991	AGAP011054	LOC109407623
OG0006992	AGAP005410	LOC109426573
OG0006993	AGAP007279	LOC109409728
OG0006994	AGAP000410	LOC109409427
OG0006995	AGAP029450	LOC109418946
OG0006996	AGAP029979	LOC115253705
OG0006997	AGAP029561	LOC109427584
OG0006998	AGAP012280	LOC109621471
OG0006999	AGAP029539	LOC109414899
OG0007000	AGAP002108	LOC109410792
OG0007001	AGAP005716	LOC109404755
OG0007002	AGAP004613	LOC115259710
OG0007003	AGAP001515	LOC109426120
OG0007004	AGAP004028	LOC109429325
OG0007005	AGAP007127	LOC109403791
OG0007006	AGAP004769	LOC109409861
OG0007007	AGAP029596	LOC109425852
OG0007008	AGAP012590, AGAP012857	LOC109404503
OG0007009	AGAP006939	LOC109399472
OG0007010	AGAP008288	LOC115265592
OG0007011	AGAP002573	LOC115263581
OG0007012	AGAP008551	LOC109417651
OG0007013	AGAP029990	LOC109421495
OG0007014	AGAP005411	LOC109426568
OG0007015	AGAP012950	LOC109431757
OG0007016	AGAP001279	LOC109401451
OG0007017	AGAP009883	LOC109432671
OG0007018	AGAP029967	LOC109431765
OG0007019	AGAP029486	LOC109431661
OG0007020	AGAP029509	LOC109409200
OG0007021	AGAP012006	LOC109622245
OG0007022	AGAP029907	LOC109409049
OG0007023	AGAP010266	LOC109411920
OG0007024	AGAP010710	LOC109418536
OG0007025	AGAP002859	LOC109415284
OG0007026	AGAP008509	LOC115258558
OG0007027	AGAP010088	LOC109406727
OG0007028	AGAP000998	LOC109406602
OG0007029	AGAP010787	LOC109431463
OG0007030	AGAP008596	LOC109402501
OG0007031	AGAP007038	LOC115263159
OG0007032	AGAP005549	LOC109621272
OG0007033	AGAP028105	LOC109408351
OG0007034	AGAP029565	LOC109433252
OG0007035	AGAP006521	LOC109404376
OG0007036	AGAP000567	LOC109415220
OG0007037	AGAP029571	LOC109622237
OG0007038	AGAP007596	LOC109408584
OG0007039	AGAP000720	LOC109427393
OG0007040	AGAP007968	LOC109428745
OG0007041	AGAP005274	LOC115253753
OG0007042	AGAP008046	LOC109432531
OG0007043	AGAP003537	LOC109428106
OG0007044	AGAP009174	LOC109409255
OG0007045	AGAP001315	LOC109431907
OG0007046	AGAP008742	LOC109427861
OG0007047	AGAP005289	LOC109423646
OG0007048	AGAP007006	LOC109415818
OG0007049	AGAP002915	LOC109408491
OG0007050	AGAP011483	LOC115257360
OG0007051	AGAP029470	LOC109419785
OG0007052	AGAP029106	LOC109402953, LOC109416083
OG0007053	AGAP012236	LOC109407558
OG0007054	AGAP007667	LOC109409093
OG0007055	AGAP010693	LOC109424416
OG0007056	AGAP003685	LOC109430557
OG0007057	AGAP006478	LOC109401345
OG0007058	AGAP008613	LOC109417673
OG0007059	AGAP009688	LOC115255110
OG0007060	AGAP003076	LOC109622669
OG0007061	AGAP004829	LOC109430795
OG0007062	AGAP007563	LOC109411815
OG0007063	AGAP003604	LOC109432845
OG0007064	AGAP000713	LOC109416786
OG0007065	AGAP011279	LOC109409918
OG0007066	AGAP013031	LOC134289553, LOC134284120
OG0007067	AGAP012079	LOC109424684
OG0007068	AGAP008764	LOC109400281
OG0007069	AGAP008889	LOC109433115
OG0007070	AGAP011716	LOC109413547
OG0007071	AGAP011139	LOC109414986
OG0007072	AGAP028643	LOC109409271
OG0007073	AGAP029462	LOC109420217
OG0007074	AGAP005142	LOC109431612
OG0007075	AGAP029601	LOC109419224
OG0007076	AGAP004718	LOC134291451
OG0007077	AGAP011308	LOC109397119
OG0007078	AGAP007080	LOC109426798
OG0007079	AGAP003374	LOC109427338
OG0007080	AGAP005279	LOC109416065
OG0007081	AGAP010235	LOC109398534
OG0007082	AGAP012353	LOC109425927
OG0007083	AGAP029677	LOC109408327
OG0007084	AGAP029515	LOC109405805
OG0007085	AGAP004502	LOC109400400
OG0007086	AGAP010599	LOC109403142
OG0007087	AGAP008254	LOC109416797
OG0007088	AGAP006762	LOC109403681
OG0007089	AGAP009115	LOC134287642
OG0007090	AGAP029908	LOC109425768
OG0007091	AGAP029489	LOC109414220
OG0007092	AGAP029624	LOC109425964
OG0007093	AGAP006340	LOC109406566
OG0007094	AGAP010261	LOC109411912
OG0007095	AGAP006776	LOC109413473, LOC134288878
OG0007096	AGAP029540	LOC109410007
OG0007097	AGAP029986	LOC109410252
OG0007098	AGAP005552	LOC109426115
OG0007099	AGAP005091	LOC109417794
OG0007100	AGAP013289	LOC109422800
OG0007101	AGAP010214	LOC109420079
OG0007102	AGAP004066	LOC109425258
OG0007103	AGAP029456	LOC109421315
OG0007104	AGAP002186	LOC109405842
OG0007105	AGAP007883	LOC109398266
OG0007106	AGAP002276	LOC109414654
OG0007107	AGAP012345	LOC115254207
OG0007108	AGAP029529	LOC115266350
OG0007109	AGAP011336	LOC115267895
OG0007110	AGAP005943	LOC109623115
OG0007111	AGAP006096	LOC109409975
OG0007112	AGAP029566	LOC109433275
OG0007113	AGAP001754	LOC134291546
OG0007114	AGAP009160	LOC109421249
OG0007115	AGAP000114	LOC109433653
OG0007116	AGAP004824	LOC109431646
OG0007117	AGAP008482	LOC109421313
OG0007118	AGAP004781	LOC109397413
OG0007119	AGAP009087	LOC109423908
OG0007120	AGAP011996	LOC109622239
OG0007121	AGAP002232	LOC109621281
OG0007122	AGAP002229	LOC109416442
OG0007123	AGAP001158	LOC109421792
OG0007124	AGAP008559	LOC109417642
OG0007125	AGAP010026	LOC109622866
OG0007126	AGAP008532	LOC109414139
OG0007127	AGAP029594	LOC109408110
OG0007128	AGAP010886	LOC109405861
OG0007129	AGAP001238	LOC109402762
OG0007130	AGAP001993	LOC109400186
OG0007131	AGAP008851	LOC109411287
OG0007132	AGAP029909	LOC109420963
OG0007133	AGAP003128	LOC109408473
OG0007134	AGAP029458	LOC115270035
OG0007135	AGAP005490	LOC109413869
OG0007136	AGAP007099	LOC109408165
OG0007137	AGAP003616	LOC109416430
OG0007138	AGAP007478	LOC109397838
OG0007139	AGAP029987	LOC109418535
OG0007140	AGAP006254	LOC134288434
OG0007141	AGAP007388	LOC109407830
OG0007142	AGAP010805	LOC109401648
OG0007143	AGAP008778	LOC109621350
OG0007144	AGAP003198	LOC109423379
OG0007145	AGAP029493	LOC109412362
OG0007146	AGAP001410	LOC115257165
OG0007147	AGAP029634	LOC109398038
OG0007148	AGAP002334	LOC109397277
OG0007149	AGAP029513	LOC109409885
OG0007150	AGAP004025	LOC109429326
OG0007151	AGAP010324	LOC109428914
OG0007153	AGAP008790	LOC109410817
OG0007154	AGAP008726	LOC109406911
OG0007155	AGAP001126	LOC109426949
OG0007156	AGAP011217	LOC109418595
OG0007157	AGAP009626	LOC109409613
OG0007158	AGAP029983	LOC109427974
OG0007159	AGAP029446	LOC109430601
OG0007160	AGAP004692	LOC109401709
OG0007161	AGAP002041	LOC109423574
OG0007162	AGAP005162	LOC109420851
OG0007163	AGAP004930	LOC109427701
OG0007164	AGAP004544	LOC109408315
OG0007165	AGAP003428	LOC109400045
OG0007166	AGAP029913	LOC109428702
OG0007167	AGAP006627	LOC109404596
OG0007168	AGAP004881	LOC115257976
OG0007169	AGAP006730	LOC109398053
OG0007170	AGAP006702	LOC109420858
OG0007171	AGAP012051	LOC134291860
OG0007172	AGAP011600	LOC109425587
OG0007173	AGAP028468	LOC109399760
OG0007174	AGAP000035	LOC109428420
OG0007175	AGAP005619	LOC109410789
OG0007176	AGAP011690	LOC109421945
OG0007177	AGAP011875	LOC109409848
OG0007178	AGAP011766	LOC109432689
OG0007179	AGAP001531	LOC109414690
OG0007180	AGAP009750	LOC134287627
OG0007181	AGAP000048	LOC109428533
OG0007182	AGAP010678	LOC115262627
OG0007183	AGAP004865	LOC115263302
OG0007184	AGAP011777	LOC109401825
OG0007185	AGAP013258	LOC109405519
OG0007186	AGAP006357	LOC109408012
OG0007187	AGAP000659	LOC109422974
OG0007188	AGAP008635	LOC109428232
OG0007189	AGAP005117	LOC109405147
OG0007190	AGAP001626	LOC109415421
OG0007191	AGAP002461	LOC109408847
OG0007192	AGAP007690	LOC109410161
OG0007193	AGAP003060	LOC109430296
OG0007194	AGAP004274	LOC109417350
OG0007195	AGAP002853	LOC134285835
OG0007196	AGAP006569	LOC109400737
OG0007197	AGAP003156	LOC109399960
OG0007198	AGAP000153	LOC115269571
OG0007199	AGAP006531	LOC109404272
OG0007200	AGAP011098	LOC109431443
OG0007201	AGAP006892	LOC109420166
OG0007202	AGAP009536	LOC109420392
OG0007203	AGAP003670	LOC115258417
OG0007205	AGAP000825	LOC109405507
OG0007206	AGAP003088	LOC109405220
OG0007207	AGAP000413	LOC109428468
OG0007208	AGAP009915	LOC109404609
OG0007209	AGAP003069	LOC115269183
OG0007210	AGAP008130	LOC115264812
OG0007211	AGAP029910	LOC109423842
OG0007212	AGAP012443	LOC115266603
OG0007213	AGAP003600	LOC115267366
OG0007214	AGAP007174	LOC109422494
OG0007215	AGAP006992	LOC109406018
OG0007216	AGAP000928	LOC109422054
OG0007218	AGAP012543	LOC109423479
OG0007219	AGAP028421	LOC109414343
OG0007220	AGAP003168	LOC109431241
OG0007221	AGAP002982	LOC109622057
OG0007222	AGAP006820	LOC109399485
OG0007223	AGAP009066	LOC109398279
OG0007224	AGAP000368	LOC109427666
OG0007225	AGAP004215	LOC109423600
OG0007226	AGAP005321	LOC109426843
OG0007227	AGAP007873	LOC109429896
OG0007228	AGAP006940	LOC109408938
OG0007229	AGAP007501	LOC109409553
OG0007230	AGAP004679	LOC109405265
OG0007231	AGAP005918	LOC109403644
OG0007232	AGAP012964	LOC115253964
OG0007233	AGAP008350	LOC109430623
OG0007234	AGAP008549	LOC109417654
OG0007235	AGAP009199	LOC115253935
OG0007236	AGAP000171	LOC109405489
OG0007237	AGAP029813	LOC109622112
OG0007238	AGAP009565	LOC109420658
OG0007239	AGAP005963	LOC109403226
OG0007240	AGAP009599	LOC109426653
OG0007241	AGAP028053, AGAP006128	LOC109431655
OG0007242	AGAP005826	LOC109409699
OG0007243	AGAP007477	LOC109418133
OG0007244	AGAP007550	LOC109419671
OG0007245	AGAP000726	LOC134291013
OG0007246	AGAP005527	LOC109415021
OG0007247	AGAP029424	LOC109412376
OG0007248	AGAP000342	LOC109431480
OG0007249	AGAP013067	LOC109433605
OG0007250	AGAP000139	LOC109433598
OG0007251	AGAP013317, AGAP000933	LOC109430084
OG0007252	AGAP002757	LOC109413914
OG0007253	AGAP013320	LOC109410075
OG0007254	AGAP004691	LOC109401266
OG0007255	AGAP005797	LOC109621845
OG0007256	AGAP008114	LOC109397072
OG0007257	AGAP001674	LOC109406630
OG0007258	AGAP008268	LOC109398549
OG0007259	AGAP002877	LOC109405196
OG0007260	AGAP006683	LOC109401023
OG0007261	AGAP004210	LOC109416915
OG0007262	AGAP005783	LOC109417983
OG0007263	AGAP000929	LOC109422055
OG0007264	AGAP002212	LOC109430493
OG0007265	AGAP002906	LOC109400860
OG0007266	AGAP029376	LOC109427357
OG0007267	AGAP012175	LOC109424496
OG0007268	AGAP010938	LOC109403149
OG0007269	AGAP012341	LOC109425886
OG0007270	AGAP013535	LOC115256309
OG0007271	AGAP010981	LOC109420337
OG0007272	AGAP011768	LOC109432682
OG0007273	AGAP009973	LOC109423965
OG0007274	AGAP006133	LOC109404578
OG0007275	AGAP001867	LOC115254113
OG0007276	AGAP011776	LOC109408773
OG0007277	AGAP000745	LOC109397718
OG0007278	AGAP007503	LOC109409527
OG0007279	AGAP000483	LOC109431491
OG0007280	AGAP009763	LOC109621813
OG0007281	AGAP005526	LOC109407423
OG0007282	AGAP004056	LOC115259840
OG0007283	AGAP008100	LOC134284716
OG0007284	AGAP000466	LOC109431516
OG0007285	AGAP013472	LOC109430003
OG0007286	AGAP007541	LOC109419661
OG0007287	AGAP000329	LOC109431392
OG0007288	AGAP000532	LOC109428432
OG0007290	AGAP004209	LOC109415607
OG0007291	AGAP004954	LOC109430663
OG0007292	AGAP002159	LOC109421801
OG0007293	AGAP002826	LOC109622759
OG0007294	AGAP000222	LOC109622444
OG0007295	AGAP000506	LOC109428466
OG0007296	AGAP028526	LOC109424501
OG0007297	AGAP005812	LOC109621717
OG0007298	AGAP010849	LOC109426891
OG0007299	AGAP005565	LOC109406069
OG0007300	AGAP000968	LOC109425028
OG0007302	AGAP010518	LOC109418654, LOC109414791
OG0007303	AGAP000256	LOC109408816
OG0007304	AGAP009424	LOC109429600
OG0007305	AGAP000592	LOC109428406
OG0007306	AGAP004323	LOC109397232
OG0007307	AGAP000513	LOC109428439
OG0007308	AGAP028522	LOC109424624
OG0007309	AGAP005771	LOC109410266
OG0007310	AGAP008660	LOC109427875
OG0007311	AGAP001751	LOC109622365
OG0007312	AGAP005815	LOC109621712
OG0007313	AGAP029191	LOC115256196
OG0007314	AGAP011487	LOC109420344
OG0007315	AGAP007925	LOC109411673
OG0007316	AGAP001258	LOC109414699
OG0007317	AGAP001590	LOC109405641
OG0007318	AGAP000685	LOC115253884
OG0007319	AGAP000169	LOC109401875
OG0007320	AGAP004827	LOC109416238
OG0007321	AGAP005006	LOC109407726
OG0007322	AGAP002328	LOC109397294
OG0007323	AGAP013115	LOC109430212
OG0007325	AGAP004955	LOC109417485
OG0007326	AGAP029605	LOC109433308
OG0007327	AGAP000783	LOC109400381
OG0007328	AGAP002719	LOC109428138
OG0007329	AGAP007919	LOC109429791
OG0007330	AGAP008042	LOC109421442
OG0007331	AGAP003556	LOC115261471
OG0007332	AGAP003643	LOC115267180
OG0007333	AGAP008301	LOC109401424, LOC115257139
OG0007334	AGAP011810	LOC109432675
OG0007335	AGAP005217	LOC109415008
OG0007336	AGAP005312	LOC109426668
OG0007337	AGAP009780	LOC109414320
OG0007338	AGAP007769	LOC109411253
OG0007339	AGAP011635	LOC109408357
OG0007340	AGAP004644	LOC109432167
OG0007341	AGAP004660	LOC109406960
OG0007342	AGAP005976	LOC109422689
OG0007343	AGAP003772	LOC109422714
OG0007344	AGAP002680	LOC109430292
OG0007345	AGAP013122	LOC109400529
OG0007346	AGAP000144	LOC109423065
OG0007347	AGAP005219	LOC109415006
OG0007348	AGAP007157	LOC109425736
OG0007349	AGAP009833	LOC115257640, LOC109433076
OG0007350	AGAP008575	LOC115256185
OG0007351	AGAP029975	LOC109422990
OG0007352	AGAP004513	LOC134285544, LOC109412716
OG0007353	AGAP010346	LOC109432691
OG0007354	AGAP007084	LOC115258005
OG0007355	AGAP000078	LOC115260636
OG0007356	AGAP011743	LOC109403280
OG0007357	AGAP008334	LOC109622172
OG0007358	AGAP002335	LOC115257176
OG0007359	AGAP000098	LOC109428482
OG0007360	AGAP011522	LOC115264641
OG0007361	AGAP008694	LOC109420917
OG0007362	AGAP005806	LOC109621718
OG0007364	AGAP002662	LOC109411406
OG0007365	AGAP007648	LOC109423258
OG0007366	AGAP005845	LOC109409682
OG0007367	AGAP003457	LOC109404006
OG0007368	AGAP001047	LOC109413222
OG0007369	AGAP002600	LOC109621289
OG0007370	AGAP005711	LOC109432284
OG0007371	AGAP004029	LOC109401829
OG0007372	AGAP006901	LOC109423129
OG0007373	AGAP000555	LOC109415232
OG0007374	AGAP000245	LOC115253718
OG0007375	AGAP005425	LOC109418021
OG0007376	AGAP000656	LOC109422038
OG0007377	AGAP001402	LOC115266519
OG0007378	AGAP006652	LOC115270170
OG0007379	AGAP001640	LOC109400494
OG0007380	AGAP006173	LOC109414257
OG0007381	AGAP004889	LOC109403770
OG0007382	AGAP006809	LOC109412534
OG0007383	AGAP000213	LOC109427438
OG0007384	AGAP002978	LOC109433404
OG0007385	AGAP029527	LOC109416814
OG0007386	AGAP029050	LOC109402218
OG0007387	AGAP010768	LOC109623298
OG0007388	AGAP003021	LOC109416142
OG0007389	AGAP009005	LOC115255085
OG0007390	AGAP006830	LOC109404377
OG0007391	AGAP007113	LOC109430908
OG0007393	AGAP003736	LOC109403282
OG0007394	AGAP013211	LOC109400044, LOC115263864
OG0007395	AGAP011441	LOC109424679
OG0007396	AGAP006249	LOC115263319
OG0007397	AGAP000769	LOC109408940
OG0007398	AGAP006273	LOC109415747
OG0007399	AGAP011874	LOC109401674
OG0007400	AGAP002262	LOC109414810
OG0007401	AGAP006682	LOC109401024
OG0007402	AGAP006635	LOC109430558
OG0007403	AGAP004890	LOC109403769
OG0007404	AGAP001925	LOC115262186
OG0007405	AGAP007521	LOC109621317
OG0007406	AGAP007243	LOC109415235
OG0007407	AGAP029700	LOC109418057
OG0007408	AGAP011769	LOC109416413
OG0007409	AGAP004750	LOC109412033
OG0007410	AGAP013391	LOC109423689
OG0007411	AGAP028176	LOC115258735
OG0007412	AGAP003506	LOC109408282
OG0007413	AGAP004096	LOC109399839
OG0007414	AGAP007638	LOC109423323
OG0007415	AGAP005555	LOC109426083
OG0007416	AGAP001798	LOC109431902
OG0007417	AGAP009531	LOC109398355
OG0007418	AGAP006185	LOC109422899
OG0007419	AGAP013338	LOC109403999
OG0007420	AGAP006956	LOC109407914
OG0007421	AGAP011584	LOC115253497
OG0007422	AGAP003839	LOC109413762
OG0007423	AGAP007327	LOC109418949
OG0007424	AGAP000934	LOC109427460, LOC115256595
OG0007425	AGAP000214	LOC109410157
OG0007426	AGAP011636	LOC109408366
OG0007427	AGAP005978	LOC109422631
OG0007428	AGAP005071	LOC109426683
OG0007429	AGAP006736	LOC109398042
OG0007430	AGAP007303	LOC115258398
OG0007431	AGAP005179	LOC109427470, LOC115254769
OG0007432	AGAP028174	LOC109425712
OG0007434	AGAP005118	LOC109405141
OG0007435	AGAP011417	LOC109397006
OG0007436	AGAP006969	LOC109424173
OG0007437	AGAP012534	LOC109428910
OG0007438	AGAP029668	LOC115263303
OG0007439	AGAP009799	LOC109622797
OG0007440	AGAP006142	LOC109404591
OG0007441	AGAP002352	LOC109417254
OG0007442	AGAP011101	LOC109431061
OG0007443	AGAP029528	LOC109424254
OG0007444	AGAP000306	LOC109402633
OG0007445	AGAP000407	LOC109433632
OG0007446	AGAP007479	LOC109418971
OG0007447	AGAP002281	LOC109429690
OG0007448	AGAP007114	LOC109430889
OG0007449	AGAP005577	LOC109426813
OG0007450	AGAP009958	LOC109404233
OG0007451	AGAP010003	LOC109409361
OG0007452	AGAP010358	LOC109398515
OG0007453	AGAP002199	LOC109405762
OG0007454	AGAP011296	LOC109409886
OG0007455	AGAP005368	LOC115270375
OG0007457	AGAP007389	LOC109407828, LOC134285918
OG0007459	AGAP002945	LOC109432116
OG0007460	AGAP003510	LOC109413260
OG0007461	AGAP005466	LOC109419634
OG0007463	AGAP009568	LOC109420662
OG0007464	AGAP009664	LOC115258752
OG0007465	AGAP028068	LOC109412398
OG0007466	AGAP028088	LOC109419741
OG0007468	AGAP011809	LOC109432646
OG0007469	AGAP006825	LOC109399478
OG0007470	AGAP004957	LOC115270213
OG0007471	AGAP007081	LOC109417842
OG0007472	AGAP000763	LOC109414694
OG0007473	AGAP007052	LOC115267513
OG0007474	AGAP027998	LOC109400001
OG0007475	AGAP004373	LOC115264097, LOC109402404
OG0007476	AGAP005088	LOC109417793
OG0007477	AGAP004923	LOC109397949
OG0007478	AGAP000097	LOC109428481
OG0007479	AGAP004801	LOC109408623
OG0007480	AGAP006601	LOC109413489
OG0007481	AGAP000472	LOC109397864
OG0007482	AGAP007827	LOC109408124
OG0007483	AGAP007474	LOC109418124
OG0007484	AGAP001391	LOC109412126
OG0007485	AGAP006350	LOC115254777, LOC109422849
OG0007487	AGAP008328	LOC109428471
OG0007488	AGAP004871	LOC109407440
OG0007489	AGAP002366	LOC109430734
OG0007490	AGAP000512	LOC109428436
OG0007491	AGAP007688	LOC109409696
OG0007492	AGAP003413	LOC109432121
OG0007493	AGAP000765	LOC109417230
OG0007494	AGAP000074	LOC109432382
OG0007495	AGAP003172, AGAP003170	LOC109412143
OG0007496	AGAP005183	LOC134283920
OG0007497	AGAP004348	LOC109423546
OG0007498	AGAP005599	LOC115253727
OG0007499	AGAP006625	LOC109425691
OG0007500	AGAP004363	LOC109400928
OG0007501	AGAP000522	LOC109406629
