Orthogroup	AgambiaePEST	AdirusWRAIR2
OG0006989	AGAP007988	ADIR011008
OG0006990	AGAP010677	ADIR009482
OG0006991	AGAP011054	ADIR002293
OG0006992	AGAP005410	ADIR004161
OG0006993	AGAP007279	ADIR008224
OG0006994	AGAP000410	ADIR001155
OG0006995	AGAP029450	ADIR008178
OG0006996	AGAP029979	ADIR005857
OG0006997	AGAP029561	ADIR011301
OG0006998	AGAP012280	ADIR000445
OG0006999	AGAP029539	ADIR015509
OG0007000	AGAP002108	ADIR003175
OG0007001	AGAP005716	ADIR007390
OG0007002	AGAP004613	ADIR008891
OG0007003	AGAP001515	ADIR009871
OG0007004	AGAP004028	ADIR005844
OG0007005	AGAP007127	ADIR008034
OG0007006	AGAP004769	ADIR009164
OG0007007	AGAP029596	ADIR009574
OG0007008	AGAP012590, AGAP012857	ADIR005566
OG0007009	AGAP006939	ADIR004232
OG0007010	AGAP008288	ADIR000608
OG0007011	AGAP002573	ADIR010291
OG0007012	AGAP008551	ADIR010877
OG0007013	AGAP029990	ADIR005989
OG0007014	AGAP005411	ADIR004160
OG0007015	AGAP012950	ADIR009957
OG0007016	AGAP001279	ADIR009961
OG0007017	AGAP009883	ADIR011329
OG0007018	AGAP029967	ADIR001115
OG0007019	AGAP029486	ADIR001116
OG0007020	AGAP029509	ADIR006366
OG0007021	AGAP012006	ADIR004386
OG0007022	AGAP029907	ADIR010704
OG0007023	AGAP010266	ADIR004079
OG0007024	AGAP010710	ADIR001889
OG0007025	AGAP002859	ADIR003459
OG0007026	AGAP008509	ADIR004855
OG0007027	AGAP010088	ADIR009292
OG0007028	AGAP000998	ADIR015667
OG0007029	AGAP010787	ADIR000674
OG0007030	AGAP008596	ADIR010914
OG0007031	AGAP007038	ADIR007861, ADIR007856
OG0007032	AGAP005549	ADIR004347
OG0007033	AGAP028105	ADIR000119
OG0007034	AGAP029565	ADIR004915
OG0007035	AGAP006521	ADIR007593
OG0007036	AGAP000567	ADIR011679
OG0007037	AGAP029571	ADIR004374
OG0007038	AGAP007596	ADIR007107
OG0007039	AGAP000720	ADIR000857
OG0007040	AGAP007968	ADIR006761
OG0007041	AGAP005274	ADIR004346
OG0007042	AGAP008046	ADIR011213
OG0007043	AGAP003537	ADIR010659
OG0007044	AGAP009174	ADIR006269
OG0007045	AGAP001315	ADIR009932
OG0007046	AGAP008742	ADIR004928
OG0007047	AGAP005289	ADIR001697
OG0007048	AGAP007006	ADIR003811
OG0007049	AGAP002915	ADIR002657
OG0007050	AGAP011483	ADIR000263
OG0007051	AGAP029470	ADIR011192
OG0007052	AGAP029106	ADIR009254
OG0007053	AGAP012236	ADIR009538
OG0007054	AGAP007667	ADIR007082
OG0007055	AGAP010693	ADIR009495
OG0007056	AGAP003685	ADIR005358
OG0007057	AGAP006478	ADIR007638
OG0007058	AGAP008613	ADIR010924
OG0007059	AGAP009688	ADIR004995
OG0007060	AGAP003076	ADIR003288
OG0007061	AGAP004829	ADIR011517
OG0007062	AGAP007563	ADIR007001
OG0007063	AGAP003604	ADIR006484
OG0007064	AGAP000713	ADIR000877
OG0007065	AGAP011279	ADIR010814
OG0007066	AGAP013031	ADIR010532
OG0007067	AGAP012079	ADIR002258
OG0007068	AGAP008764	ADIR004906
OG0007069	AGAP008889	ADIR006797
OG0007070	AGAP011716	ADIR009616
OG0007071	AGAP011139	ADIR001758
OG0007072	AGAP028643	ADIR005005
OG0007073	AGAP029462	ADIR008839
OG0007074	AGAP005142	ADIR003846
OG0007075	AGAP029601	ADIR005298
OG0007076	AGAP004718	ADIR009123
OG0007077	AGAP011308	ADIR002163
OG0007078	AGAP007080	ADIR007741
OG0007079	AGAP003374	ADIR008260
OG0007080	AGAP005279	ADIR008877
OG0007081	AGAP010235	ADIR004048
OG0007082	AGAP012353	ADIR000510
OG0007083	AGAP029677	ADIR008430
OG0007084	AGAP029515	ADIR009641
OG0007085	AGAP004502	ADIR006734
OG0007086	AGAP010599	ADIR000417
OG0007087	AGAP008254	ADIR011166
OG0007088	AGAP006762	ADIR003623
OG0007089	AGAP009115	ADIR006205
OG0007090	AGAP029908	ADIR010767
OG0007091	AGAP029489	ADIR007913
OG0007092	AGAP029624	ADIR002034
OG0007093	AGAP006340	ADIR016151
OG0007094	AGAP010261	ADIR004074
OG0007095	AGAP006776	ADIR003609
OG0007096	AGAP029540	ADIR006977
OG0007097	AGAP029986	ADIR004720
OG0007098	AGAP005552	ADIR008730
OG0007099	AGAP005091	ADIR008757
OG0007100	AGAP013289	ADIR001299
OG0007101	AGAP010214	ADIR004026
OG0007102	AGAP004066	ADIR006624
OG0007103	AGAP029456	ADIR011444
OG0007104	AGAP002186	ADIR008986
OG0007105	AGAP007883	ADIR011542
OG0007106	AGAP002276	ADIR004580
OG0007107	AGAP012345	ADIR000505
OG0007108	AGAP029529	ADIR005183
OG0007109	AGAP011336	ADIR002135
OG0007110	AGAP005943	ADIR007511
OG0007111	AGAP006096	ADIR008841
OG0007112	AGAP029566	ADIR009411
OG0007113	AGAP001754	ADIR008515
OG0007114	AGAP009160	ADIR006250
OG0007115	AGAP000114	ADIR001008
OG0007116	AGAP004824	ADIR009215
OG0007117	AGAP008482	ADIR011447
OG0007118	AGAP004781	ADIR009176
OG0007119	AGAP009087	ADIR006175
OG0007120	AGAP011996	ADIR004378
OG0007121	AGAP002232	ADIR008944
OG0007122	AGAP002229	ADIR008947
OG0007123	AGAP001158	ADIR010066
OG0007124	AGAP008559	ADIR010884
OG0007125	AGAP010026	ADIR009368
OG0007126	AGAP008532	ADIR004877
OG0007127	AGAP029594	ADIR000743
OG0007128	AGAP010886	ADIR005242
OG0007129	AGAP001238	ADIR009990
OG0007130	AGAP001993	ADIR010515
OG0007131	AGAP008851	ADIR009432
OG0007132	AGAP029909	ADIR011078
OG0007133	AGAP003128	ADIR003332
OG0007134	AGAP029458	ADIR004134
OG0007135	AGAP005490	ADIR008762
OG0007136	AGAP007099	ADIR016160
OG0007137	AGAP003616	ADIR006469
OG0007138	AGAP007478	ADIR007229
OG0007139	AGAP029987	ADIR009507
OG0007140	AGAP006254	ADIR006954
OG0007141	AGAP007388	ADIR007283
OG0007142	AGAP010805	ADIR011591
OG0007143	AGAP008778	ADIR004891
OG0007144	AGAP003198	ADIR002726
OG0007145	AGAP029493	ADIR004021
OG0007146	AGAP001410	ADIR002864
OG0007147	AGAP029634	ADIR003890
OG0007148	AGAP002334	ADIR006707
OG0007149	AGAP029513	ADIR010795
OG0007150	AGAP004025	ADIR005848
OG0007151	AGAP010324	ADIR005776
OG0007152	AGAP029814	ADIR016213
OG0007153	AGAP008790	ADIR004884
OG0007154	AGAP008726	ADIR004946
OG0007155	AGAP001126	ADIR010094
OG0007156	AGAP011217	ADIR000078
OG0007157	AGAP009626	ADIR004832
OG0007158	AGAP029983	ADIR010043
OG0007159	AGAP029446	ADIR008585
OG0007160	AGAP004692	ADIR005604
OG0007161	AGAP002041	ADIR016109
OG0007162	AGAP005162	ADIR008871
OG0007163	AGAP004930	ADIR001668
OG0007164	AGAP004544	ADIR004434
OG0007165	AGAP003428	ADIR008290
OG0007166	AGAP029913	ADIR007328
OG0007167	AGAP006627	ADIR007352
OG0007168	AGAP004881	ADIR009229
OG0007169	AGAP006730	ADIR003655
OG0007170	AGAP006702	ADIR003679
OG0007171	AGAP012051	ADIR002230
OG0007172	AGAP011600	ADIR000149
OG0007173	AGAP028468	ADIR016095
OG0007174	AGAP000035	ADIR001259
OG0007175	AGAP005619	ADIR006861
OG0007176	AGAP011690	ADIR001844
OG0007177	AGAP011875	ADIR015769
OG0007178	AGAP011766	ADIR002212
OG0007179	AGAP001531	ADIR011697
OG0007180	AGAP009750	ADIR005097
OG0007181	AGAP000048	ADIR001058
OG0007182	AGAP010678	ADIR009483
OG0007183	AGAP004865	ADIR009248
OG0007184	AGAP011777	ADIR002201
OG0007185	AGAP013258	ADIR010736
OG0007186	AGAP006357	ADIR008076
OG0007187	AGAP000659	ADIR000900
OG0007188	AGAP008635	ADIR000690
OG0007189	AGAP005117	ADIR003789
OG0007190	AGAP001626	ADIR010473
OG0007191	AGAP002461	ADIR008449
OG0007192	AGAP007690	ADIR015911
OG0007193	AGAP003060	ADIR003273
OG0007194	AGAP004274	ADIR008372
OG0007195	AGAP002853	ADIR003462
OG0007196	AGAP006569	ADIR007562
OG0007197	AGAP003156	ADIR006712
OG0007198	AGAP000153	ADIR015690
OG0007199	AGAP006531	ADIR007585
OG0007200	AGAP011098	ADIR010751
OG0007201	AGAP006892	ADIR004282
OG0007202	AGAP009536	ADIR005986
OG0007203	AGAP003670	ADIR005346
OG0007204	AGAP007491	ADIR007221
OG0007205	AGAP000825	ADIR001502
OG0007206	AGAP003088	ADIR003298
OG0007207	AGAP000413	ADIR001166
OG0007208	AGAP009915	ADIR004758
OG0007209	AGAP003069	ADIR003278
OG0007210	AGAP008130	ADIR011289
OG0007211	AGAP029910	ADIR001652
OG0007212	AGAP012443	ADIR008613
OG0007213	AGAP003600	ADIR002575
OG0007214	AGAP007174	ADIR007950
OG0007215	AGAP006992	ADIR008739
OG0007216	AGAP000928	ADIR011649
OG0007217	AGAP029619	ADIR008332
OG0007218	AGAP012543	ADIR005886
OG0007219	AGAP028421	ADIR004679
OG0007220	AGAP003168	ADIR006495
OG0007221	AGAP002982	ADIR003146
OG0007222	AGAP006820	ADIR003562
OG0007223	AGAP009066	ADIR011324
OG0007224	AGAP000368	ADIR001146
OG0007225	AGAP004215	ADIR005542
OG0007226	AGAP005321	ADIR003850
OG0007227	AGAP007873	ADIR005957
OG0007228	AGAP006940	ADIR004231
OG0007229	AGAP007501	ADIR007211
OG0007230	AGAP004679	ADIR009850
OG0007231	AGAP005918	ADIR003897
OG0007232	AGAP012964	ADIR011652
OG0007233	AGAP008350	ADIR011111
OG0007234	AGAP008549	ADIR010874
OG0007235	AGAP009199	ADIR006286
OG0007236	AGAP000171	ADIR001117
OG0007237	AGAP029813	ADIR007038
OG0007238	AGAP009565	ADIR008526
OG0007239	AGAP005963	ADIR007489
OG0007240	AGAP009599	ADIR007933
OG0007241	AGAP028053, AGAP006128	ADIR003874
OG0007242	AGAP005826	ADIR007790
OG0007243	AGAP007477	ADIR007230
OG0007244	AGAP007550	ADIR006991
OG0007245	AGAP000726	ADIR001439
OG0007246	AGAP005527	ADIR008705
OG0007247	AGAP029424	ADIR009326
OG0007248	AGAP000342	ADIR001232
OG0007249	AGAP013067	ADIR003955
OG0007250	AGAP000139	ADIR001448
OG0007251	AGAP013317, AGAP000933	ADIR011657
OG0007252	AGAP002757	ADIR009904
OG0007253	AGAP013320	ADIR008443
OG0007254	AGAP004691	ADIR009833
OG0007255	AGAP005797	ADIR007821
OG0007256	AGAP008114	ADIR011274
OG0007257	AGAP001674	ADIR010428
OG0007258	AGAP008268	ADIR000595
OG0007259	AGAP002877	ADIR003450
OG0007260	AGAP006683	ADIR003695
OG0007261	AGAP004210	ADIR005547
OG0007262	AGAP005783	ADIR007750
OG0007263	AGAP000929	ADIR011651
OG0007264	AGAP002212	ADIR008962
OG0007265	AGAP002906	ADIR002757
OG0007266	AGAP029376	ADIR002408
OG0007267	AGAP012175	ADIR000016
OG0007268	AGAP010938	ADIR005231
OG0007269	AGAP012341	ADIR000501
OG0007270	AGAP013535	ADIR003191
OG0007271	AGAP010981	ADIR001906
OG0007272	AGAP011768	ADIR002210
OG0007273	AGAP009973	ADIR009423
OG0007274	AGAP006133	ADIR003801
OG0007275	AGAP001867	ADIR002684
OG0007276	AGAP011776	ADIR002203
OG0007277	AGAP000745	ADIR004626
OG0007278	AGAP007503	ADIR007209
OG0007279	AGAP000483	ADIR001373
OG0007280	AGAP009763	ADIR005103
OG0007281	AGAP005526	ADIR008704
OG0007282	AGAP004056	ADIR008255
OG0007283	AGAP008100	ADIR011262
OG0007284	AGAP000466	ADIR001386
OG0007285	AGAP013472	ADIR002921
OG0007286	AGAP007541	ADIR015898
OG0007287	AGAP000329	ADIR000804
OG0007288	AGAP000532	ADIR001042
OG0007290	AGAP004209	ADIR005548
OG0007291	AGAP004954	ADIR001646
OG0007292	AGAP002159	ADIR009011
OG0007293	AGAP002826	ADIR003485
OG0007294	AGAP000222	ADIR011642
OG0007295	AGAP000506	ADIR000791
OG0007296	AGAP028526	ADIR000185
OG0007297	AGAP005812	ADIR007803
OG0007298	AGAP010849	ADIR002065
OG0007299	AGAP005565	ADIR008573
OG0007300	AGAP000968	ADIR000921
OG0007301	AGAP007124	ADIR008037
OG0007302	AGAP010518	ADIR015718
OG0007303	AGAP000256	ADIR010739
OG0007304	AGAP009424	ADIR006087
OG0007305	AGAP000592	ADIR000863
OG0007306	AGAP004323	ADIR002895
OG0007307	AGAP000513	ADIR000786
OG0007308	AGAP028522	ADIR000252
OG0007309	AGAP005771	ADIR007894
OG0007310	AGAP008660	ADIR006843
OG0007311	AGAP001751	ADIR008519
OG0007312	AGAP005815	ADIR007800
OG0007313	AGAP029191	ADIR007714
OG0007314	AGAP011487	ADIR000267
OG0007315	AGAP007925	ADIR005902
OG0007316	AGAP001258	ADIR014869
OG0007317	AGAP001590	ADIR010506
OG0007318	AGAP000685	ADIR005754
OG0007319	AGAP000169	ADIR000811
OG0007320	AGAP004827	ADIR011515
OG0007321	AGAP005006	ADIR001603
OG0007322	AGAP002328	ADIR006696
OG0007323	AGAP013115	ADIR003442
OG0007325	AGAP004955	ADIR001645
OG0007326	AGAP029605	ADIR010284
OG0007327	AGAP000783	ADIR001087
OG0007328	AGAP002719	ADIR010138
OG0007329	AGAP007919	ADIR005909
OG0007330	AGAP008042	ADIR011058
OG0007331	AGAP003556	ADIR010680
OG0007332	AGAP003643	ADIR005851
OG0007333	AGAP008301	ADIR011210
OG0007334	AGAP011810	ADIR002176
OG0007335	AGAP005217	ADIR009797
OG0007336	AGAP005312	ADIR003857
OG0007337	AGAP009780	ADIR005119
OG0007338	AGAP007769	ADIR010939
OG0007339	AGAP011635	ADIR000113
OG0007340	AGAP004644	ADIR005883
OG0007341	AGAP004660	ADIR009076
OG0007342	AGAP005976	ADIR007479
OG0007343	AGAP003772	ADIR015814
OG0007344	AGAP002680	ADIR010170
OG0007345	AGAP013122	ADIR002886
OG0007346	AGAP000144	ADIR001444
OG0007347	AGAP005219	ADIR009799
OG0007348	AGAP007157	ADIR007939
OG0007350	AGAP008575	ADIR010901
OG0007351	AGAP029975	ADIR006753
OG0007352	AGAP004513	ADIR006745
OG0007353	AGAP010346	ADIR009756
OG0007354	AGAP007084	ADIR007737
OG0007355	AGAP000078	ADIR001103
OG0007356	AGAP011743	ADIR009647
OG0007357	AGAP008334	ADIR011093
OG0007358	AGAP002335	ADIR006709
OG0007359	AGAP000098	ADIR001261
OG0007360	AGAP011522	ADIR000310
OG0007361	AGAP008694	ADIR004672
OG0007362	AGAP005806	ADIR007810
OG0007364	AGAP002662	ADIR010187
OG0007365	AGAP007648	ADIR007164
OG0007366	AGAP005845	ADIR007774
OG0007367	AGAP003457	ADIR008309
OG0007368	AGAP001047	ADIR000893
OG0007369	AGAP002600	ADIR010265
OG0007370	AGAP005711	ADIR007538
OG0007371	AGAP004029	ADIR005843
OG0007372	AGAP006901	ADIR004270
OG0007373	AGAP000555	ADIR001485
OG0007374	AGAP000245	ADIR001074
OG0007375	AGAP005425	ADIR008811
OG0007376	AGAP000656	ADIR001252
OG0007377	AGAP001402	ADIR002856
OG0007378	AGAP006652	ADIR007331
OG0007379	AGAP001640	ADIR010458
OG0007380	AGAP006173	ADIR007993
OG0007381	AGAP004889	ADIR009223
OG0007382	AGAP006809	ADIR003579
OG0007383	AGAP000213	ADIR011664
OG0007384	AGAP002978	ADIR005812
OG0007385	AGAP029527	ADIR006010
OG0007386	AGAP029050	ADIR004610
OG0007387	AGAP010768	ADIR011560
OG0007388	AGAP003021	ADIR003104
OG0007389	AGAP009005	ADIR004986
OG0007390	AGAP006830	ADIR004316
OG0007391	AGAP007113	ADIR016143
OG0007393	AGAP003736	ADIR002564
OG0007394	AGAP013211	ADIR002937
OG0007395	AGAP011441	ADIR000232
OG0007396	AGAP006249	ADIR006950
OG0007397	AGAP000769	ADIR001123
OG0007398	AGAP006273	ADIR007712
OG0007399	AGAP011874	ADIR015771
OG0007400	AGAP002262	ADIR005571
OG0007401	AGAP006682	ADIR003694
OG0007402	AGAP006635	ADIR007344
OG0007403	AGAP004890	ADIR009222
OG0007404	AGAP001925	ADIR003071
OG0007405	AGAP007521	ADIR007195
OG0007406	AGAP007243	ADIR008247
OG0007407	AGAP029700	ADIR016199
OG0007408	AGAP011769	ADIR002209
OG0007409	AGAP004750	ADIR009153
OG0007410	AGAP013391	ADIR006541
OG0007411	AGAP028176	ADIR000678
OG0007412	AGAP003506	ADIR010629
OG0007413	AGAP004096	ADIR002925
OG0007414	AGAP007638	ADIR007128
OG0007415	AGAP005555	ADIR008733
OG0007416	AGAP001798	ADIR006429
OG0007417	AGAP009531	ADIR005991
OG0007418	AGAP006185	ADIR007982
OG0007419	AGAP013338	ADIR005444
OG0007420	AGAP006956	ADIR004216
OG0007421	AGAP011584	ADIR000156
OG0007422	AGAP003839	ADIR010693
OG0007423	AGAP007327	ADIR016156
OG0007424	AGAP000934	ADIR011644
OG0007425	AGAP000214	ADIR011663
OG0007426	AGAP011636	ADIR000112
OG0007427	AGAP005978	ADIR007475
OG0007428	AGAP005071	ADIR008668
OG0007429	AGAP006736	ADIR003651
OG0007430	AGAP007303	ADIR008205
OG0007431	AGAP005179	ADIR001554
OG0007432	AGAP028174	ADIR009670
OG0007434	AGAP005118	ADIR003788
OG0007435	AGAP011417	ADIR009606
OG0007436	AGAP006969	ADIR008594
OG0007437	AGAP012534	ADIR009441
OG0007438	AGAP029668	ADIR011525
OG0007439	AGAP009799	ADIR005140
OG0007440	AGAP006142	ADIR007925
OG0007441	AGAP002352	ADIR002595
OG0007442	AGAP011101	ADIR001704
OG0007443	AGAP029528	ADIR001614
OG0007444	AGAP000306	ADIR005293
OG0007445	AGAP000407	ADIR001157
OG0007446	AGAP007479	ADIR007228
OG0007447	AGAP002281	ADIR006645
OG0007448	AGAP007114	ADIR008048
OG0007449	AGAP005577	ADIR007183
OG0007450	AGAP009958	ADIR009345
OG0007451	AGAP010003	ADIR009397
OG0007452	AGAP010358	ADIR009744
OG0007453	AGAP002199	ADIR008972
OG0007454	AGAP011296	ADIR010794
OG0007455	AGAP005368	ADIR003719
OG0007457	AGAP007389	ADIR007282
OG0007459	AGAP002945	ADIR006589
OG0007460	AGAP003510	ADIR010633
OG0007461	AGAP005466	ADIR008776
OG0007462	AGAP003519	ADIR010643
OG0007463	AGAP009568	ADIR011503
OG0007464	AGAP009664	ADIR005018
OG0007465	AGAP028068	ADIR006787
OG0007466	AGAP028088	ADIR004685
OG0007468	AGAP011809	ADIR002177
OG0007469	AGAP006825	ADIR004319
OG0007470	AGAP004957	ADIR001643
OG0007471	AGAP007081	ADIR007740
OG0007472	AGAP000763	ADIR001505
OG0007473	AGAP007052	ADIR007872
OG0007474	AGAP027998	ADIR000158
OG0007475	AGAP004373	ADIR005435
OG0007476	AGAP005088	ADIR008678
OG0007477	AGAP004923	ADIR001671
OG0007478	AGAP000097	ADIR001262
OG0007479	AGAP004801	ADIR009198
OG0007480	AGAP006601	ADIR007378
OG0007481	AGAP000472	ADIR002384
OG0007482	AGAP007827	ADIR000754
OG0007483	AGAP007474	ADIR007232
OG0007484	AGAP001391	ADIR002848
OG0007485	AGAP006350	ADIR008081
OG0007487	AGAP008328	ADIR011085
OG0007488	AGAP004871	ADIR009240
OG0007489	AGAP002366	ADIR002605
OG0007490	AGAP000512	ADIR000787
OG0007491	AGAP007688	ADIR007060
OG0007492	AGAP003413	ADIR008278
OG0007493	AGAP000765	ADIR001506
OG0007494	AGAP000074	ADIR000982
OG0007495	AGAP003172, AGAP003170	ADIR006496
OG0007496	AGAP005183	ADIR015698
OG0007497	AGAP004348	ADIR005411
OG0007498	AGAP005599	ADIR007170
OG0007499	AGAP006625	ADIR007354
OG0007500	AGAP004363	ADIR005424
OG0007501	AGAP000522	ADIR001032
OG0007502	AGAP010571	ADIR000391
OG0007503	AGAP002828	ADIR003484
OG0007504	AGAP010872	ADIR002080
OG0007505	AGAP028121	ADIR005726
OG0007506	AGAP011027	ADIR002022
OG0007507	AGAP006452	ADIR007664
OG0007508	AGAP009008	ADIR004982
OG0007509	AGAP002663	ADIR010186
OG0007510	AGAP009180	ADIR006275
OG0007511	AGAP000273	ADIR003938
OG0007512	AGAP008842	ADIR015507
OG0007513	AGAP007725	ADIR007025
OG0007514	AGAP005532	ADIR008711
OG0007515	AGAP004090	ADIR002915
OG0007516	AGAP007367	ADIR007305
OG0007517	AGAP002080	ADIR003015
OG0007518	AGAP029600	ADIR000327
OG0007519	AGAP008047	ADIR011215
OG0007520	AGAP004798	ADIR009195
OG0007521	AGAP028591	ADIR001366
OG0007522	AGAP005448	ADIR008795
OG0007523	AGAP000043	ADIR001066
OG0007524	AGAP004866	ADIR009245
OG0007525	AGAP005376	ADIR003713
OG0007526	AGAP009063	ADIR004734
OG0007527	AGAP007760	ADIR011698
OG0007528	AGAP005507	ADIR008687
OG0007529	AGAP004154	ADIR002992
OG0007530	AGAP006528	ADIR007587
OG0007531	AGAP003303	ADIR008401
OG0007532	AGAP004108	ADIR002939
OG0007533	AGAP000589	ADIR001481
OG0007534	AGAP004144	ADIR002981
OG0007536	AGAP005778	ADIR007886
OG0007537	AGAP006764	ADIR003621
OG0007538	AGAP009518	ADIR006006
OG0007539	AGAP000309	ADIR001492
OG0007541	AGAP029532	ADIR011016
OG0007542	AGAP009377, AGAP009365	ADIR015523
OG0007543	AGAP006038	ADIR016164
OG0007544	AGAP003183	ADIR006508
OG0007545	AGAP029796	ADIR009124
OG0007546	AGAP012190	ADIR000004
OG0007547	AGAP028194	ADIR009672
OG0007548	AGAP000943	ADIR005216
OG0007549	AGAP029609	ADIR001896
OG0007550	AGAP008817	ADIR011361
OG0007551	AGAP009167	ADIR006262
OG0007552	AGAP003159	ADIR002577
OG0007553	AGAP002830	ADIR003482
OG0007554	AGAP009645	ADIR004813
OG0007555	AGAP008488	ADIR011453
OG0007556	AGAP008324	ADIR011081
OG0007557	AGAP012023	ADIR009677
OG0007558	AGAP009282	ADIR011204
OG0007559	AGAP010875	ADIR005256
OG0007560	AGAP010432	ADIR005725
OG0007561	AGAP006266	ADIR007707
OG0007562	AGAP029616	ADIR002235
OG0007563	AGAP008995	ADIR005042
OG0007564	AGAP004653	ADIR009085
OG0007565	AGAP004888	ADIR009224
OG0007566	AGAP000467	ADIR001385
OG0007567	AGAP008115	ADIR011275
OG0007568	AGAP005226	ADIR009805
OG0007569	AGAP007868	ADIR005962
OG0007570	AGAP005533	ADIR008722
OG0007571	AGAP003269	ADIR002787
OG0007572	AGAP001287	ADIR009953
OG0007573	AGAP004623	ADIR005861
OG0007574	AGAP005471	ADIR015684
OG0007575	AGAP003332	ADIR006510
OG0007576	AGAP029656	ADIR016157
OG0007577	AGAP011620	ADIR000127
OG0007578	AGAP004284	ADIR005551
OG0007579	AGAP003312	ADIR008412
OG0007580	AGAP010160	ADIR004015
OG0007581	AGAP007682	ADIR007067
OG0007582	AGAP028648	ADIR004741
OG0007583	AGAP012369	ADIR000529
OG0007584	AGAP013007	ADIR002745
OG0007585	AGAP001710	ADIR010384
OG0007586	AGAP001337	ADIR010564
OG0007587	AGAP005356	ADIR003729
OG0007588	AGAP000617	ADIR000842
OG0007589	AGAP000249	ADIR001078
OG0007590	AGAP029243	ADIR001739
OG0007591	AGAP004664	ADIR009072
OG0007592	AGAP010876	ADIR005255
OG0007593	AGAP002333	ADIR006704
OG0007594	AGAP003498	ADIR008347
OG0007595	AGAP009775	ADIR005114
OG0007596	AGAP010178	ADIR003998
OG0007597	AGAP002931	ADIR008508
OG0007598	AGAP007835	ADIR000763
OG0007599	AGAP002367	ADIR002606
OG0007600	AGAP005622	ADIR006863
OG0007601	AGAP005953	ADIR007501
OG0007602	AGAP002775	ADIR003542
OG0007603	AGAP006073	ADIR007969
OG0007604	AGAP012174	ADIR000017
OG0007605	AGAP011119	ADIR001733
OG0007606	AGAP003797	ADIR006548
OG0007607	AGAP006022	ADIR016153
OG0007608	AGAP010080	ADIR009297
OG0007610	AGAP000635	ADIR001277
OG0007611	AGAP000533	ADIR001046
OG0007613	AGAP005101	ADIR003870
OG0007614	AGAP001035	ADIR002379
OG0007615	AGAP003311	ADIR008411
OG0007616	AGAP007212	ADIR004144
OG0007617	AGAP000445	ADIR001403
OG0007618	AGAP003091	ADIR003301
OG0007619	AGAP005019	ADIR001587
OG0007620	AGAP005175	ADIR015671
OG0007621	AGAP005617	ADIR006859
OG0007622	AGAP006265	ADIR007703
OG0007623	AGAP007999	ADIR011019
OG0007624	AGAP005585	ADIR007176
OG0007625	AGAP000219	ADIR011659
OG0007626	AGAP013384	ADIR015776
OG0007627	AGAP006083	ADIR008827
OG0007628	AGAP012404	ADIR000536
OG0007629	AGAP013084	ADIR000940
OG0007630	AGAP009315	ADIR006140
OG0007631	AGAP000955	ADIR000807
OG0007632	AGAP004476	ADIR010597
OG0007633	AGAP005995	ADIR007461
OG0007634	AGAP005546	ADIR008726
OG0007635	AGAP005153	ADIR003836
OG0007636	AGAP003887	ADIR003393
OG0007637	AGAP012256	ADIR009559
OG0007638	AGAP005115	ADIR003791
OG0007639	AGAP000011	ADIR004131
OG0007640	AGAP002736	ADIR009923
OG0007641	AGAP008939	ADIR011428
OG0007642	AGAP006932	ADIR004241
OG0007643	AGAP000727	ADIR001438
OG0007644	AGAP007126	ADIR008035
OG0007645	AGAP004553	ADIR004424
OG0007646	AGAP005122	ADIR003784
OG0007647	AGAP002112	ADIR003171
OG0007648	AGAP000688	ADIR000948
OG0007649	AGAP000737	ADIR004617
OG0007650	AGAP002992	ADIR003137
OG0007651	AGAP009827	ADIR005166
OG0007652	AGAP006805	ADIR003583
OG0007653	AGAP028628	ADIR000115
OG0007654	AGAP007872	ADIR005958
OG0007655	AGAP013292	ADIR006502
OG0007656	AGAP001985	ADIR010521
OG0007657	AGAP006031	ADIR008119
OG0007658	AGAP007010	ADIR007830
OG0007659	AGAP013041	ADIR003178
OG0007660	AGAP002441	ADIR006398
OG0007661	AGAP005727	ADIR007401
OG0007662	AGAP000875	ADIR004650, ADIR003967
OG0007663	AGAP003038	ADIR006451
OG0007664	AGAP013079	ADIR005331
OG0007665	AGAP002391	ADIR004560
OG0007666	AGAP009487	ADIR006034
OG0007667	AGAP004213	ADIR005543
OG0007668	AGAP006245	ADIR006946
OG0007669	AGAP000143	ADIR001445
OG0007670	AGAP013001	ADIR005367
OG0007671	AGAP004419	ADIR005472
OG0007672	AGAP012739, AGAP004219	ADIR005539
OG0007674	AGAP000395	ADIR003941
OG0007675	AGAP008798	ADIR004879
OG0007676	AGAP006104	ADIR008583
OG0007677	AGAP005874	ADIR003825
OG0007678	AGAP005328	ADIR003760
OG0007679	AGAP010687	ADIR009490
OG0007680	AGAP000863	ADIR001197
OG0007681	AGAP000247	ADIR001076
OG0007682	AGAP008153	ADIR001126
OG0007683	AGAP004828	ADIR011516
OG0007684	AGAP011038	ADIR002032
OG0007685	AGAP000121	ADIR001472
OG0007686	AGAP009034	ADIR004954
OG0007687	AGAP012947	ADIR006695
OG0007688	AGAP007307	ADIR008199
OG0007689	AGAP002529	ADIR010334
OG0007690	AGAP005832	ADIR007785
OG0007691	AGAP000544	ADIR001416
OG0007692	AGAP000977	ADIR004646
OG0007693	AGAP009925	ADIR004768
OG0007694	AGAP008080	ADIR011241
OG0007695	AGAP028642	ADIR005992
OG0007696	AGAP012161	ADIR000029
OG0007697	AGAP000062	ADIR000967
OG0007698	AGAP009291	ADIR000617
