Orthogroup	AgambiaePEST	AminimusMINIMUS1
OG0008558	AGAP002190	AMIN003078
OG0008560	AGAP005930	AMIN010696
OG0008561	AGAP006127	AMIN010688
OG0008563	AGAP004534	AMIN004906
OG0008564	AGAP000530	AMIN005276
OG0008566	AGAP028453	AMIN011335
OG0008567	AGAP013519	AMIN002420
OG0008568	AGAP004735	AMIN007450
OG0008569	AGAP003338	AMIN002871
OG0008570	AGAP004662	AMIN000118
OG0008571	AGAP028693	AMIN006568
OG0008572	AGAP010372	AMIN006566
OG0008573	AGAP010379	AMIN006573
OG0008574	AGAP028146	AMIN006570
OG0008575	AGAP000010	AMIN005348
OG0008576	AGAP000499	AMIN005244
OG0008577	AGAP010303	AMIN000056
OG0008578	AGAP010275	AMIN001117
OG0008579	AGAP010274	AMIN001118
OG0008580	AGAP010264	AMIN001128
OG0008581	AGAP006684	AMIN010140
OG0008583	AGAP004668	AMIN000123
OG0008584	AGAP002341	AMIN000213
OG0008585	AGAP006879	AMIN007652
OG0008586	AGAP006882	AMIN007655
OG0008588	AGAP006883	AMIN007656
OG0008591	AGAP029581	AMIN004584
OG0008592	AGAP005646	AMIN016213
OG0008593	AGAP002067	AMIN003374
OG0008594	AGAP001597	AMIN003409
OG0008595	AGAP004960	AMIN011455
OG0008596	AGAP007366	AMIN010507
OG0008598	AGAP005007	AMIN011487
OG0008599	AGAP009118	AMIN009661
OG0008600	AGAP007042	AMIN011101
OG0008601	AGAP008877	AMIN001642
OG0008602	AGAP007785	AMIN006370
OG0008603	AGAP003773	AMIN016171
OG0008604	AGAP003776	AMIN016167
OG0008605	AGAP013518	AMIN002265
OG0008606	AGAP011540	AMIN008899
OG0008608	AGAP008815	AMIN007191
OG0008609	AGAP009776	AMIN009511
OG0008610	AGAP011249	AMIN008348
OG0008611	AGAP008116	AMIN006159
OG0008612	AGAP007846	AMIN007161
OG0008613	AGAP011079	AMIN008513
OG0008614	AGAP011087	AMIN008504
OG0008615	AGAP007309	AMIN010553
OG0008616	AGAP008424	AMIN009782
OG0008617	AGAP009745	AMIN009487
OG0008618	AGAP011997	AMIN004419
OG0008619	AGAP007028	AMIN011115
OG0008620	AGAP006219	AMIN011338
OG0008621	AGAP007027	AMIN011116
OG0008622	AGAP004584	AMIN004946
OG0008623	AGAP004587	AMIN000006
OG0008624	AGAP002756	AMIN000100
OG0008625	AGAP004800	AMIN008140
OG0008626	AGAP004362	AMIN004754
OG0008627	AGAP004301	AMIN002997
OG0008628	AGAP002375	AMIN004678
OG0008629	AGAP003490	AMIN000902
OG0008630	AGAP013753	AMIN001778
OG0008631	AGAP006771	AMIN010070
OG0008632	AGAP028090	AMIN009410
OG0008634	AGAP000964	AMIN005117
OG0008635	AGAP005631	AMIN007566
OG0008637	AGAP010883	AMIN009273
OG0008638	AGAP001007	AMIN005396
OG0008639	AGAP004126	AMIN000960
OG0008640	AGAP007285	AMIN010575
OG0008641	AGAP005496	AMIN010823
OG0008642	AGAP006134	AMIN010680
OG0008643	AGAP007160	AMIN010658
OG0008644	AGAP006630	AMIN007766
OG0008645	AGAP009766	AMIN009503
OG0008647	AGAP006821	AMIN007617
OG0008649	AGAP009735	AMIN009477
OG0008650	AGAP008093	AMIN006178
OG0008651	AGAP012500	AMIN007519
OG0008652	AGAP012515	AMIN007509
OG0008653	AGAP012521	AMIN000063
OG0008655	AGAP003665	AMIN004025
OG0008656	AGAP003664	AMIN004022
OG0008657	AGAP002250	AMIN000154
OG0008658	AGAP003592	AMIN015786
OG0008659	AGAP005957	AMIN010974
OG0008660	AGAP006458, AGAP006457	AMIN014616
OG0008661	AGAP005958	AMIN010973
OG0008662	AGAP009061	AMIN015764
OG0008663	AGAP007394	AMIN010481
OG0008664	AGAP002821	AMIN003663
OG0008665	AGAP005405	AMIN008090
OG0008666	AGAP002428	AMIN002692
OG0008669	AGAP010846	AMIN004464
OG0008671	AGAP007571	AMIN010239
OG0008672	AGAP001490	AMIN002383
OG0008673	AGAP010197	AMIN001196
OG0008674	AGAP002735	AMIN003580
OG0008675	AGAP001152	AMIN002317
OG0008676	AGAP003902	AMIN000265
OG0008677	AGAP005904	AMIN015639
OG0008678	AGAP006399	AMIN007971
OG0008679	AGAP006402	AMIN007967
OG0008680	AGAP003841	AMIN003022
OG0008681	AGAP008571	AMIN000988
OG0008682	AGAP000678	AMIN002044
OG0008683	AGAP002007	AMIN003316
OG0008684	AGAP004510	AMIN004885
OG0008685	AGAP003944	AMIN000301
OG0008687	AGAP002048	AMIN003356
OG0008688	AGAP005216	AMIN010734
OG0008689	AGAP005223	AMIN010727
OG0008690	AGAP005218	AMIN010732
OG0008692	AGAP000543	AMIN005296
OG0008693	AGAP008921	AMIN005896
OG0008694	AGAP003790	AMIN002909
OG0008695	AGAP008691	AMIN001323
OG0008697	AGAP028516	AMIN008365
OG0008698	AGAP007795	AMIN006384
OG0008699	AGAP010013	AMIN006716
OG0008702	AGAP001484	AMIN002382
OG0008703	AGAP001112	AMIN002352
OG0008704	AGAP006353	AMIN008011
OG0008705	AGAP001335	AMIN000524
OG0008706	AGAP007281	AMIN010578
OG0008707	AGAP013248	AMIN008037
OG0008708	AGAP006282	AMIN008038
OG0008710	AGAP007219	AMIN010617
OG0008711	AGAP004755	AMIN008095
OG0008712	AGAP002265	AMIN000138
OG0008713	AGAP013539, AGAP003281	AMIN000361
OG0008714	AGAP011687	AMIN008771
OG0008715	AGAP002841	AMIN003234
OG0008716	AGAP029199	AMIN002988
OG0008717	AGAP003905	AMIN000268
OG0008718	AGAP004314	AMIN015522
OG0008719	AGAP028723	AMIN009002
OG0008720	AGAP001261	AMIN015826
OG0008721	AGAP001522	AMIN016283
OG0008722	AGAP011371	AMIN004266
OG0008723	AGAP000556	AMIN005309
OG0008724	AGAP000480	AMIN008264
OG0008725	AGAP010690	AMIN008673
OG0008726	AGAP010350	AMIN006544
OG0008728	AGAP011494	AMIN009036
OG0008729	AGAP003351	AMIN014272
OG0008730	AGAP002551	AMIN002560
OG0008731	AGAP000470	AMIN005612
OG0008732	AGAP004145	AMIN004212
OG0008733	AGAP005470	AMIN010804
OG0008734	AGAP009122, AGAP028031	AMIN009666
OG0008735	AGAP028095	AMIN009667
OG0008736	AGAP009414	AMIN001808
OG0008737	AGAP009406	AMIN001804
OG0008738	AGAP011724	AMIN008732
OG0008739	AGAP005003	AMIN011483
OG0008740	AGAP005509	AMIN010837
OG0008741	AGAP005004	AMIN011484
OG0008742	AGAP005510	AMIN010838
OG0008743	AGAP005511	AMIN015646
OG0008744	AGAP004629	AMIN000052
OG0008746	AGAP004630	AMIN000053
OG0008747	AGAP009812	AMIN009544
OG0008750	AGAP005586	AMIN010898
OG0008751	AGAP004633	AMIN000081
OG0008752	AGAP002857	AMIN003225
OG0008753	AGAP003148	AMIN004633
OG0008754	AGAP002222	AMIN000820
OG0008755	AGAP002217	AMIN000815
OG0008756	AGAP002216	AMIN000814
OG0008757	AGAP002215	AMIN000813
OG0008758	AGAP013480	AMIN004104
OG0008759	AGAP004246	AMIN004105
OG0008761	AGAP000743	AMIN005155
OG0008762	AGAP000127	AMIN005091
OG0008763	AGAP009335	AMIN001765
OG0008764	AGAP000341	AMIN005493
OG0008765	AGAP013392	AMIN001958
OG0008766	AGAP000856	AMIN002063
OG0008767	AGAP000830	AMIN005556
OG0008769	AGAP005126	AMIN007288
OG0008770	AGAP005128	AMIN007291
OG0008771	AGAP005135	AMIN007298
OG0008772	AGAP005185	AMIN007347
OG0008773	AGAP001569	AMIN003386
OG0008774	AGAP003177	AMIN002759
OG0008775	AGAP003178	AMIN002757
OG0008776	AGAP002655	AMIN003647
OG0008777	AGAP009023	AMIN001572
OG0008778	AGAP009024	AMIN001573
OG0008779	AGAP008407	AMIN001690
OG0008780	AGAP009022	AMIN001571
OG0008781	AGAP006247	AMIN008084
OG0008782	AGAP000092	AMIN005057
OG0008783	AGAP011820	AMIN004327
OG0008784	AGAP029666	AMIN006551
OG0008786	AGAP007025	AMIN011118
OG0008787	AGAP005633	AMIN007569
OG0008788	AGAP007026	AMIN011117
OG0008789	AGAP006451	AMIN007915
OG0008790	AGAP003630	AMIN002801
OG0008792	AGAP029646	AMIN002180
OG0008793	AGAP004085	AMIN004668
OG0008794	AGAP002659	AMIN003643
OG0008795	AGAP002656	AMIN003646
OG0008797	AGAP002657	AMIN003645
OG0008798	AGAP009934	AMIN006801
OG0008799	AGAP000795	AMIN002007
OG0008800	AGAP000394	AMIN005647
OG0008801	AGAP005040	AMIN011530
OG0008802	AGAP005045	AMIN011535
OG0008803	AGAP004574	AMIN004936
OG0008805	AGAP004060	AMIN002625
OG0008806	AGAP004599	AMIN000018
OG0008807	AGAP003167	AMIN002765
OG0008809	AGAP007671	AMIN010310
OG0008810	AGAP005323	AMIN007587
OG0008812	AGAP013243	AMIN002440
OG0008813	AGAP001544	AMIN002435
OG0008814	AGAP028409	AMIN008480
OG0008815	AGAP003749	AMIN015869
OG0008816	AGAP004812	AMIN008151
OG0008817	AGAP004678	AMIN007514
OG0008819	AGAP010486	AMIN001237
OG0008820	AGAP004405	AMIN004791
OG0008821	AGAP004403	AMIN004789
OG0008822	AGAP009029	AMIN001024
OG0008824	AGAP001042	AMIN005617
OG0008825	AGAP001041	AMIN005618
OG0008826	AGAP028410	AMIN008451
OG0008827	AGAP011173	AMIN008411
OG0008828	AGAP002143	AMIN003122
OG0008829	AGAP011130	AMIN008452
OG0008830	AGAP003580	AMIN000186
OG0008832	AGAP006547	AMIN007824
OG0008833	AGAP012361	AMIN009338
OG0008834	AGAP028197	AMIN001673
OG0008835	AGAP007970	AMIN006299
OG0008836	AGAP000102	AMIN005067
OG0008837	AGAP003906	AMIN000269
OG0008838	AGAP006518	AMIN007851
OG0008839	AGAP006542	AMIN007828
OG0008840	AGAP028025	AMIN007205
OG0008841	AGAP011301	AMIN009188
OG0008842	AGAP011300	AMIN009189
OG0008845	AGAP003686	AMIN004693
OG0008846	AGAP028190	AMIN009774
OG0008847	AGAP000100	AMIN005065
OG0008848	AGAP013263	AMIN003791
OG0008849	AGAP001326	AMIN016238
OG0008851	AGAP009862	AMIN009587
OG0008852	AGAP028228	AMIN001656
OG0008853	AGAP001106	AMIN002358
OG0008854	AGAP006828	AMIN007624
OG0008855	AGAP004239	AMIN004110
OG0008856	AGAP004241	AMIN015884
OG0008857	AGAP004424	AMIN004807
OG0008858	AGAP000485	AMIN005228
OG0008859	AGAP005072	AMIN007602
OG0008860	AGAP006974	AMIN009967
OG0008861	AGAP004753	AMIN008093
OG0008863	AGAP009070	AMIN009615
OG0008864	AGAP006623	AMIN007772
OG0008865	AGAP007711	AMIN010344
OG0008866	AGAP005896	AMIN011563
OG0008867	AGAP003319	AMIN002844
OG0008869	AGAP010134	AMIN007215
OG0008870	AGAP013742	AMIN016292
OG0008873	AGAP000387	AMIN005655
OG0008874	AGAP003027	AMIN003732
OG0008876	AGAP000447	AMIN005593
OG0008877	AGAP001068	AMIN005795
OG0008879	AGAP005518	AMIN015512
OG0008880	AGAP005515	AMIN015637
OG0008881	AGAP000235	AMIN005516
OG0008883	AGAP003945	AMIN000303
OG0008884	AGAP012178	AMIN004445
OG0008885	AGAP012093	AMIN008261
OG0008886	AGAP007083	AMIN011221
OG0008887	AGAP011253	AMIN008343
OG0008888	AGAP003308	AMIN000333
OG0008889	AGAP009059	AMIN001053
OG0008891	AGAP007745	AMIN006332
OG0008892	AGAP001543	AMIN002434
OG0008893	AGAP004700	AMIN007488
OG0008895	AGAP000785	AMIN002019
OG0008896	AGAP002902	AMIN000723
OG0008897	AGAP011934	AMIN008610
OG0008899	AGAP002997	AMIN003699
OG0008900	AGAP001311	AMIN015820
OG0008901	AGAP002996	AMIN003698
OG0008902	AGAP011107	AMIN008484
OG0008903	AGAP005910	AMIN015586
OG0008904	AGAP009341	AMIN001770
OG0008906	AGAP009860	AMIN009582
OG0008907	AGAP004501	AMIN004875
OG0008908	AGAP006999	AMIN009984
OG0008909	AGAP006663	AMIN007735
OG0008910	AGAP028452	AMIN007734
OG0008911	AGAP006624	AMIN007771
OG0008912	AGAP010879	AMIN009270
OG0008914	AGAP006057	AMIN009895
OG0008915	AGAP002486	AMIN002498
OG0008916	AGAP009221	AMIN009753
OG0008917	AGAP011439	AMIN008986
OG0008918	AGAP004312	AMIN002989
OG0008919	AGAP011730	AMIN008725
OG0008920	AGAP009292	AMIN001734
OG0008921	AGAP008683	AMIN001317
OG0008922	AGAP008516	AMIN001448
OG0008923	AGAP001486	AMIN002385
OG0008924	AGAP006175	AMIN011308
OG0008925	AGAP010723	AMIN009237
OG0008926	AGAP029468	AMIN009271
OG0008927	AGAP008157	AMIN006118
OG0008928	AGAP008160	AMIN006115
OG0008929	AGAP000248	AMIN005814
OG0008930	AGAP003496	AMIN000897
OG0008932	AGAP003037	AMIN003742
OG0008933	AGAP001703	AMIN003513
OG0008934	AGAP001107	AMIN002357
OG0008935	AGAP005334	AMIN016299
OG0008937	AGAP006633	AMIN007763
OG0008938	AGAP003320	AMIN002847
OG0008939	AGAP005784	AMIN011208
OG0008940	AGAP007893	AMIN007107
OG0008941	AGAP002174	AMIN003093
OG0008942	AGAP007540	AMIN016028
OG0008943	AGAP010307	AMIN000066
OG0008944	AGAP010255	AMIN001137
OG0008946	AGAP006474	AMIN007894
OG0008948	AGAP013410	AMIN005199
OG0008949	AGAP006955	AMIN007724
OG0008950	AGAP003585	AMIN000189
OG0008951	AGAP009922	AMIN006818
OG0008952	AGAP008970	AMIN009414
OG0008953	AGAP009787	AMIN009521
OG0008954	AGAP002953	AMIN003164
OG0008955	AGAP008503	AMIN001459
OG0008956	AGAP010585	AMIN008185
OG0008957	AGAP028076	AMIN009109
OG0008958	AGAP011761	AMIN004274
OG0008959	AGAP004936	AMIN011429
OG0008961	AGAP006966	AMIN015948
OG0008963	AGAP011157	AMIN008425
OG0008964	AGAP004086	AMIN004667
OG0008965	AGAP006783	AMIN010058
OG0008966	AGAP002896	AMIN000712
OG0008967	AGAP006839	AMIN007635
OG0008968	AGAP008187	AMIN006092
OG0008969	AGAP029906	AMIN004941
OG0008970	AGAP004576	AMIN004940
OG0008971	AGAP010253	AMIN001139
OG0008972	AGAP001058	AMIN006498
OG0008973	AGAP004338	AMIN004737
OG0008974	AGAP006163	AMIN011295
OG0008976	AGAP000209	AMIN005542
OG0008977	AGAP007492	AMIN010429
OG0008978	AGAP001573	AMIN003391
OG0008979	AGAP006144	AMIN010672
OG0008981	AGAP011963	AMIN008633
OG0008982	AGAP001044	AMIN005614
OG0008983	AGAP013524	AMIN004218
OG0008984	AGAP027993	AMIN009496
OG0008985	AGAP009142	AMIN009687
OG0008986	AGAP001251	AMIN015835
OG0008987	AGAP008135	AMIN006141
OG0008988	AGAP028623	AMIN008358
OG0008989	AGAP003240	AMIN000388
OG0008990	AGAP013348	AMIN005204
OG0008992	AGAP013538	AMIN003945
OG0008993	AGAP007867	AMIN007137
OG0008994	AGAP003648	AMIN002584
OG0008995	AGAP003334	AMIN002867
OG0008996	AGAP003567	AMIN000168
OG0008997	AGAP002629	AMIN003936
OG0008998	AGAP003244	AMIN000382
OG0009000	AGAP001753	AMIN000762
OG0009001	AGAP029602	AMIN006197
OG0009002	AGAP010982	AMIN008634
OG0009003	AGAP004349	AMIN004746
OG0009004	AGAP006149	AMIN010667
OG0009005	AGAP000392	AMIN005649
OG0009006	AGAP000892	AMIN001072
OG0009007	AGAP029531	AMIN006694
OG0009008	AGAP010273	AMIN001119
OG0009009	AGAP000756	AMIN005143
OG0009010	AGAP007799	AMIN006389
OG0009011	AGAP029805	AMIN004137
OG0009012	AGAP028608	AMIN007825
OG0009013	AGAP029582	AMIN002432
OG0009014	AGAP006116	AMIN007733
OG0009015	AGAP001945	AMIN000505
OG0009016	AGAP002715	AMIN003601
OG0009017	AGAP010152	AMIN007231
OG0009018	AGAP003043	AMIN003751
OG0009019	AGAP003680	AMIN004038
OG0009020	AGAP010048	AMIN006683
OG0009021	AGAP029628	AMIN008711
OG0009022	AGAP010158	AMIN007236
OG0009023	AGAP004341	AMIN004741
OG0009024	AGAP002690	AMIN003618
OG0009025	AGAP005717	AMIN011024
OG0009026	AGAP010388	AMIN006584
OG0009028	AGAP002153	AMIN003112
OG0009029	AGAP002711	AMIN003604
OG0009030	AGAP002787	AMIN000796
OG0009031	AGAP003077	AMIN003783
OG0009033	AGAP008467	AMIN009806
OG0009034	AGAP004541	AMIN004909
OG0009035	AGAP001365	AMIN000548
OG0009036	AGAP006653	AMIN007746
OG0009037	AGAP002068	AMIN003375
OG0009038	AGAP029580	AMIN006046
OG0009039	AGAP003714	AMIN004719
OG0009040	AGAP011421	AMIN008971
OG0009041	AGAP002135	AMIN015490
OG0009042	AGAP006108	AMIN009954
OG0009043	AGAP007899	AMIN007100
OG0009045	AGAP006835	AMIN007632
OG0009046	AGAP010825	AMIN006983
OG0009047	AGAP028639	AMIN009360
OG0009048	AGAP009189	AMIN009730
OG0009049	AGAP004674	AMIN006457
OG0009050	AGAP029573	AMIN002957
OG0009051	AGAP003895	AMIN000257
OG0009052	AGAP004453	AMIN004834
OG0009053	AGAP008656	AMIN015763
OG0009054	AGAP000115	AMIN005079
OG0009055	AGAP003877	AMIN000238
OG0009056	AGAP012999	AMIN004088
OG0009057	AGAP029574	AMIN001439
OG0009059	AGAP005506	AMIN010831
OG0009060	AGAP013201	AMIN015864
OG0009061	AGAP012986	AMIN002043
OG0009062	AGAP010817	AMIN006990
OG0009063	AGAP003283	AMIN000358
OG0009064	AGAP006448	AMIN007918
OG0009065	AGAP000013	AMIN002080
OG0009066	AGAP012195	AMIN015677
OG0009067	AGAP028021	AMIN015968
OG0009068	AGAP028578	AMIN005740
OG0009070	AGAP006147	AMIN010669
OG0009072	AGAP002899	AMIN000720
OG0009073	AGAP000446	AMIN005592
OG0009074	AGAP013262	AMIN005240
OG0009076	AGAP011802	AMIN004303
OG0009078	AGAP007917	AMIN007083
OG0009079	AGAP028599	AMIN001889
OG0009080	AGAP004469	AMIN004850
OG0009083	AGAP004638	AMIN000088
OG0009084	AGAP029617	AMIN005049
OG0009086	AGAP005463	AMIN010795
OG0009089	AGAP003406	AMIN003870
OG0009090	AGAP001330	AMIN016227
OG0009091	AGAP013414	AMIN002661
OG0009092	AGAP004008	AMIN002816
OG0009094	AGAP029151	AMIN007009
OG0009095	AGAP003160	AMIN002771
OG0009096	AGAP010542	AMIN001278
OG0009097	AGAP004667	AMIN000120
OG0009098	AGAP003010	AMIN003718
OG0009099	AGAP010520	AMIN001268
OG0009100	AGAP013715	AMIN006270
OG0009101	AGAP009206	AMIN016021
OG0009102	AGAP011472	AMIN009014
OG0009103	AGAP004462	AMIN004843
OG0009104	AGAP000786	AMIN002018
OG0009105	AGAP003712	AMIN004716
OG0009106	AGAP013374	AMIN004103
OG0009107	AGAP011973	AMIN004392
OG0009110	AGAP003748	AMIN002944
OG0009111	AGAP001361	AMIN004510
OG0009112	AGAP010222	AMIN001169
OG0009113	AGAP028485	AMIN002941
OG0009114	AGAP029187	AMIN007906
OG0009115	AGAP013508	AMIN004833
OG0009116	AGAP006706	AMIN010124
OG0009118	AGAP009404, AGAP028209	AMIN001802
OG0009119	AGAP002379	AMIN004675
OG0009120	AGAP005793	AMIN011131
OG0009121	AGAP005093	AMIN007589
OG0009122	AGAP010416	AMIN004971
OG0009123	AGAP008833	AMIN001589
OG0009124	AGAP008397	AMIN005913
OG0009125	AGAP029621	AMIN001441
OG0009126	AGAP028400	AMIN010095
OG0009127	AGAP006701	AMIN010129
OG0009128	AGAP002741	AMIN003572
OG0009129	AGAP029439	AMIN005318
OG0009130	AGAP009759	AMIN009498
OG0009131	AGAP009789	AMIN009523
OG0009132	AGAP008937	AMIN009380
OG0009134	AGAP004000	AMIN002821
OG0009135	AGAP006267	AMIN008058
OG0009136	AGAP000369	AMIN005677
OG0009137	AGAP000345	AMIN005497
OG0009138	AGAP000535	AMIN005283
OG0009139	AGAP000996	AMIN005402
OG0009140	AGAP004714	AMIN007475
OG0009142	AGAP005859	AMIN011199
OG0009143	AGAP004879	AMIN011660
OG0009144	AGAP005946	AMIN010984
OG0009146	AGAP002050	AMIN003357
OG0009147	AGAP028473	AMIN000146
OG0009148	AGAP001736	AMIN015876
OG0009149	AGAP029087	AMIN000929
OG0009150	AGAP013022	AMIN001987
OG0009155	AGAP010413	AMIN004969
OG0009156	AGAP029604	AMIN005425
OG0009157	AGAP011771	AMIN004283
OG0009158	AGAP000119	AMIN005083
OG0009159	AGAP008977	AMIN009419
OG0009160	AGAP004130	AMIN000965
OG0009161	AGAP011935	AMIN008611
OG0009162	AGAP004730	AMIN007456
OG0009163	AGAP001322	AMIN016242
OG0009164	AGAP011440	AMIN008987
OG0009165	AGAP000457	AMIN005600
OG0009166	AGAP005522	AMIN015671
OG0009167	AGAP004831	AMIN011616
OG0009168	AGAP010960	AMIN009247
OG0009169	AGAP002321	AMIN004602
OG0009170	AGAP008735	AMIN001374
OG0009171	AGAP009641	AMIN001497
OG0009172	AGAP004331	AMIN004728
OG0009173	AGAP013343	AMIN000794
OG0009174	AGAP007439	AMIN010459
OG0009176	AGAP006480	AMIN007887
OG0009177	AGAP001643	AMIN003452
OG0009178	AGAP028438	AMIN011392
OG0009179	AGAP002442	AMIN002708
OG0009180	AGAP006871	AMIN007644
OG0009182	AGAP006465	AMIN007904
OG0009183	AGAP004787	AMIN008129
OG0009185	AGAP003241	AMIN000387
OG0009186	AGAP002658	AMIN003644
OG0009187	AGAP006470	AMIN007899
OG0009188	AGAP008855	AMIN001612
OG0009190	AGAP009407	AMIN001805
OG0009191	AGAP006947	AMIN007719
OG0009192	AGAP002453	AMIN002725
OG0009193	AGAP000382	AMIN005668
OG0009194	AGAP009480	AMIN001855
OG0009196	AGAP029583	AMIN015768
OG0009197	AGAP006479	AMIN007888
OG0009198	AGAP006259	AMIN008070
OG0009199	AGAP007607	AMIN010247
OG0009200	AGAP013184	AMIN000380
OG0009201	AGAP004580	AMIN004945
OG0009202	AGAP029360	AMIN010015
OG0009203	AGAP028066	AMIN001041
OG0009205	AGAP002852	AMIN003228
OG0009206	AGAP006884	AMIN007657
OG0009207	AGAP005525	AMIN010849
OG0009208	AGAP012658, AGAP007283	AMIN010577
OG0009209	AGAP006900	AMIN007676
OG0009211	AGAP012310	AMIN006865
OG0009212	AGAP029056	AMIN004467
OG0009213	AGAP002336	AMIN000207
OG0009214	AGAP005805	AMIN011146
OG0009216	AGAP008442	AMIN009798
OG0009217	AGAP000728	AMIN005172
OG0009218	AGAP028513	AMIN008420
OG0009219	AGAP003001	AMIN003710
OG0009222	AGAP000898	AMIN001081
OG0009223	AGAP004397	AMIN004782
OG0009224	AGAP001319	AMIN016243
OG0009225	AGAP008745	AMIN001382
OG0009226	AGAP001051	AMIN005778
OG0009227	AGAP001225	AMIN016249
OG0009228	AGAP008242	AMIN006045
OG0009229	AGAP000888	AMIN001939
OG0009230	AGAP003621	AMIN002792
OG0009231	AGAP001008	AMIN016184
OG0009232	AGAP001091	AMIN005767
OG0009233	AGAP004036	AMIN002605
OG0009234	AGAP002936	AMIN003182
OG0009235	AGAP003313	AMIN002837
OG0009236	AGAP028407	AMIN004912
OG0009238	AGAP011524	AMIN009067
OG0009239	AGAP010283	AMIN001109
OG0009241	AGAP010203	AMIN015808
OG0009242	AGAP006773	AMIN010068
OG0009243	AGAP007278	AMIN002135
OG0009244	AGAP028543	AMIN006950
OG0009245	AGAP001045	AMIN001534
OG0009246	AGAP028130	AMIN004397
OG0009247	AGAP013298	AMIN003569
OG0009248	AGAP028586	AMIN014359
OG0009249	AGAP028054	AMIN001664
OG0009251	AGAP011884	AMIN008571
OG0009252	AGAP011836	AMIN004344
OG0009253	AGAP013446	AMIN003835
OG0009254	AGAP003994	AMIN002828
OG0009255	AGAP029738	AMIN009323
OG0009257	AGAP003492	AMIN000900
OG0009258	AGAP012975	AMIN005523
OG0009259	AGAP003418	AMIN003859
OG0009261	AGAP013445	AMIN003858
OG0009262	AGAP000205	AMIN002032
OG0009263	AGAP028210	AMIN011538
OG0009264	AGAP002378	AMIN004676
OG0009265	AGAP004665	AMIN000126
OG0009266	AGAP013413	AMIN005325
OG0009267	AGAP000303	AMIN001970
OG0009268	AGAP000156	AMIN005441
OG0009269	AGAP005005	AMIN011485
OG0009270	AGAP028111	AMIN001025
OG0009271	AGAP003329	AMIN002857
OG0009273	AGAP005138	AMIN007301
OG0009274	AGAP010302	AMIN000057
OG0009275	AGAP004440	AMIN004822
OG0009276	AGAP028573	AMIN006760
OG0009277	AGAP013339	AMIN002723
OG0009279	AGAP001735	AMIN003543
OG0009280	AGAP028129	AMIN014629
OG0009281	AGAP000687	AMIN005855
OG0009282	AGAP000882	AMIN001944
OG0009283	AGAP029058	AMIN010615
OG0009284	AGAP006242	AMIN008089
OG0009285	AGAP029673	AMIN016185
OG0009286	AGAP007256	AMIN010594
OG0009288	AGAP001493	AMIN005066
OG0009289	AGAP013309	AMIN003610
OG0009291	AGAP003933	AMIN000291
OG0009292	AGAP013145	AMIN003502
OG0009293	AGAP006748	AMIN010089
OG0009294	AGAP029402	AMIN006020
OG0009295	AGAP011118	AMIN008464
OG0009296	AGAP013506	AMIN005563
OG0009297	AGAP006471	AMIN007897
OG0009298	AGAP029293	AMIN009196
OG0009300	AGAP009661	AMIN001517
OG0009301	AGAP008961	AMIN009406
OG0009302	AGAP007107	AMIN011246
OG0009305	AGAP009324	AMIN001754
OG0009306	AGAP001790	AMIN000692
OG0009307	AGAP011704	AMIN008757
OG0009308	AGAP028651, AGAP010263	AMIN001129
OG0009309	AGAP007483	AMIN010435
OG0009311	AGAP003123	AMIN004659
OG0009313	AGAP000657	AMIN005753
OG0009314	AGAP005340	AMIN007383
OG0009315	AGAP002633	AMIN003932
OG0009316	AGAP004191	AMIN004161
OG0009317	AGAP005192	AMIN007352
OG0009319	AGAP005073	AMIN007601
OG0009320	AGAP003847	AMIN004069
OG0009323	AGAP007066	AMIN011078
OG0009325	AGAP001474	AMIN002374
OG0009326	AGAP007584	AMIN010227
OG0009327	AGAP007703	AMIN010339
OG0009328	AGAP013430	AMIN002846
OG0009334	AGAP013435	AMIN005092
OG0009336	AGAP002642	AMIN003920
OG0009337	AGAP000316	AMIN001954
OG0009342	AGAP002484	AMIN002493
OG0009353	AGAP011619	AMIN008825
OG0009354	AGAP011955	AMIN008625
OG0009355	AGAP000854	AMIN002065
OG0009356	AGAP029611	AMIN004471
OG0009357	AGAP009054	AMIN016235
OG0009357	AGAP028085	AMIN014490
OG0009358	AGAP005679	AMIN010163
OG0009358	AGAP005677	AMIN010164
OG0009359	AGAP006348	AMIN008014
OG0009360	AGAP005457, AGAP005458	AMIN010791
OG0009363	AGAP028566, AGAP028567	AMIN014173
OG0009364	AGAP009855	AMIN015681
OG0009366	AGAP006524	AMIN007845
OG0009367	AGAP029924, AGAP029923	AMIN009836
OG0009368	AGAP002863	AMIN006495
OG0009369	AGAP012544, AGAP011949, AGAP011950	AMIN015729
OG0009387	AGAP002907	AMIN000728
OG0009389	AGAP003483	AMIN015795
OG0009390	AGAP003199	AMIN002476
OG0009391	AGAP001096	AMIN016226
OG0009392	AGAP028205	AMIN014126
OG0009395	AGAP008997	AMIN009439
OG0009398	AGAP010684, AGAP012594	AMIN008678
OG0009403	AGAP002670	AMIN003634
OG0009405	AGAP011321	AMIN009168
OG0009406	AGAP011323	AMIN009164
OG0009408	AGAP007368	AMIN010505
OG0009409	AGAP000690	AMIN005851
OG0009410	AGAP012393	AMIN008930
OG0009411	AGAP012406	AMIN008921
OG0009413	AGAP007878	AMIN007125
OG0009418	AGAP011758	AMIN004272
OG0009421	AGAP004159	AMIN004196
OG0009423	AGAP004158	AMIN004197
