Orthogroup	AgambiaePEST	CquinquefasciatusJHB2020
OG0008504	AGAP012496	CQUJHB011212
OG0008505	AGAP029369	CQUJHB016114
OG0008506	AGAP013365	CQUJHB012048
OG0008507	AGAP002162	CQUJHB014325
OG0008508	AGAP003150	CQUJHB015244
OG0008509	AGAP001346	CQUJHB008369
OG0008511	AGAP001343	CQUJHB000245
OG0008512	AGAP001345	CQUJHB002616
OG0008513	AGAP013178	CQUJHB003539
OG0008516	AGAP006867	CQUJHB002721
OG0008517	AGAP005916	CQUJHB007896
OG0008519	AGAP002835	CQUJHB014014
OG0008520	AGAP008190	CQUJHB011181
OG0008521	AGAP009602	CQUJHB013299
OG0008522	AGAP009600	CQUJHB004697
OG0008523	AGAP005822	CQUJHB002268
OG0008524	AGAP002937	CQUJHB015455
OG0008525	AGAP002802	CQUJHB009253
OG0008526	AGAP002795	CQUJHB003672
OG0008527	AGAP002796	CQUJHB008315, CQUJHB010387
OG0008528	AGAP005159	CQUJHB008426
OG0008529	AGAP005158	CQUJHB007911
OG0008530	AGAP012265	CQUJHB005846
OG0008531	AGAP012419	CQUJHB004939
OG0008532	AGAP029680	CQUJHB015473
OG0008533	AGAP006802	CQUJHB008358
OG0008534	AGAP006800	CQUJHB010045
OG0008535	AGAP006804	CQUJHB010480
OG0008536	AGAP007762	CQUJHB015259
OG0008537	AGAP007773	CQUJHB005556
OG0008538	AGAP007767	CQUJHB017114
OG0008539	AGAP007764	CQUJHB013445
OG0008541	AGAP004559	CQUJHB001214
OG0008542	AGAP004895	CQUJHB013448
OG0008544	AGAP010568	CQUJHB005033
OG0008545	AGAP001935	CQUJHB004218
OG0008546	AGAP001937	CQUJHB013756
OG0008547	AGAP011887	CQUJHB017764
OG0008548	AGAP001536	CQUJHB000034
OG0008549	AGAP000538	CQUJHB012421
OG0008550	AGAP010593	CQUJHB003362
OG0008551	AGAP010740	CQUJHB012330
OG0008552	AGAP000707	CQUJHB011668
OG0008553	AGAP004716	CQUJHB012100
OG0008554	AGAP011186	CQUJHB016958
OG0008555	AGAP002595	CQUJHB014126
OG0008556	AGAP004372	CQUJHB008206
OG0008557	AGAP013748, AGAP010227	CQUJHB011731
OG0008558	AGAP002190	CQUJHB020395
OG0008559	AGAP029690	CQUJHB015602
OG0008560	AGAP005930	CQUJHB012874
OG0008561	AGAP006127	CQUJHB018246
OG0008563	AGAP004534	CQUJHB002156
OG0008564	AGAP000530	CQUJHB005509
OG0008565	AGAP012053	CQUJHB014201
OG0008566	AGAP028453	CQUJHB009530
OG0008567	AGAP013519	CQUJHB001980
OG0008568	AGAP004735	CQUJHB005821
OG0008569	AGAP003338	CQUJHB017521
OG0008571	AGAP028693	CQUJHB004067
OG0008572	AGAP010372	CQUJHB010406
OG0008573	AGAP010379	CQUJHB004690
OG0008574	AGAP028146	CQUJHB003928
OG0008575	AGAP000010	CQUJHB004087
OG0008576	AGAP000499	CQUJHB007890
OG0008577	AGAP010303	CQUJHB000559
OG0008581	AGAP006684	CQUJHB016645
OG0008582	AGAP003938	CQUJHB011912
OG0008583	AGAP004668	CQUJHB000021
OG0008584	AGAP002341	CQUJHB010300
OG0008585	AGAP006879	CQUJHB014330
OG0008586	AGAP006882	CQUJHB016823
OG0008587	AGAP006887	CQUJHB010176
OG0008588	AGAP006883	CQUJHB008164
OG0008589	AGAP002363	CQUJHB012224
OG0008590	AGAP004099	CQUJHB008368
OG0008591	AGAP029581	CQUJHB012946
OG0008592	AGAP005646	CQUJHB016274
OG0008593	AGAP002067	CQUJHB004231
OG0008594	AGAP001597	CQUJHB013728
OG0008595	AGAP004960	CQUJHB006154
OG0008596	AGAP007366	CQUJHB004954
OG0008597	AGAP007387	CQUJHB009783
OG0008599	AGAP009118	CQUJHB009682
OG0008600	AGAP007042	CQUJHB008989
OG0008601	AGAP008877	CQUJHB014085
OG0008602	AGAP007785	CQUJHB014643
OG0008603	AGAP003773	CQUJHB001109
OG0008604	AGAP003776	CQUJHB001277
OG0008605	AGAP013518	CQUJHB004821
OG0008606	AGAP011540	CQUJHB016310
OG0008607	AGAP009866	CQUJHB000974
OG0008608	AGAP008815	CQUJHB000844
OG0008609	AGAP009776	CQUJHB006485
OG0008610	AGAP011249	CQUJHB018074
OG0008612	AGAP007846	CQUJHB003621
OG0008613	AGAP011079	CQUJHB005153
OG0008614	AGAP011087	CQUJHB001745
OG0008615	AGAP007309	CQUJHB002426
OG0008616	AGAP008424	CQUJHB006730
OG0008617	AGAP009745	CQUJHB004322
OG0008618	AGAP011997	CQUJHB001321
OG0008619	AGAP007028	CQUJHB014244
OG0008620	AGAP006219	CQUJHB005728
OG0008621	AGAP007027	CQUJHB009437
OG0008625	AGAP004800	CQUJHB018389
OG0008626	AGAP004362	CQUJHB012498
OG0008627	AGAP004301	CQUJHB012236
OG0008628	AGAP002375	CQUJHB016465
OG0008629	AGAP003490	CQUJHB006798
OG0008630	AGAP013753	CQUJHB011090
OG0008631	AGAP006771	CQUJHB009434
OG0008632	AGAP028090	CQUJHB001644
OG0008633	AGAP007214	CQUJHB011752
OG0008634	AGAP000964	CQUJHB005785
OG0008635	AGAP005631	CQUJHB005088
OG0008636	AGAP010464	CQUJHB000314
OG0008637	AGAP010883	CQUJHB013629
OG0008638	AGAP001007	CQUJHB006872
OG0008639	AGAP004126	CQUJHB013423
OG0008640	AGAP007285	CQUJHB012470
OG0008641	AGAP005496	CQUJHB000503
OG0008642	AGAP006134	CQUJHB015242
OG0008643	AGAP007160	CQUJHB018161
OG0008644	AGAP006630	CQUJHB013913
OG0008645	AGAP009766	CQUJHB003048
OG0008646	AGAP009768	CQUJHB004692
OG0008647	AGAP006821	CQUJHB002708
OG0008648	AGAP009673	CQUJHB007604
OG0008649	AGAP009735	CQUJHB011587
OG0008651	AGAP012500	CQUJHB006717
OG0008652	AGAP012515	CQUJHB014909
OG0008653	AGAP012521	CQUJHB011382
OG0008654	AGAP009668	CQUJHB016635
OG0008655	AGAP003665	CQUJHB013562
OG0008656	AGAP003664	CQUJHB010533
OG0008657	AGAP002250	CQUJHB013267
OG0008658	AGAP003592	CQUJHB008795
OG0008659	AGAP005957	CQUJHB001904
OG0008660	AGAP006458, AGAP006457	CQUJHB014802
OG0008661	AGAP005958	CQUJHB016313
OG0008663	AGAP007394	CQUJHB010765
OG0008664	AGAP002821	CQUJHB017054
OG0008666	AGAP002428	CQUJHB017456
OG0008669	AGAP010846	CQUJHB005133
OG0008670	AGAP007714	CQUJHB006947
OG0008671	AGAP007571	CQUJHB018170
OG0008672	AGAP001490	CQUJHB006520
OG0008673	AGAP010197	CQUJHB000884
OG0008674	AGAP002735	CQUJHB008056
OG0008675	AGAP001152	CQUJHB001879
OG0008676	AGAP003902	CQUJHB001752
OG0008678	AGAP006399	CQUJHB011186
OG0008679	AGAP006402	CQUJHB017570
OG0008680	AGAP003841	CQUJHB004271
OG0008681	AGAP008571	CQUJHB016746
OG0008683	AGAP002007	CQUJHB015065
OG0008684	AGAP004510	CQUJHB000450
OG0008685	AGAP003944	CQUJHB005085
OG0008687	AGAP002048	CQUJHB015317
OG0008691	AGAP000884	CQUJHB010569
OG0008692	AGAP000543	CQUJHB006618
OG0008693	AGAP008921	CQUJHB012560
OG0008695	AGAP008691	CQUJHB011072
OG0008696	AGAP004522	CQUJHB012569
OG0008697	AGAP028516	CQUJHB014455
OG0008698	AGAP007795	CQUJHB016053
OG0008699	AGAP010013	CQUJHB001669
OG0008700	AGAP012334	CQUJHB008102
OG0008701	AGAP012218	CQUJHB015438
OG0008702	AGAP001484	CQUJHB016966
OG0008703	AGAP001112	CQUJHB012905
OG0008704	AGAP006353	CQUJHB014365
OG0008705	AGAP001335	CQUJHB006013
OG0008706	AGAP007281	CQUJHB009175
OG0008707	AGAP013248	CQUJHB006757
OG0008708	AGAP006282	CQUJHB001803
OG0008709	AGAP007218	CQUJHB013508
OG0008710	AGAP007219	CQUJHB002593
OG0008711	AGAP004755	CQUJHB014340
OG0008712	AGAP002265	CQUJHB014807
OG0008713	AGAP013539, AGAP003281	CQUJHB013134
OG0008714	AGAP011687	CQUJHB006006
OG0008715	AGAP002841	CQUJHB006010
OG0008717	AGAP003905	CQUJHB004752
OG0008718	AGAP004314	CQUJHB009508
OG0008719	AGAP028723	CQUJHB000877
OG0008720	AGAP001261	CQUJHB002419
OG0008721	AGAP001522	CQUJHB015404
OG0008722	AGAP011371	CQUJHB015760
OG0008724	AGAP000480	CQUJHB008788
OG0008725	AGAP010690	CQUJHB013355
OG0008726	AGAP010350	CQUJHB006244
OG0008727	AGAP002509	CQUJHB002371
OG0008728	AGAP011494	CQUJHB013011
OG0008729	AGAP003351	CQUJHB007667
OG0008730	AGAP002551	CQUJHB017294
OG0008731	AGAP000470	CQUJHB016695
OG0008734	AGAP009122, AGAP028031	CQUJHB013310
OG0008735	AGAP028095	CQUJHB001662
OG0008736	AGAP009414	CQUJHB003343
OG0008737	AGAP009406	CQUJHB003134
OG0008738	AGAP011724	CQUJHB011329
OG0008744	AGAP004629	CQUJHB017504
OG0008745	AGAP004490	CQUJHB001135
OG0008746	AGAP004630	CQUJHB008827
OG0008747	AGAP009812	CQUJHB011338
OG0008749	AGAP012587	CQUJHB010663
OG0008750	AGAP005586	CQUJHB001469
OG0008751	AGAP004633	CQUJHB001405
OG0008752	AGAP002857	CQUJHB015479
OG0008753	AGAP003148	CQUJHB000358
OG0008754	AGAP002222	CQUJHB013510
OG0008755	AGAP002217	CQUJHB014997
OG0008756	AGAP002216	CQUJHB015546
OG0008757	AGAP002215	CQUJHB017889
OG0008758	AGAP013480	CQUJHB012673
OG0008759	AGAP004246	CQUJHB002660
OG0008760	AGAP004245	CQUJHB008702
OG0008761	AGAP000743	CQUJHB010060
OG0008762	AGAP000127	CQUJHB001586
OG0008763	AGAP009335	CQUJHB005500
OG0008768	AGAP004853	CQUJHB011816
OG0008769	AGAP005126	CQUJHB011748
OG0008770	AGAP005128	CQUJHB002360
OG0008771	AGAP005135	CQUJHB007373
OG0008772	AGAP005185	CQUJHB011097
OG0008773	AGAP001569	CQUJHB018231
OG0008774	AGAP003177	CQUJHB001893
OG0008775	AGAP003178	CQUJHB014635
OG0008776	AGAP002655	CQUJHB005321
OG0008781	AGAP006247	CQUJHB012493
OG0008782	AGAP000092	CQUJHB007987
OG0008783	AGAP011820	CQUJHB006035
OG0008784	AGAP029666	CQUJHB005056
OG0008785	AGAP005635	CQUJHB016773
OG0008786	AGAP007025	CQUJHB005952
OG0008787	AGAP005633	CQUJHB003280
OG0008788	AGAP007026	CQUJHB003738
OG0008790	AGAP003630	CQUJHB018271
OG0008792	AGAP029646	CQUJHB017070
OG0008798	AGAP009934	CQUJHB007765
OG0008802	AGAP005045	CQUJHB017831
OG0008803	AGAP004574	CQUJHB000273
OG0008804	AGAP006070	CQUJHB000779
OG0008805	AGAP004060	CQUJHB008263
OG0008806	AGAP004599	CQUJHB017904
OG0008807	AGAP003167	CQUJHB011461
OG0008808	AGAP010159	CQUJHB016236
OG0008809	AGAP007671	CQUJHB018082
OG0008810	AGAP005323	CQUJHB006684
OG0008811	AGAP001545	CQUJHB005060
OG0008812	AGAP013243	CQUJHB004553
OG0008813	AGAP001544	CQUJHB014362
OG0008814	AGAP028409	CQUJHB007265
OG0008815	AGAP003749	CQUJHB004482
OG0008817	AGAP004678	CQUJHB011274
OG0008818	AGAP005729	CQUJHB017998
OG0008819	AGAP010486	CQUJHB005513
OG0008820	AGAP004405	CQUJHB017710
OG0008821	AGAP004403	CQUJHB011365
OG0008822	AGAP009029	CQUJHB002153
OG0008823	AGAP009030	CQUJHB012196
OG0008824	AGAP001042	CQUJHB012675
OG0008825	AGAP001041	CQUJHB005374
OG0008827	AGAP011173	CQUJHB000910
OG0008828	AGAP002143	CQUJHB014874
OG0008830	AGAP003580	CQUJHB008777
OG0008831	AGAP012358, AGAP012892	CQUJHB010780
OG0008832	AGAP006547	CQUJHB014402
OG0008833	AGAP012361	CQUJHB015939
OG0008834	AGAP028197	CQUJHB013692
OG0008835	AGAP007970	CQUJHB018189
OG0008838	AGAP006518	CQUJHB004646
OG0008839	AGAP006542	CQUJHB012926
OG0008840	AGAP028025	CQUJHB002867
OG0008841	AGAP011301	CQUJHB002399
OG0008842	AGAP011300	CQUJHB003164
OG0008843	AGAP010719	CQUJHB007221
OG0008844	AGAP003699, AGAP003697	CQUJHB008889
OG0008845	AGAP003686	CQUJHB001151
OG0008846	AGAP028190	CQUJHB014124
OG0008848	AGAP013263	CQUJHB004893
OG0008849	AGAP001326	CQUJHB004924
OG0008850	AGAP002107	CQUJHB002703
OG0008851	AGAP009862	CQUJHB013406
OG0008852	AGAP028228	CQUJHB015675
OG0008853	AGAP001106	CQUJHB018351
OG0008854	AGAP006828	CQUJHB011904
OG0008855	AGAP004239	CQUJHB010735
OG0008856	AGAP004241	CQUJHB008600
OG0008857	AGAP004424	CQUJHB013642
OG0008859	AGAP005072	CQUJHB001647
OG0008860	AGAP006974	CQUJHB014488
OG0008861	AGAP004753	CQUJHB006642
OG0008862	AGAP028730	CQUJHB011121
OG0008863	AGAP009070	CQUJHB007550
OG0008864	AGAP006623	CQUJHB010608
OG0008865	AGAP007711	CQUJHB015389
OG0008866	AGAP005896	CQUJHB007041
OG0008867	AGAP003319	CQUJHB009953
OG0008868	AGAP008002	CQUJHB012891
OG0008869	AGAP010134	CQUJHB000299
OG0008870	AGAP013742	CQUJHB015845
OG0008871	AGAP005272	CQUJHB004938
OG0008872	AGAP003196, AGAP013219	CQUJHB006549, CQUJHB001087
OG0008873	AGAP000387	CQUJHB017621
OG0008874	AGAP003027	CQUJHB007642
OG0008875	AGAP003026	CQUJHB010258
OG0008876	AGAP000447	CQUJHB002580
OG0008877	AGAP001068	CQUJHB011687
OG0008878	AGAP008500	CQUJHB010899
OG0008882	AGAP011360	CQUJHB003890
OG0008883	AGAP003945	CQUJHB003660
OG0008884	AGAP012178	CQUJHB006481
OG0008885	AGAP012093	CQUJHB013156
OG0008886	AGAP007083	CQUJHB006079
OG0008887	AGAP011253	CQUJHB011565
OG0008888	AGAP003308	CQUJHB011916
OG0008889	AGAP009059	CQUJHB016149
OG0008890	AGAP006916	CQUJHB013297
OG0008892	AGAP001543	CQUJHB001460
OG0008893	AGAP004700	CQUJHB005602
OG0008894	AGAP009305	CQUJHB005613
OG0008895	AGAP000785	CQUJHB017223
OG0008896	AGAP002902	CQUJHB013118
OG0008897	AGAP011934	CQUJHB004191
OG0008899	AGAP002997	CQUJHB012102
OG0008900	AGAP001311	CQUJHB010488
OG0008901	AGAP002996	CQUJHB012944
OG0008902	AGAP011107	CQUJHB008994
OG0008904	AGAP009341	CQUJHB005600
OG0008905	AGAP012228	CQUJHB012438
OG0008906	AGAP009860	CQUJHB000798
OG0008907	AGAP004501	CQUJHB008039
OG0008908	AGAP006999	CQUJHB007166
OG0008909	AGAP006663	CQUJHB017457
OG0008910	AGAP028452	CQUJHB014748
OG0008911	AGAP006624	CQUJHB013133
OG0008912	AGAP010879	CQUJHB007075
OG0008914	AGAP006057	CQUJHB009020
OG0008915	AGAP002486	CQUJHB011830
OG0008916	AGAP009221	CQUJHB011403
OG0008917	AGAP011439	CQUJHB007864
OG0008918	AGAP004312	CQUJHB001052
OG0008919	AGAP011730	CQUJHB007153
OG0008921	AGAP008683	CQUJHB010380
OG0008922	AGAP008516	CQUJHB014275
OG0008923	AGAP001486	CQUJHB011043
OG0008924	AGAP006175	CQUJHB001361
OG0008925	AGAP010723	CQUJHB000014
OG0008926	AGAP029468	CQUJHB003307
OG0008927	AGAP008157	CQUJHB017063
OG0008928	AGAP008160	CQUJHB000576
OG0008929	AGAP000248	CQUJHB008318
OG0008930	AGAP003496	CQUJHB001587
OG0008931	AGAP003036	CQUJHB014173
OG0008932	AGAP003037	CQUJHB005839
OG0008933	AGAP001703	CQUJHB004089
OG0008934	AGAP001107	CQUJHB015926
OG0008935	AGAP005334	CQUJHB015354
OG0008936	AGAP003089	CQUJHB012458
OG0008938	AGAP003320	CQUJHB012266
OG0008939	AGAP005784	CQUJHB002811
OG0008940	AGAP007893	CQUJHB004972
OG0008941	AGAP002174	CQUJHB011460
OG0008942	AGAP007540	CQUJHB017921
OG0008943	AGAP010307	CQUJHB003210
OG0008944	AGAP010255	CQUJHB006562
OG0008945	AGAP003843	CQUJHB000670
OG0008947	AGAP007689	CQUJHB005478
OG0008948	AGAP013410	CQUJHB000088
OG0008949	AGAP006955	CQUJHB016464
OG0008950	AGAP003585	CQUJHB015088
OG0008951	AGAP009922	CQUJHB009147, CQUJHB006770
OG0008952	AGAP008970	CQUJHB010118
OG0008953	AGAP009787	CQUJHB010196
OG0008955	AGAP008503	CQUJHB012066
OG0008956	AGAP010585	CQUJHB018352
OG0008957	AGAP028076	CQUJHB002816
OG0008958	AGAP011761	CQUJHB011584
OG0008959	AGAP004936	CQUJHB009725
OG0008961	AGAP006966	CQUJHB004351
OG0008962	AGAP001718	CQUJHB010334
OG0008963	AGAP011157	CQUJHB012710
OG0008965	AGAP006783	CQUJHB003649
OG0008966	AGAP002896	CQUJHB005311
OG0008967	AGAP006839	CQUJHB004565
OG0008968	AGAP008187	CQUJHB005165
OG0008971	AGAP010253	CQUJHB014629
OG0008972	AGAP001058	CQUJHB002729
OG0008973	AGAP004338	CQUJHB008630
OG0008974	AGAP006163	CQUJHB003197
OG0008975	AGAP006685	CQUJHB006748
OG0008977	AGAP007492	CQUJHB004732
OG0008978	AGAP001573	CQUJHB010705
OG0008979	AGAP006144	CQUJHB007294
OG0008980	AGAP006600	CQUJHB018183
OG0008981	AGAP011963	CQUJHB001758
OG0008982	AGAP001044	CQUJHB001830
OG0008983	AGAP013524	CQUJHB012607
OG0008984	AGAP027993	CQUJHB012121
OG0008985	AGAP009142	CQUJHB016376
OG0008986	AGAP001251	CQUJHB016335
OG0008987	AGAP008135	CQUJHB002538
OG0008988	AGAP028623	CQUJHB012688
OG0008989	AGAP003240	CQUJHB000653
OG0008990	AGAP013348	CQUJHB014222
OG0008991	AGAP005314	CQUJHB010202
OG0008992	AGAP013538	CQUJHB003002
OG0008993	AGAP007867	CQUJHB011468
OG0008994	AGAP003648	CQUJHB006094
OG0008995	AGAP003334	CQUJHB007233
OG0008996	AGAP003567	CQUJHB015890
OG0008997	AGAP002629	CQUJHB011806
OG0008998	AGAP003244	CQUJHB006692
OG0008999	AGAP009322	CQUJHB002117
OG0009001	AGAP029602	CQUJHB001987
OG0009002	AGAP010982	CQUJHB001000
OG0009003	AGAP004349	CQUJHB017206
OG0009004	AGAP006149	CQUJHB012331
OG0009005	AGAP000392	CQUJHB012711
OG0009006	AGAP000892	CQUJHB010844
OG0009007	AGAP029531	CQUJHB005140
OG0009008	AGAP010273	CQUJHB009255
OG0009009	AGAP000756	CQUJHB004463
OG0009010	AGAP007799	CQUJHB009724
OG0009011	AGAP029805	CQUJHB007984, CQUJHB008776
OG0009012	AGAP028608	CQUJHB013320
OG0009013	AGAP029582	CQUJHB016037
OG0009014	AGAP006116	CQUJHB010906
OG0009015	AGAP001945	CQUJHB014965
OG0009016	AGAP002715	CQUJHB004593
OG0009017	AGAP010152	CQUJHB011776
OG0009018	AGAP003043	CQUJHB008001
OG0009019	AGAP003680	CQUJHB005929
OG0009020	AGAP010048	CQUJHB015740
OG0009021	AGAP029628	CQUJHB006890
OG0009022	AGAP010158	CQUJHB008361
OG0009023	AGAP004341	CQUJHB007939
OG0009024	AGAP002690	CQUJHB013250
OG0009025	AGAP005717	CQUJHB005176
OG0009026	AGAP010388	CQUJHB008614
OG0009027	AGAP000587	CQUJHB010518
OG0009029	AGAP002711	CQUJHB017343
OG0009030	AGAP002787	CQUJHB017628
OG0009033	AGAP008467	CQUJHB018080
OG0009034	AGAP004541	CQUJHB015293
OG0009035	AGAP001365	CQUJHB002053
OG0009036	AGAP006653	CQUJHB007704
OG0009037	AGAP002068	CQUJHB008675
OG0009038	AGAP029580	CQUJHB015831
OG0009039	AGAP003714	CQUJHB007410
OG0009040	AGAP011421	CQUJHB007174
OG0009041	AGAP002135	CQUJHB002658
OG0009042	AGAP006108	CQUJHB005694
OG0009043	AGAP007899	CQUJHB013429
OG0009045	AGAP006835	CQUJHB012749
OG0009047	AGAP028639	CQUJHB014662
OG0009048	AGAP009189	CQUJHB018293
OG0009049	AGAP004674	CQUJHB016750
OG0009050	AGAP029573	CQUJHB008628
OG0009051	AGAP003895	CQUJHB007080
OG0009052	AGAP004453	CQUJHB005380
OG0009053	AGAP008656	CQUJHB011672
OG0009054	AGAP000115	CQUJHB009745
OG0009055	AGAP003877	CQUJHB001260
OG0009056	AGAP012999	CQUJHB016586
OG0009058	AGAP000155	CQUJHB014069
OG0009059	AGAP005506	CQUJHB010972
OG0009062	AGAP010817	CQUJHB010324
OG0009063	AGAP003283	CQUJHB006366
OG0009064	AGAP006448	CQUJHB004532
OG0009065	AGAP000013	CQUJHB002733
OG0009066	AGAP012195	CQUJHB012920
OG0009067	AGAP028021	CQUJHB014116
OG0009068	AGAP028578	CQUJHB013595
OG0009070	AGAP006147	CQUJHB002477
OG0009072	AGAP002899	CQUJHB010325
OG0009074	AGAP013262	CQUJHB011673
OG0009075	AGAP006139	CQUJHB007760
OG0009076	AGAP011802	CQUJHB014207
OG0009077	AGAP028637	CQUJHB010778
OG0009078	AGAP007917	CQUJHB011067
OG0009079	AGAP028599	CQUJHB004791
OG0009080	AGAP004469	CQUJHB013879
OG0009082	AGAP010722	CQUJHB015204
OG0009083	AGAP004638	CQUJHB002055
OG0009084	AGAP029617	CQUJHB012056
OG0009086	AGAP005463	CQUJHB003503
OG0009087	AGAP007334	CQUJHB012499
OG0009088	AGAP003937	CQUJHB014408
OG0009089	AGAP003406	CQUJHB015568
OG0009090	AGAP001330	CQUJHB002854
OG0009091	AGAP013414	CQUJHB010490
OG0009092	AGAP004008	CQUJHB006280
OG0009093	AGAP029357	CQUJHB010402
OG0009094	AGAP029151	CQUJHB007546
OG0009095	AGAP003160	CQUJHB004433
OG0009096	AGAP010542	CQUJHB010521
OG0009097	AGAP004667	CQUJHB002082
OG0009099	AGAP010520	CQUJHB008981
OG0009100	AGAP013715	CQUJHB010024
OG0009101	AGAP009206	CQUJHB007585
OG0009102	AGAP011472	CQUJHB013126
OG0009103	AGAP004462	CQUJHB004392
OG0009105	AGAP003712	CQUJHB012520
OG0009106	AGAP013374	CQUJHB000660
OG0009107	AGAP011973	CQUJHB012299
OG0009108	AGAP028166	CQUJHB001616
OG0009110	AGAP003748	CQUJHB009954
OG0009111	AGAP001361	CQUJHB012534
OG0009112	AGAP010222	CQUJHB014769
OG0009113	AGAP028485	CQUJHB005395
OG0009115	AGAP013508	CQUJHB013847
OG0009116	AGAP006706	CQUJHB003262
OG0009118	AGAP009404, AGAP028209	CQUJHB015830
OG0009120	AGAP005793	CQUJHB009366
OG0009121	AGAP005093	CQUJHB000394
OG0009122	AGAP010416	CQUJHB009552
OG0009123	AGAP008833	CQUJHB004896
OG0009126	AGAP028400	CQUJHB008547
OG0009127	AGAP006701	CQUJHB015862
OG0009128	AGAP002741	CQUJHB009907
OG0009129	AGAP029439	CQUJHB010988
OG0009130	AGAP009759	CQUJHB005638
OG0009131	AGAP009789	CQUJHB012847
OG0009132	AGAP008937	CQUJHB004427
OG0009134	AGAP004000	CQUJHB004462
OG0009135	AGAP006267	CQUJHB013021
OG0009136	AGAP000369	CQUJHB005666
OG0009137	AGAP000345	CQUJHB005622
OG0009138	AGAP000535	CQUJHB007176
OG0009139	AGAP000996	CQUJHB006037
OG0009140	AGAP004714	CQUJHB012424
OG0009141	AGAP002880	CQUJHB005376
OG0009142	AGAP005859	CQUJHB008439
OG0009143	AGAP004879	CQUJHB003551
OG0009144	AGAP005946	CQUJHB001974
OG0009145	AGAP000759	CQUJHB017084
OG0009147	AGAP028473	CQUJHB009529
OG0009149	AGAP029087	CQUJHB005430
OG0009150	AGAP013022	CQUJHB010611
OG0009153	AGAP008314	CQUJHB002770
OG0009154	AGAP006125	CQUJHB018339
OG0009155	AGAP010413	CQUJHB014819
OG0009156	AGAP029604	CQUJHB002595
OG0009157	AGAP011771	CQUJHB008078
OG0009158	AGAP000119	CQUJHB007644
OG0009160	AGAP004130	CQUJHB013659
OG0009161	AGAP011935	CQUJHB011527
OG0009162	AGAP004730	CQUJHB011472
OG0009163	AGAP001322	CQUJHB002739
OG0009164	AGAP011440	CQUJHB006441
OG0009166	AGAP005522	CQUJHB009919
OG0009167	AGAP004831	CQUJHB012603
OG0009168	AGAP010960	CQUJHB017086
OG0009169	AGAP002321	CQUJHB002237
OG0009170	AGAP008735	CQUJHB005673
OG0009171	AGAP009641	CQUJHB003220
OG0009172	AGAP004331	CQUJHB010273
OG0009173	AGAP013343	CQUJHB004317
OG0009176	AGAP006480	CQUJHB015108
OG0009177	AGAP001643	CQUJHB013441
OG0009178	AGAP028438	CQUJHB013872
OG0009179	AGAP002442	CQUJHB005429
OG0009180	AGAP006871	CQUJHB000654
OG0009183	AGAP004787	CQUJHB003310
OG0009184	AGAP029370	CQUJHB012987
OG0009185	AGAP003241	CQUJHB002921
OG0009188	AGAP008855	CQUJHB013353
OG0009189	AGAP011681	CQUJHB002726
OG0009190	AGAP009407	CQUJHB002900
OG0009192	AGAP002453	CQUJHB001858
OG0009193	AGAP000382	CQUJHB008478
OG0009196	AGAP029583	CQUJHB012396
OG0009197	AGAP006479	CQUJHB010686
OG0009198	AGAP006259	CQUJHB014055
OG0009199	AGAP007607	CQUJHB007440
OG0009200	AGAP013184	CQUJHB002642
OG0009201	AGAP004580	CQUJHB000050
OG0009202	AGAP029360	CQUJHB001150
OG0009203	AGAP028066	CQUJHB005287
OG0009205	AGAP002852	CQUJHB003424
OG0009206	AGAP006884	CQUJHB016691
OG0009207	AGAP005525	CQUJHB013814
OG0009209	AGAP006900	CQUJHB015900
OG0009210	AGAP010576	CQUJHB001408
OG0009211	AGAP012310	CQUJHB012051
OG0009212	AGAP029056	CQUJHB016437
OG0009213	AGAP002336	CQUJHB008527
OG0009214	AGAP005805	CQUJHB006867
OG0009216	AGAP008442	CQUJHB000684
OG0009217	AGAP000728	CQUJHB016024
OG0009218	AGAP028513	CQUJHB003309
OG0009219	AGAP003001	CQUJHB016940
OG0009220	AGAP003390	CQUJHB009204
OG0009222	AGAP000898	CQUJHB015024
OG0009223	AGAP004397	CQUJHB001724
OG0009224	AGAP001319	CQUJHB017231
OG0009225	AGAP008745	CQUJHB004494
OG0009226	AGAP001051	CQUJHB010070
OG0009227	AGAP001225	CQUJHB000589
OG0009228	AGAP008242	CQUJHB001992
OG0009229	AGAP000888	CQUJHB007029
OG0009230	AGAP003621	CQUJHB011311
OG0009231	AGAP001008	CQUJHB014386
OG0009232	AGAP001091	CQUJHB011795
OG0009233	AGAP004036	CQUJHB016055
OG0009234	AGAP002936	CQUJHB002823
OG0009235	AGAP003313	CQUJHB018137
OG0009236	AGAP028407	CQUJHB012163
OG0009237	AGAP012863, AGAP010433	CQUJHB001355
OG0009238	AGAP011524	CQUJHB012273
OG0009239	AGAP010283	CQUJHB006647
OG0009240	AGAP001998	CQUJHB009239
OG0009241	AGAP010203	CQUJHB009905
OG0009242	AGAP006773	CQUJHB004054
OG0009243	AGAP007278	CQUJHB006639
OG0009244	AGAP028543	CQUJHB007393
OG0009245	AGAP001045	CQUJHB004034
OG0009246	AGAP028130	CQUJHB000313
OG0009248	AGAP028586	CQUJHB002436
OG0009249	AGAP028054	CQUJHB006105
OG0009251	AGAP011884	CQUJHB000865
OG0009252	AGAP011836	CQUJHB004339
OG0009253	AGAP013446	CQUJHB017900
OG0009254	AGAP003994	CQUJHB017327
OG0009255	AGAP029738	CQUJHB012798
OG0009257	AGAP003492	CQUJHB015611
