Orthogroup	AgambiaePEST	AaegyptiLVP_AGWG
OG0007131	AGAP008851	AAEL019854
OG0007132	AGAP029909	AAEL019859
OG0007133	AGAP003128	AAEL019860
OG0007134	AGAP029458	AAEL019864
OG0007135	AGAP005490	AAEL019865
OG0007136	AGAP007099	AAEL019869
OG0007137	AGAP003616	AAEL019880
OG0007138	AGAP007478	AAEL019885
OG0007139	AGAP029987	AAEL019887
OG0007140	AGAP006254	AAEL019895
OG0007141	AGAP007388	AAEL019896
OG0007142	AGAP010805	AAEL019898
OG0007143	AGAP008778	AAEL019904
OG0007144	AGAP003198	AAEL019905
OG0007145	AGAP029493	AAEL019916
OG0007146	AGAP001410	AAEL019917
OG0007147	AGAP029634	AAEL019918
OG0007148	AGAP002334	AAEL019921
OG0007149	AGAP029513	AAEL019922
OG0007150	AGAP004025	AAEL019927
OG0007151	AGAP010324	AAEL019932
OG0007152	AGAP029814	AAEL019936
OG0007153	AGAP008790	AAEL019950
OG0007154	AGAP008726	AAEL019952
OG0007155	AGAP001126	AAEL019960
OG0007156	AGAP011217	AAEL019965
OG0007157	AGAP009626	AAEL019966
OG0007158	AGAP029983	AAEL019970
OG0007159	AGAP029446	AAEL019977
OG0007160	AGAP004692	AAEL019982
OG0007161	AGAP002041	AAEL019983
OG0007162	AGAP005162	AAEL019986
OG0007163	AGAP004930	AAEL019988
OG0007164	AGAP004544	AAEL019992
OG0007165	AGAP003428	AAEL020002
OG0007166	AGAP029913	AAEL020018
OG0007167	AGAP006627	AAEL020021
OG0007168	AGAP004881	AAEL020057
OG0007169	AGAP006730	AAEL020071
OG0007170	AGAP006702	AAEL020073
OG0007171	AGAP012051	AAEL020083
OG0007172	AGAP011600	AAEL020092
OG0007173	AGAP028468	AAEL020093
OG0007174	AGAP000035	AAEL020100, AAEL020508
OG0007175	AGAP005619	AAEL020110
OG0007176	AGAP011690	AAEL020113
OG0007177	AGAP011875	AAEL020123
OG0007178	AGAP011766	AAEL020132
OG0007179	AGAP001531	AAEL020162
OG0007180	AGAP009750	AAEL020186
OG0007181	AGAP000048	AAEL020203
OG0007182	AGAP010678	AAEL020217
OG0007183	AGAP004865	AAEL020233
OG0007184	AGAP011777	AAEL020238
OG0007185	AGAP013258	AAEL020256
OG0007186	AGAP006357	AAEL020261
OG0007187	AGAP000659	AAEL020264
OG0007188	AGAP008635	AAEL020307
OG0007189	AGAP005117	AAEL020311
OG0007190	AGAP001626	AAEL020313
OG0007191	AGAP002461	AAEL020340
OG0007192	AGAP007690	AAEL020341
OG0007193	AGAP003060	AAEL020347
OG0007194	AGAP004274	AAEL020363
OG0007195	AGAP002853	AAEL020368
OG0007196	AGAP006569	AAEL020382
OG0007197	AGAP003156	AAEL020387
OG0007198	AGAP000153	AAEL020390
OG0007199	AGAP006531	AAEL020432
OG0007200	AGAP011098	AAEL020441
OG0007201	AGAP006892	AAEL020456
OG0007202	AGAP009536	AAEL020457
OG0007203	AGAP003670	AAEL020459
OG0007204	AGAP007491	AAEL020466, AAEL024975
OG0007205	AGAP000825	AAEL020467
OG0007206	AGAP003088	AAEL020476
OG0007207	AGAP000413	AAEL020482
OG0007208	AGAP009915	AAEL020484
OG0007209	AGAP003069	AAEL020485
OG0007210	AGAP008130	AAEL020486
OG0007211	AGAP029910	AAEL020488
OG0007212	AGAP012443	AAEL020489
OG0007213	AGAP003600	AAEL020502
OG0007214	AGAP007174	AAEL020528
OG0007215	AGAP006992	AAEL020530
OG0007216	AGAP000928	AAEL020542
OG0007217	AGAP029619	AAEL024281, AAEL020570
OG0007218	AGAP012543	AAEL020573
OG0007219	AGAP028421	AAEL020583
OG0007220	AGAP003168	AAEL020590, AAEL028182
OG0007221	AGAP002982	AAEL020592
OG0007222	AGAP006820	AAEL020597
OG0007223	AGAP009066	AAEL020615
OG0007224	AGAP000368	AAEL020617
OG0007225	AGAP004215	AAEL020631
OG0007226	AGAP005321	AAEL020636
OG0007227	AGAP007873	AAEL020638
OG0007228	AGAP006940	AAEL020642
OG0007229	AGAP007501	AAEL020646
OG0007230	AGAP004679	AAEL020654
OG0007231	AGAP005918	AAEL020696
OG0007232	AGAP012964	AAEL020709
OG0007233	AGAP008350	AAEL020747
OG0007234	AGAP008549	AAEL020761
OG0007235	AGAP009199	AAEL020769
OG0007236	AGAP000171	AAEL020822
OG0007237	AGAP029813	AAEL020827, AAEL022320
OG0007238	AGAP009565	AAEL020848
OG0007239	AGAP005963	AAEL020878
OG0007240	AGAP009599	AAEL024572, AAEL020884
OG0007241	AGAP028053, AGAP006128	AAEL020903
OG0007242	AGAP005826	AAEL020915
OG0007243	AGAP007477	AAEL020929
OG0007244	AGAP007550	AAEL020936
OG0007245	AGAP000726	AAEL020950
OG0007246	AGAP005527	AAEL025695, AAEL020969
OG0007247	AGAP029424	AAEL021008
OG0007248	AGAP000342	AAEL021015
OG0007249	AGAP013067	AAEL021022
OG0007250	AGAP000139	AAEL021024
OG0007251	AGAP013317, AGAP000933	AAEL021061
OG0007252	AGAP002757	AAEL021073
OG0007253	AGAP013320	AAEL021090, AAEL021135
OG0007254	AGAP004691	AAEL021092
OG0007255	AGAP005797	AAEL021093
OG0007256	AGAP008114	AAEL021097
OG0007257	AGAP001674	AAEL021138
OG0007258	AGAP008268	AAEL021145
OG0007259	AGAP002877	AAEL021151
OG0007260	AGAP006683	AAEL021171
OG0007261	AGAP004210	AAEL021176
OG0007262	AGAP005783	AAEL026039, AAEL021196
OG0007263	AGAP000929	AAEL021200
OG0007264	AGAP002212	AAEL021240
OG0007265	AGAP002906	AAEL021256
OG0007266	AGAP029376	AAEL021258, AAEL026944
OG0007267	AGAP012175	AAEL021261
OG0007268	AGAP010938	AAEL021263
OG0007269	AGAP012341	AAEL021278
OG0007270	AGAP013535	AAEL021284
OG0007271	AGAP010981	AAEL021291
OG0007272	AGAP011768	AAEL021301
OG0007273	AGAP009973	AAEL021307
OG0007274	AGAP006133	AAEL021323
OG0007275	AGAP001867	AAEL021333
OG0007276	AGAP011776	AAEL021353
OG0007277	AGAP000745	AAEL021367
OG0007278	AGAP007503	AAEL021394
OG0007279	AGAP000483	AAEL021395
OG0007280	AGAP009763	AAEL021410
OG0007281	AGAP005526	AAEL021417
OG0007282	AGAP004056	AAEL021418
OG0007283	AGAP008100	AAEL021429
OG0007284	AGAP000466	AAEL021432
OG0007285	AGAP013472	AAEL021449
OG0007286	AGAP007541	AAEL021473
OG0007287	AGAP000329	AAEL021479
OG0007288	AGAP000532	AAEL021491
OG0007290	AGAP004209	AAEL021520
OG0007291	AGAP004954	AAEL021532
OG0007292	AGAP002159	AAEL021533
OG0007293	AGAP002826	AAEL021555
OG0007294	AGAP000222	AAEL021556
OG0007295	AGAP000506	AAEL021570
OG0007296	AGAP028526	AAEL021581
OG0007297	AGAP005812	AAEL021595
OG0007298	AGAP010849	AAEL021605
OG0007299	AGAP005565	AAEL021611
OG0007300	AGAP000968	AAEL021618
OG0007301	AGAP007124	AAEL021621, AAEL024175
OG0007302	AGAP010518	AAEL021641
OG0007303	AGAP000256	AAEL021659
OG0007304	AGAP009424	AAEL021679
OG0007305	AGAP000592	AAEL021698
OG0007306	AGAP004323	AAEL021708
OG0007307	AGAP000513	AAEL021728
OG0007308	AGAP028522	AAEL021732
OG0007309	AGAP005771	AAEL021733
OG0007310	AGAP008660	AAEL021741
OG0007311	AGAP001751	AAEL021746
OG0007312	AGAP005815	AAEL021756
OG0007313	AGAP029191	AAEL021789
OG0007314	AGAP011487	AAEL021793
OG0007315	AGAP007925	AAEL021828
OG0007316	AGAP001258	AAEL021868
OG0007317	AGAP001590	AAEL021877
OG0007318	AGAP000685	AAEL021904
OG0007319	AGAP000169	AAEL021953
OG0007320	AGAP004827	AAEL021982
OG0007321	AGAP005006	AAEL021986
OG0007322	AGAP002328	AAEL022001
OG0007323	AGAP013115	AAEL022008
OG0007325	AGAP004955	AAEL022068
OG0007326	AGAP029605	AAEL022076
OG0007327	AGAP000783	AAEL022080
OG0007328	AGAP002719	AAEL022082
OG0007329	AGAP007919	AAEL022091
OG0007330	AGAP008042	AAEL022098
OG0007331	AGAP003556	AAEL022104
OG0007332	AGAP003643	AAEL022105
OG0007333	AGAP008301	AAEL022126
OG0007334	AGAP011810	AAEL022129
OG0007335	AGAP005217	AAEL022149
OG0007336	AGAP005312	AAEL022154
OG0007337	AGAP009780	AAEL022162
OG0007338	AGAP007769	AAEL022163
OG0007339	AGAP011635	AAEL022168
OG0007340	AGAP004644	AAEL022174
OG0007341	AGAP004660	AAEL022179
OG0007342	AGAP005976	AAEL022180
OG0007343	AGAP003772	AAEL022189, AAEL022613
OG0007344	AGAP002680	AAEL022229
OG0007345	AGAP013122	AAEL022232
OG0007346	AGAP000144	AAEL022268
OG0007347	AGAP005219	AAEL022277, AAEL024576
OG0007348	AGAP007157	AAEL022286
OG0007349	AGAP009833	AAEL023176, AAEL022304
OG0007350	AGAP008575	AAEL022309
OG0007351	AGAP029975	AAEL022328
OG0007352	AGAP004513	AAEL022363
OG0007353	AGAP010346	AAEL022373
OG0007354	AGAP007084	AAEL022385
OG0007355	AGAP000078	AAEL022397
OG0007356	AGAP011743	AAEL022398, AAEL024450
OG0007357	AGAP008334	AAEL022402
OG0007358	AGAP002335	AAEL022413
OG0007359	AGAP000098	AAEL022443
OG0007360	AGAP011522	AAEL022452
OG0007361	AGAP008694	AAEL022460
OG0007362	AGAP005806	AAEL022465
OG0007364	AGAP002662	AAEL022490
OG0007365	AGAP007648	AAEL022496
OG0007366	AGAP005845	AAEL022497
OG0007367	AGAP003457	AAEL022535
OG0007368	AGAP001047	AAEL022538
OG0007369	AGAP002600	AAEL022540
OG0007370	AGAP005711	AAEL022593
OG0007371	AGAP004029	AAEL022595
OG0007372	AGAP006901	AAEL022609
OG0007373	AGAP000555	AAEL022615
OG0007374	AGAP000245	AAEL022631
OG0007375	AGAP005425	AAEL022661
OG0007376	AGAP000656	AAEL022680
OG0007377	AGAP001402	AAEL022687
OG0007378	AGAP006652	AAEL022689
OG0007379	AGAP001640	AAEL022693
OG0007380	AGAP006173	AAEL022698
OG0007381	AGAP004889	AAEL022725
OG0007382	AGAP006809	AAEL022729
OG0007383	AGAP000213	AAEL022735
OG0007384	AGAP002978	AAEL022746
OG0007385	AGAP029527	AAEL022793
OG0007386	AGAP029050	AAEL022806
OG0007387	AGAP010768	AAEL022812
OG0007388	AGAP003021	AAEL022819
OG0007389	AGAP009005	AAEL022844
OG0007390	AGAP006830	AAEL022845
OG0007391	AGAP007113	AAEL022867
OG0007393	AGAP003736	AAEL022872
OG0007394	AGAP013211	AAEL022873
OG0007395	AGAP011441	AAEL022882
OG0007396	AGAP006249	AAEL022891
OG0007397	AGAP000769	AAEL022930
OG0007398	AGAP006273	AAEL022941
OG0007399	AGAP011874	AAEL022945
OG0007400	AGAP002262	AAEL022948
OG0007401	AGAP006682	AAEL022990
OG0007402	AGAP006635	AAEL023007
OG0007403	AGAP004890	AAEL023037
OG0007404	AGAP001925	AAEL023046
OG0007405	AGAP007521	AAEL023060
OG0007406	AGAP007243	AAEL023069
OG0007407	AGAP029700	AAEL023076
OG0007408	AGAP011769	AAEL023096
OG0007409	AGAP004750	AAEL023098
OG0007410	AGAP013391	AAEL023104
OG0007411	AGAP028176	AAEL023165
OG0007412	AGAP003506	AAEL023169
OG0007413	AGAP004096	AAEL023182
OG0007414	AGAP007638	AAEL023188
OG0007415	AGAP005555	AAEL023217
OG0007416	AGAP001798	AAEL023229
OG0007417	AGAP009531	AAEL023253
OG0007418	AGAP006185	AAEL023270, AAEL026459
OG0007419	AGAP013338	AAEL023323
OG0007420	AGAP006956	AAEL023329
OG0007421	AGAP011584	AAEL023332
OG0007422	AGAP003839	AAEL023335
OG0007423	AGAP007327	AAEL023348
OG0007424	AGAP000934	AAEL023365
OG0007425	AGAP000214	AAEL023379
OG0007426	AGAP011636	AAEL023382
OG0007427	AGAP005978	AAEL023413
OG0007428	AGAP005071	AAEL023441
OG0007429	AGAP006736	AAEL023444
OG0007430	AGAP007303	AAEL023481
OG0007431	AGAP005179	AAEL023482
OG0007432	AGAP028174	AAEL023491
OG0007434	AGAP005118	AAEL023494
OG0007435	AGAP011417	AAEL023495
OG0007436	AGAP006969	AAEL023508
OG0007437	AGAP012534	AAEL023517
OG0007438	AGAP029668	AAEL023521
OG0007439	AGAP009799	AAEL023524
OG0007440	AGAP006142	AAEL023581
OG0007441	AGAP002352	AAEL023585
OG0007442	AGAP011101	AAEL023586
OG0007443	AGAP029528	AAEL023600
OG0007444	AGAP000306	AAEL023603
OG0007445	AGAP000407	AAEL023629
OG0007446	AGAP007479	AAEL023657
OG0007447	AGAP002281	AAEL023675
OG0007448	AGAP007114	AAEL023676
OG0007449	AGAP005577	AAEL023679
OG0007450	AGAP009958	AAEL023684
OG0007451	AGAP010003	AAEL023701
OG0007452	AGAP010358	AAEL023730
OG0007453	AGAP002199	AAEL023732
OG0007454	AGAP011296	AAEL023746
OG0007455	AGAP005368	AAEL023768
OG0007457	AGAP007389	AAEL023825
OG0007459	AGAP002945	AAEL023850
OG0007460	AGAP003510	AAEL023877
OG0007461	AGAP005466	AAEL023890
OG0007462	AGAP003519	AAEL023895
OG0007463	AGAP009568	AAEL023900
OG0007464	AGAP009664	AAEL023902
OG0007465	AGAP028068	AAEL023929
OG0007466	AGAP028088	AAEL023948
OG0007468	AGAP011809	AAEL023981
OG0007469	AGAP006825	AAEL023985
OG0007470	AGAP004957	AAEL024003
OG0007471	AGAP007081	AAEL024010
OG0007472	AGAP000763	AAEL024053
OG0007473	AGAP007052	AAEL024113
OG0007474	AGAP027998	AAEL024136
OG0007475	AGAP004373	AAEL024147
OG0007476	AGAP005088	AAEL024153
OG0007477	AGAP004923	AAEL024160
OG0007478	AGAP000097	AAEL024179
OG0007479	AGAP004801	AAEL024186
OG0007480	AGAP006601	AAEL024195
OG0007481	AGAP000472	AAEL024210
OG0007482	AGAP007827	AAEL024228
OG0007483	AGAP007474	AAEL024235
OG0007484	AGAP001391	AAEL024264
OG0007485	AGAP006350	AAEL024291
OG0007487	AGAP008328	AAEL024326
OG0007488	AGAP004871	AAEL024330
OG0007489	AGAP002366	AAEL024359
OG0007490	AGAP000512	AAEL024396
OG0007491	AGAP007688	AAEL024411
OG0007492	AGAP003413	AAEL024412
OG0007493	AGAP000765	AAEL024429
OG0007494	AGAP000074	AAEL024430
OG0007495	AGAP003172, AGAP003170	AAEL024447, AAEL028006
OG0007496	AGAP005183	AAEL024454
OG0007497	AGAP004348	AAEL024479
OG0007498	AGAP005599	AAEL024490
OG0007499	AGAP006625	AAEL024500
OG0007500	AGAP004363	AAEL024508
OG0007501	AGAP000522	AAEL024519
OG0007502	AGAP010571	AAEL024524
OG0007503	AGAP002828	AAEL024535
OG0007504	AGAP010872	AAEL024563
OG0007505	AGAP028121	AAEL024566
OG0007506	AGAP011027	AAEL024568
OG0007507	AGAP006452	AAEL024583
OG0007508	AGAP009008	AAEL024593
OG0007509	AGAP002663	AAEL024602
OG0007510	AGAP009180	AAEL024653
OG0007511	AGAP000273	AAEL024655
OG0007512	AGAP008842	AAEL024675
OG0007513	AGAP007725	AAEL024700
OG0007514	AGAP005532	AAEL024709
OG0007515	AGAP004090	AAEL024720
OG0007516	AGAP007367	AAEL024732
OG0007517	AGAP002080	AAEL024741
OG0007518	AGAP029600	AAEL024756
OG0007519	AGAP008047	AAEL024814
OG0007520	AGAP004798	AAEL024841
OG0007521	AGAP028591	AAEL024842, AAEL027739
OG0007522	AGAP005448	AAEL024847
OG0007523	AGAP000043	AAEL024849
OG0007524	AGAP004866	AAEL024852
OG0007525	AGAP005376	AAEL024853
OG0007526	AGAP009063	AAEL024884
OG0007527	AGAP007760	AAEL024913
OG0007528	AGAP005507	AAEL024921
OG0007529	AGAP004154	AAEL024930
OG0007530	AGAP006528	AAEL024936
OG0007531	AGAP003303	AAEL024953
OG0007532	AGAP004108	AAEL024958
OG0007533	AGAP000589	AAEL024973
OG0007534	AGAP004144	AAEL024980
OG0007536	AGAP005778	AAEL025001
OG0007537	AGAP006764	AAEL025004
OG0007538	AGAP009518	AAEL025006
OG0007539	AGAP000309	AAEL025030
OG0007541	AGAP029532	AAEL025051
OG0007542	AGAP009377, AGAP009365	AAEL025053
OG0007543	AGAP006038	AAEL025065
OG0007544	AGAP003183	AAEL025078
OG0007545	AGAP029796	AAEL025080
OG0007546	AGAP012190	AAEL025091
OG0007547	AGAP028194	AAEL025122
OG0007548	AGAP000943	AAEL025134
OG0007549	AGAP029609	AAEL025150
OG0007550	AGAP008817	AAEL025155
OG0007551	AGAP009167	AAEL025171
OG0007552	AGAP003159	AAEL025190
OG0007553	AGAP002830	AAEL025199
OG0007554	AGAP009645	AAEL025202
OG0007555	AGAP008488	AAEL025216
OG0007556	AGAP008324	AAEL025223
OG0007557	AGAP012023	AAEL025228
OG0007558	AGAP009282	AAEL025229
OG0007559	AGAP010875	AAEL025246
OG0007560	AGAP010432	AAEL025249
OG0007561	AGAP006266	AAEL025258
OG0007562	AGAP029616	AAEL025268
OG0007563	AGAP008995	AAEL025309
OG0007564	AGAP004653	AAEL025321
OG0007565	AGAP004888	AAEL025390
OG0007566	AGAP000467	AAEL025404
OG0007567	AGAP008115	AAEL025416
OG0007568	AGAP005226	AAEL025431
OG0007569	AGAP007868	AAEL025437
OG0007570	AGAP005533	AAEL025455
OG0007571	AGAP003269	AAEL025471
OG0007572	AGAP001287	AAEL025502
OG0007573	AGAP004623	AAEL025509
OG0007574	AGAP005471	AAEL025514
OG0007575	AGAP003332	AAEL025517
OG0007576	AGAP029656	AAEL025520
OG0007577	AGAP011620	AAEL025532
OG0007578	AGAP004284	AAEL025533
OG0007579	AGAP003312	AAEL025569
OG0007580	AGAP010160	AAEL025570
OG0007581	AGAP007682	AAEL025591
OG0007582	AGAP028648	AAEL025597
OG0007583	AGAP012369	AAEL025600
OG0007584	AGAP013007	AAEL025631
OG0007585	AGAP001710	AAEL025635
OG0007586	AGAP001337	AAEL025645
OG0007587	AGAP005356	AAEL025652
OG0007588	AGAP000617	AAEL025656
OG0007589	AGAP000249	AAEL025658
OG0007590	AGAP029243	AAEL025664
OG0007591	AGAP004664	AAEL025694
OG0007592	AGAP010876	AAEL025697
OG0007593	AGAP002333	AAEL025704
OG0007594	AGAP003498	AAEL025717
OG0007595	AGAP009775	AAEL025736
OG0007596	AGAP010178	AAEL026632, AAEL025740
OG0007597	AGAP002931	AAEL025769
OG0007598	AGAP007835	AAEL025801
OG0007599	AGAP002367	AAEL025806
OG0007600	AGAP005622	AAEL025808
OG0007601	AGAP005953	AAEL025822
OG0007602	AGAP002775	AAEL025836
OG0007603	AGAP006073	AAEL025859
OG0007604	AGAP012174	AAEL025882
OG0007605	AGAP011119	AAEL025888
OG0007606	AGAP003797	AAEL025908
OG0007607	AGAP006022	AAEL025915
OG0007608	AGAP010080	AAEL025922
OG0007609	AGAP008661	AAEL028234, AAEL025938
OG0007610	AGAP000635	AAEL025966
OG0007611	AGAP000533	AAEL025969
OG0007612	AGAP029190	AAEL025976
OG0007613	AGAP005101	AAEL025983
OG0007614	AGAP001035	AAEL026010
OG0007615	AGAP003311	AAEL026018
OG0007616	AGAP007212	AAEL026040
OG0007617	AGAP000445	AAEL026043
OG0007618	AGAP003091	AAEL026044
OG0007619	AGAP005019	AAEL026055
OG0007620	AGAP005175	AAEL026069
OG0007621	AGAP005617	AAEL026075
OG0007622	AGAP006265	AAEL026095
OG0007623	AGAP007999	AAEL026104
OG0007624	AGAP005585	AAEL026118
OG0007625	AGAP000219	AAEL026214
OG0007626	AGAP013384	AAEL026218
OG0007627	AGAP006083	AAEL026229
OG0007628	AGAP012404	AAEL026231
OG0007629	AGAP013084	AAEL026233
OG0007630	AGAP009315	AAEL026269
OG0007631	AGAP000955	AAEL026274
OG0007632	AGAP004476	AAEL026276
OG0007633	AGAP005995	AAEL026338
OG0007634	AGAP005546	AAEL026354
OG0007635	AGAP005153	AAEL026357
OG0007636	AGAP003887	AAEL026364
OG0007637	AGAP012256	AAEL026410
OG0007638	AGAP005115	AAEL026439
OG0007639	AGAP000011	AAEL026440
OG0007640	AGAP002736	AAEL026443
OG0007641	AGAP008939	AAEL026470
OG0007642	AGAP006932	AAEL026474
OG0007643	AGAP000727	AAEL026486
OG0007644	AGAP007126	AAEL026487
OG0007645	AGAP004553	AAEL026488
OG0007646	AGAP005122	AAEL026497
OG0007647	AGAP002112	AAEL026545, AAEL026766
OG0007648	AGAP000688	AAEL026560
OG0007649	AGAP000737	AAEL026571
OG0007650	AGAP002992	AAEL026619
OG0007651	AGAP009827	AAEL026633
OG0007652	AGAP006805	AAEL026651
OG0007653	AGAP028628	AAEL026664
OG0007654	AGAP007872	AAEL026700
OG0007655	AGAP013292	AAEL026714
OG0007656	AGAP001985	AAEL026750
OG0007657	AGAP006031	AAEL026791
OG0007658	AGAP007010	AAEL026811
OG0007659	AGAP013041	AAEL026824
OG0007660	AGAP002441	AAEL026826
OG0007661	AGAP005727	AAEL026828
OG0007662	AGAP000875	AAEL026835
OG0007663	AGAP003038	AAEL026837
OG0007664	AGAP013079	AAEL026843
OG0007665	AGAP002391	AAEL026845
OG0007666	AGAP009487	AAEL026852
OG0007667	AGAP004213	AAEL026867
OG0007668	AGAP006245	AAEL026920
OG0007669	AGAP000143	AAEL026922
OG0007670	AGAP013001	AAEL026928
OG0007671	AGAP004419	AAEL026962
OG0007672	AGAP012739, AGAP004219	AAEL026966
OG0007674	AGAP000395	AAEL026991, AAEL027089
OG0007675	AGAP008798	AAEL027007
OG0007676	AGAP006104	AAEL027034
OG0007677	AGAP005874	AAEL027054
OG0007678	AGAP005328	AAEL027061
OG0007679	AGAP010687	AAEL027066
OG0007680	AGAP000863	AAEL027067
OG0007681	AGAP000247	AAEL027069
OG0007682	AGAP008153	AAEL027088
OG0007683	AGAP004828	AAEL027092
OG0007684	AGAP011038	AAEL027096
OG0007685	AGAP000121	AAEL027103
OG0007686	AGAP009034	AAEL027111
OG0007687	AGAP012947	AAEL027134
OG0007688	AGAP007307	AAEL027135
OG0007689	AGAP002529	AAEL027150
OG0007690	AGAP005832	AAEL027175
OG0007691	AGAP000544	AAEL027190
OG0007692	AGAP000977	AAEL027193
OG0007693	AGAP009925	AAEL027204
OG0007694	AGAP008080	AAEL027210
OG0007695	AGAP028642	AAEL027232
OG0007696	AGAP012161	AAEL027238
OG0007697	AGAP000062	AAEL027240
OG0007698	AGAP009291	AAEL027249
OG0007699	AGAP004367	AAEL027261
OG0007700	AGAP012365	AAEL027277
OG0007701	AGAP000760	AAEL027287
OG0007702	AGAP011640	AAEL027307
OG0007703	AGAP007280	AAEL027317
OG0007704	AGAP006605	AAEL027319
OG0007705	AGAP011568	AAEL027322
OG0007706	AGAP003112	AAEL027326
OG0007707	AGAP001209	AAEL027340
OG0007708	AGAP011331	AAEL027342
OG0007709	AGAP006394	AAEL027354
OG0007710	AGAP001491	AAEL027361
OG0007711	AGAP008673	AAEL027380
OG0007712	AGAP007573	AAEL027384
OG0007713	AGAP010519	AAEL027393
OG0007714	AGAP002168	AAEL027398
OG0007715	AGAP002051	AAEL027424
OG0007716	AGAP011590	AAEL027429
OG0007717	AGAP009570	AAEL027436
OG0007718	AGAP004799	AAEL027447
OG0007719	AGAP006817	AAEL027465
OG0007720	AGAP006941	AAEL027472
OG0007721	AGAP007125	AAEL027479
OG0007722	AGAP009975	AAEL027483
OG0007723	AGAP006165	AAEL027494
OG0007724	AGAP029760	AAEL027504
OG0007725	AGAP009450	AAEL027518
OG0007726	AGAP000039	AAEL027520
OG0007727	AGAP002002	AAEL027533
OG0007728	AGAP008634	AAEL027554
OG0007729	AGAP003814	AAEL027594
OG0007730	AGAP004112	AAEL027597
OG0007731	AGAP013772	AAEL027614
OG0007732	AGAP007985	AAEL027658
OG0007733	AGAP005070	AAEL027666
OG0007734	AGAP006699	AAEL027674
OG0007735	AGAP010282	AAEL027688
OG0007736	AGAP001979	AAEL027694
OG0007737	AGAP011731	AAEL027722
OG0007738	AGAP012246	AAEL027731
OG0007739	AGAP010597	AAEL027732
OG0007740	AGAP004288	AAEL027751
OG0007741	AGAP001711	AAEL027771
OG0007742	AGAP000893	AAEL027790
OG0007743	AGAP000412	AAEL027821
OG0007744	AGAP010436	AAEL027868
OG0007745	AGAP028496	AAEL027879
OG0007746	AGAP028484	AAEL027899
OG0007747	AGAP006579	AAEL027907
OG0007748	AGAP000886	AAEL027910
OG0007749	AGAP001635	AAEL027912
OG0007750	AGAP002456	AAEL027938
OG0007751	AGAP001118	AAEL027940
OG0007752	AGAP000957	AAEL027972
OG0007753	AGAP000313	AAEL028013
OG0007754	AGAP029905	AAEL028037
OG0007755	AGAP005427	AAEL028043
OG0007756	AGAP011605	AAEL028048
OG0007757	AGAP000090	AAEL028056
OG0007758	AGAP001348	AAEL028079
OG0007759	AGAP013156, AGAP029945	AAEL028104
OG0007760	AGAP007683	AAEL028107
OG0007761	AGAP007545	AAEL028119
OG0007762	AGAP004178	AAEL028170
OG0007763	AGAP007530	AAEL028185
OG0007764	AGAP003645	AAEL028211
OG0007765	AGAP012219	AAEL028220
OG0007766	AGAP000388	AAEL028236
OG0007767	AGAP001747	AAEL028239
OG0007768	AGAP009234	AAEL029004
OG0007770	AGAP001442	AAEL029016
OG0007771	AGAP000975	AAEL029017
OG0007772	AGAP000358	AAEL029035
OG0007773	AGAP029047	AAEL029068
OG0007774	AGAP003396	AAEL029112
OG0007838	AGAP002923	AAEL000001
OG0007839	AGAP002918	AAEL000005
OG0007840	AGAP002742	AAEL000050
OG0007841	AGAP003530	AAEL000071
OG0007842	AGAP003154	AAEL000084
OG0007843	AGAP002744	AAEL000094
OG0007844	AGAP003512	AAEL000113
OG0007845	AGAP006080	AAEL000124
OG0007846	AGAP004080	AAEL000134
OG0007847	AGAP006074	AAEL000139
OG0007848	AGAP002477	AAEL000147
OG0007849	AGAP006071	AAEL000152
OG0007850	AGAP001098	AAEL000164
OG0007851	AGAP011708	AAEL000174
OG0007852	AGAP010488	AAEL000178
OG0007853	AGAP004710	AAEL000182
OG0007854	AGAP029507	AAEL000187
OG0007855	AGAP028621	AAEL000191
OG0007856	AGAP004845	AAEL000227
OG0007857	AGAP004847	AAEL000234
OG0007858	AGAP004846	AAEL000256
OG0007859	AGAP005683	AAEL000257
OG0007860	AGAP010348, AGAP012593	AAEL000260
OG0007861	AGAP011121	AAEL000268
OG0007862	AGAP012134	AAEL000276
OG0007863	AGAP010349	AAEL000285
OG0007864	AGAP005674	AAEL000288
OG0007865	AGAP010352	AAEL000290
OG0007866	AGAP012136	AAEL000297
OG0007867	AGAP008014	AAEL000304
OG0007868	AGAP006575	AAEL000330
OG0007869	AGAP009232	AAEL000334
OG0007870	AGAP008015	AAEL000335
OG0007871	AGAP002604	AAEL000348
OG0007872	AGAP009225	AAEL000354
OG0007873	AGAP028114	AAEL000382
OG0007874	AGAP012503, AGAP011041	AAEL000385
OG0007875	AGAP011035	AAEL000394
OG0007876	AGAP002098	AAEL000401
OG0007877	AGAP011037	AAEL000406
OG0007878	AGAP002087	AAEL000407
OG0007879	AGAP003553	AAEL000410
OG0007880	AGAP002724	AAEL000441
OG0007881	AGAP002713	AAEL000467
OG0007882	AGAP003205	AAEL000471
OG0007883	AGAP003225	AAEL000476
OG0007884	AGAP028523	AAEL000504
OG0007885	AGAP003226	AAEL000512
OG0007886	AGAP010821	AAEL000541
OG0007887	AGAP010460	AAEL000562
OG0007888	AGAP001604	AAEL000564
OG0007889	AGAP005559	AAEL000568
OG0007890	AGAP001763	AAEL000572
OG0007891	AGAP012409	AAEL000652
OG0007892	AGAP012389	AAEL000656
OG0007893	AGAP012392	AAEL000663
