Orthogroup	AgambiaePEST	AfunestusAfunGA1
OG0008864	AGAP006623	AFUN2_005730
OG0008865	AGAP007711	AFUN2_002506
OG0008866	AGAP005896	AFUN2_002705
OG0008867	AGAP003319	AFUN2_006873
OG0008868	AGAP008002	AFUN2_003666
OG0008869	AGAP010134	AFUN2_002997
OG0008870	AGAP013742	AFUN2_006978
OG0008871	AGAP005272	AFUN2_003940
OG0008872	AGAP003196, AGAP013219	AFUN2_002971
OG0008873	AGAP000387	AFUN2_006542
OG0008874	AGAP003027	AFUN2_007906
OG0008875	AGAP003026	AFUN2_001442
OG0008876	AGAP000447	AFUN2_007997
OG0008877	AGAP001068	AFUN2_003193
OG0008878	AGAP008500	AFUN2_011165
OG0008879	AGAP005518	AFUN2_002195
OG0008880	AGAP005515	AFUN2_005090
OG0008881	AGAP000235	AFUN2_009400
OG0008882	AGAP011360	AFUN2_012674
OG0008883	AGAP003945	AFUN2_011061
OG0008884	AGAP012178	AFUN2_008941
OG0008885	AGAP012093	AFUN2_003100
OG0008886	AGAP007083	AFUN2_002224
OG0008887	AGAP011253	AFUN2_006621
OG0008888	AGAP003308	AFUN2_011139
OG0008889	AGAP009059	AFUN2_006508
OG0008890	AGAP006916	AFUN2_001163
OG0008891	AGAP007745	AFUN2_007399
OG0008892	AGAP001543	AFUN2_008814
OG0008893	AGAP004700	AFUN2_004825
OG0008894	AGAP009305	AFUN2_009931
OG0008895	AGAP000785	AFUN2_002694
OG0008896	AGAP002902	AFUN2_001769
OG0008897	AGAP011934	AFUN2_003849
OG0008899	AGAP002997	AFUN2_013775
OG0008900	AGAP001311	AFUN2_008171
OG0008901	AGAP002996	AFUN2_010526
OG0008902	AGAP011107	AFUN2_009039
OG0008903	AGAP005910	AFUN2_004030
OG0008904	AGAP009341	AFUN2_009355
OG0008905	AGAP012228	AFUN2_013044
OG0008906	AGAP009860	AFUN2_006897
OG0008907	AGAP004501	AFUN2_011014
OG0008908	AGAP006999	AFUN2_003554
OG0008909	AGAP006663	AFUN2_011882
OG0008910	AGAP028452	AFUN2_000773
OG0008911	AGAP006624	AFUN2_014617
OG0008912	AGAP010879	AFUN2_013577
OG0008914	AGAP006057	AFUN2_004370
OG0008915	AGAP002486	AFUN2_010857
OG0008916	AGAP009221	AFUN2_010654
OG0008917	AGAP011439	AFUN2_009884
OG0008918	AGAP004312	AFUN2_005604
OG0008919	AGAP011730	AFUN2_003369
OG0008920	AGAP009292	AFUN2_007783
OG0008921	AGAP008683	AFUN2_010495
OG0008922	AGAP008516	AFUN2_011428
OG0008923	AGAP001486	AFUN2_009275
OG0008924	AGAP006175	AFUN2_001612
OG0008925	AGAP010723	AFUN2_009339
OG0008926	AGAP029468	AFUN2_010064
OG0008927	AGAP008157	AFUN2_011632
OG0008928	AGAP008160	AFUN2_003624
OG0008929	AGAP000248	AFUN2_007047
OG0008930	AGAP003496	AFUN2_003900
OG0008931	AGAP003036	AFUN2_011308
OG0008932	AGAP003037	AFUN2_000376
OG0008933	AGAP001703	AFUN2_005261
OG0008934	AGAP001107	AFUN2_012301
OG0008935	AGAP005334	AFUN2_000551
OG0008936	AGAP003089	AFUN2_009306
OG0008937	AGAP006633	AFUN2_012827
OG0008938	AGAP003320	AFUN2_004601
OG0008939	AGAP005784	AFUN2_010988
OG0008940	AGAP007893	AFUN2_004981
OG0008941	AGAP002174	AFUN2_003538
OG0008942	AGAP007540	AFUN2_001295
OG0008943	AGAP010307	AFUN2_009745
OG0008944	AGAP010255	AFUN2_010512
OG0008945	AGAP003843	AFUN2_007486
OG0008946	AGAP006474	AFUN2_000819
OG0008947	AGAP007689	AFUN2_002333
OG0008948	AGAP013410	AFUN2_001938
OG0008949	AGAP006955	AFUN2_013680
OG0008950	AGAP003585	AFUN2_005679
OG0008951	AGAP009922	AFUN2_012578
OG0008952	AGAP008970	AFUN2_000394
OG0008953	AGAP009787	AFUN2_012169
OG0008954	AGAP002953	AFUN2_007303
OG0008955	AGAP008503	AFUN2_001170
OG0008956	AGAP010585	AFUN2_004650
OG0008957	AGAP028076	AFUN2_001671
OG0008958	AGAP011761	AFUN2_004220
OG0008959	AGAP004936	AFUN2_004505
OG0008961	AGAP006966	AFUN2_010203
OG0008962	AGAP001718	AFUN2_014135
OG0008963	AGAP011157	AFUN2_013516
OG0008964	AGAP004086	AFUN2_011968
OG0008965	AGAP006783	AFUN2_014274
OG0008966	AGAP002896	AFUN2_010007
OG0008967	AGAP006839	AFUN2_009963
OG0008968	AGAP008187	AFUN2_007041
OG0008969	AGAP029906	AFUN2_014426
OG0008970	AGAP004576	AFUN2_014724
OG0008971	AGAP010253	AFUN2_011115
OG0008972	AGAP001058	AFUN2_005097
OG0008973	AGAP004338	AFUN2_014198
OG0008974	AGAP006163	AFUN2_013641
OG0008975	AGAP006685	AFUN2_009103
OG0008976	AGAP000209	AFUN2_008702
OG0008977	AGAP007492	AFUN2_009937
OG0008978	AGAP001573	AFUN2_006826
OG0008979	AGAP006144	AFUN2_001673
OG0008980	AGAP006600	AFUN2_010390
OG0008981	AGAP011963	AFUN2_005029
OG0008982	AGAP001044	AFUN2_007826
OG0008983	AGAP013524	AFUN2_013776
OG0008984	AGAP027993	AFUN2_002751
OG0008985	AGAP009142	AFUN2_011742
OG0008986	AGAP001251	AFUN2_003089
OG0008987	AGAP008135	AFUN2_007099
OG0008988	AGAP028623	AFUN2_008601
OG0008989	AGAP003240	AFUN2_005922
OG0008990	AGAP013348	AFUN2_001116
OG0008991	AGAP005314	AFUN2_013724
OG0008992	AGAP013538	AFUN2_009220
OG0008993	AGAP007867	AFUN2_013876
OG0008994	AGAP003648	AFUN2_010386
OG0008995	AGAP003334	AFUN2_001145
OG0008996	AGAP003567	AFUN2_007809
OG0008997	AGAP002629	AFUN2_001137
OG0008998	AGAP003244	AFUN2_012032
OG0008999	AGAP009322	AFUN2_001509
OG0009000	AGAP001753	AFUN2_011422
OG0009001	AGAP029602	AFUN2_004526
OG0009002	AGAP010982	AFUN2_010989
OG0009003	AGAP004349	AFUN2_009489
OG0009004	AGAP006149	AFUN2_011445
OG0009005	AGAP000392	AFUN2_001156
OG0009006	AGAP000892	AFUN2_012302
OG0009007	AGAP029531	AFUN2_011564
OG0009008	AGAP010273	AFUN2_007324
OG0009009	AGAP000756	AFUN2_011415
OG0009010	AGAP007799	AFUN2_006066
OG0009011	AGAP029805	AFUN2_004705
OG0009012	AGAP028608	AFUN2_012934
OG0009013	AGAP029582	AFUN2_004649
OG0009014	AGAP006116	AFUN2_011404
OG0009015	AGAP001945	AFUN2_001224
OG0009016	AGAP002715	AFUN2_006454
OG0009017	AGAP010152	AFUN2_014523
OG0009018	AGAP003043	AFUN2_009009
OG0009019	AGAP003680	AFUN2_009943
OG0009020	AGAP010048	AFUN2_003472
OG0009021	AGAP029628	AFUN2_010109
OG0009022	AGAP010158	AFUN2_013476
OG0009023	AGAP004341	AFUN2_014793
OG0009024	AGAP002690	AFUN2_005947
OG0009025	AGAP005717	AFUN2_000405
OG0009026	AGAP010388	AFUN2_014578
OG0009027	AGAP000587	AFUN2_003779
OG0009028	AGAP002153	AFUN2_003913
OG0009029	AGAP002711	AFUN2_009217
OG0009030	AGAP002787	AFUN2_010640
OG0009031	AGAP003077	AFUN2_009952
OG0009033	AGAP008467	AFUN2_013072
OG0009034	AGAP004541	AFUN2_005440
OG0009035	AGAP001365	AFUN2_004429
OG0009036	AGAP006653	AFUN2_004776
OG0009037	AGAP002068	AFUN2_003932
OG0009038	AGAP029580	AFUN2_007103
OG0009039	AGAP003714	AFUN2_003230
OG0009040	AGAP011421	AFUN2_003173
OG0009041	AGAP002135	AFUN2_013581
OG0009042	AGAP006108	AFUN2_009206
OG0009043	AGAP007899	AFUN2_011490
OG0009045	AGAP006835	AFUN2_009099
OG0009046	AGAP010825	AFUN2_003975
OG0009047	AGAP028639	AFUN2_011249
OG0009048	AGAP009189	AFUN2_004293
OG0009049	AGAP004674	AFUN2_000878
OG0009050	AGAP029573	AFUN2_004731
OG0009051	AGAP003895	AFUN2_007922
OG0009052	AGAP004453	AFUN2_004225
OG0009053	AGAP008656	AFUN2_006187
OG0009054	AGAP000115	AFUN2_007796
OG0009055	AGAP003877	AFUN2_008403
OG0009057	AGAP029574	AFUN2_003495
OG0009058	AGAP000155	AFUN2_010522
OG0009059	AGAP005506	AFUN2_007546
OG0009060	AGAP013201	AFUN2_009003
OG0009061	AGAP012986	AFUN2_004636
OG0009062	AGAP010817	AFUN2_011540
OG0009063	AGAP003283	AFUN2_005150
OG0009064	AGAP006448	AFUN2_012588
OG0009065	AGAP000013	AFUN2_000925
OG0009066	AGAP012195	AFUN2_005207
OG0009067	AGAP028021	AFUN2_014249
OG0009068	AGAP028578	AFUN2_005999
OG0009070	AGAP006147	AFUN2_001157
OG0009072	AGAP002899	AFUN2_008374
OG0009073	AGAP000446	AFUN2_004598
OG0009074	AGAP013262	AFUN2_006997
OG0009075	AGAP006139	AFUN2_007637
OG0009076	AGAP011802	AFUN2_004149
OG0009077	AGAP028637	AFUN2_011845
OG0009078	AGAP007917	AFUN2_002216
OG0009079	AGAP028599	AFUN2_014308
OG0009080	AGAP004469	AFUN2_014365
OG0009083	AGAP004638	AFUN2_004581
OG0009084	AGAP029617	AFUN2_007062
OG0009086	AGAP005463	AFUN2_007873
OG0009087	AGAP007334	AFUN2_012256
OG0009088	AGAP003937	AFUN2_009772
OG0009089	AGAP003406	AFUN2_013010
OG0009090	AGAP001330	AFUN2_003981
OG0009091	AGAP013414	AFUN2_012362
OG0009092	AGAP004008	AFUN2_001005
OG0009093	AGAP029357	AFUN2_002050
OG0009094	AGAP029151	AFUN2_006485
OG0009095	AGAP003160	AFUN2_005395
OG0009096	AGAP010542	AFUN2_010334
OG0009097	AGAP004667	AFUN2_010402
OG0009098	AGAP003010	AFUN2_007641
OG0009099	AGAP010520	AFUN2_009145
OG0009100	AGAP013715	AFUN2_002018
OG0009101	AGAP009206	AFUN2_000872
OG0009102	AGAP011472	AFUN2_010750
OG0009103	AGAP004462	AFUN2_002209
OG0009104	AGAP000786	AFUN2_002821
OG0009105	AGAP003712	AFUN2_004770
OG0009106	AGAP013374	AFUN2_011083
OG0009107	AGAP011973	AFUN2_002032
OG0009108	AGAP028166	AFUN2_010257
OG0009110	AGAP003748	AFUN2_002917
OG0009111	AGAP001361	AFUN2_012275
OG0009112	AGAP010222	AFUN2_008272
OG0009113	AGAP028485	AFUN2_005082
OG0009115	AGAP013508	AFUN2_004659
OG0009118	AGAP009404, AGAP028209	AFUN2_003700
OG0009119	AGAP002379	AFUN2_009629
OG0009120	AGAP005793	AFUN2_010089
OG0009121	AGAP005093	AFUN2_012927
OG0009122	AGAP010416	AFUN2_009773
OG0009123	AGAP008833	AFUN2_007211
OG0009124	AGAP008397	AFUN2_003952
OG0009125	AGAP029621	AFUN2_006610
OG0009126	AGAP028400	AFUN2_014287
OG0009127	AGAP006701	AFUN2_014150
OG0009128	AGAP002741	AFUN2_007861
OG0009129	AGAP029439	AFUN2_005541
OG0009130	AGAP009759	AFUN2_004513
OG0009131	AGAP009789	AFUN2_013949
OG0009132	AGAP008937	AFUN2_013557
OG0009134	AGAP004000	AFUN2_005389
OG0009135	AGAP006267	AFUN2_002608
OG0009136	AGAP000369	AFUN2_011644
OG0009137	AGAP000345	AFUN2_003949
OG0009138	AGAP000535	AFUN2_013924
OG0009139	AGAP000996	AFUN2_006478
OG0009140	AGAP004714	AFUN2_014259
OG0009141	AGAP002880	AFUN2_005761
OG0009142	AGAP005859	AFUN2_004200
OG0009143	AGAP004879	AFUN2_006432
OG0009144	AGAP005946	AFUN2_011569
OG0009145	AGAP000759	AFUN2_001651
OG0009146	AGAP002050	AFUN2_001638
OG0009147	AGAP028473	AFUN2_006025
OG0009148	AGAP001736	AFUN2_009127
OG0009149	AGAP029087	AFUN2_010398
OG0009150	AGAP013022	AFUN2_001416
OG0009153	AGAP008314	AFUN2_000404
OG0009154	AGAP006125	AFUN2_013318
OG0009155	AGAP010413	AFUN2_013569
OG0009156	AGAP029604	AFUN2_005851
OG0009157	AGAP011771	AFUN2_003347
OG0009158	AGAP000119	AFUN2_003845
OG0009159	AGAP008977	AFUN2_003528
OG0009160	AGAP004130	AFUN2_007681
OG0009161	AGAP011935	AFUN2_003928
OG0009162	AGAP004730	AFUN2_009060
OG0009163	AGAP001322	AFUN2_000479
OG0009164	AGAP011440	AFUN2_000766
OG0009165	AGAP000457	AFUN2_004750
OG0009166	AGAP005522	AFUN2_012380
OG0009167	AGAP004831	AFUN2_009369
OG0009168	AGAP010960	AFUN2_012507
OG0009169	AGAP002321	AFUN2_006677
OG0009170	AGAP008735	AFUN2_006046
OG0009171	AGAP009641	AFUN2_010599
OG0009172	AGAP004331	AFUN2_004786
OG0009173	AGAP013343	AFUN2_000585
OG0009174	AGAP007439	AFUN2_010271
OG0009176	AGAP006480	AFUN2_007549
OG0009177	AGAP001643	AFUN2_010426
OG0009178	AGAP028438	AFUN2_014110
OG0009179	AGAP002442	AFUN2_009105
OG0009180	AGAP006871	AFUN2_006969
OG0009182	AGAP006465	AFUN2_010464
OG0009183	AGAP004787	AFUN2_010548
OG0009184	AGAP029370	AFUN2_000439
OG0009185	AGAP003241	AFUN2_005866
OG0009186	AGAP002658	AFUN2_002900
OG0009187	AGAP006470	AFUN2_001773
OG0009188	AGAP008855	AFUN2_010263
OG0009189	AGAP011681	AFUN2_013137
OG0009190	AGAP009407	AFUN2_002812
OG0009191	AGAP006947	AFUN2_003600
OG0009193	AGAP000382	AFUN2_005186
OG0009194	AGAP009480	AFUN2_008387
OG0009196	AGAP029583	AFUN2_003583
OG0009197	AGAP006479	AFUN2_009047
OG0009198	AGAP006259	AFUN2_001366
OG0009199	AGAP007607	AFUN2_008057
OG0009200	AGAP013184	AFUN2_003394
OG0009201	AGAP004580	AFUN2_013347
OG0009202	AGAP029360	AFUN2_001584
OG0009203	AGAP028066	AFUN2_012524
OG0009205	AGAP002852	AFUN2_004477
OG0009206	AGAP006884	AFUN2_001297
OG0009207	AGAP005525	AFUN2_002267
OG0009208	AGAP012658, AGAP007283	AFUN2_011137
OG0009209	AGAP006900	AFUN2_003934
OG0009210	AGAP010576	AFUN2_009898
OG0009211	AGAP012310	AFUN2_008994
OG0009212	AGAP029056	AFUN2_010084
OG0009213	AGAP002336	AFUN2_005014
OG0009214	AGAP005805	AFUN2_004615
OG0009216	AGAP008442	AFUN2_010378
OG0009217	AGAP000728	AFUN2_014758
OG0009218	AGAP028513	AFUN2_014186
OG0009219	AGAP003001	AFUN2_010387
OG0009220	AGAP003390	AFUN2_001132
OG0009221	AGAP010082	AFUN2_009775
OG0009221	AGAP010085	AFUN2_002650
OG0009222	AGAP000898	AFUN2_001590
OG0009223	AGAP004397	AFUN2_011595
OG0009224	AGAP001319	AFUN2_008573
OG0009225	AGAP008745	AFUN2_013426
OG0009226	AGAP001051	AFUN2_011781
OG0009227	AGAP001225	AFUN2_009274
OG0009228	AGAP008242	AFUN2_006904
OG0009229	AGAP000888	AFUN2_011778
OG0009230	AGAP003621	AFUN2_003219
OG0009231	AGAP001008	AFUN2_008068
OG0009232	AGAP001091	AFUN2_002732
OG0009233	AGAP004036	AFUN2_010244
OG0009234	AGAP002936	AFUN2_014446
OG0009235	AGAP003313	AFUN2_013401
OG0009236	AGAP028407	AFUN2_010992
OG0009237	AGAP012863, AGAP010433	AFUN2_011977
OG0009238	AGAP011524	AFUN2_005274
OG0009239	AGAP010283	AFUN2_004890
OG0009240	AGAP001998	AFUN2_005244
OG0009241	AGAP010203	AFUN2_006199
OG0009243	AGAP007278	AFUN2_006981
OG0009244	AGAP028543	AFUN2_008749
OG0009245	AGAP001045	AFUN2_013266
OG0009246	AGAP028130	AFUN2_000673
OG0009247	AGAP013298	AFUN2_003980
OG0009248	AGAP028586	AFUN2_003216
OG0009249	AGAP028054	AFUN2_009264
OG0009251	AGAP011884	AFUN2_001284
OG0009252	AGAP011836	AFUN2_009142
OG0009253	AGAP013446	AFUN2_007885
OG0009254	AGAP003994	AFUN2_008850
OG0009255	AGAP029738	AFUN2_002265
OG0009257	AGAP003492	AFUN2_007733
OG0009258	AGAP012975	AFUN2_012689
OG0009259	AGAP003418	AFUN2_005755
OG0009260	AGAP029107	AFUN2_010614
OG0009261	AGAP013445	AFUN2_014307
OG0009262	AGAP000205	AFUN2_011909
OG0009263	AGAP028210	AFUN2_012870
OG0009264	AGAP002378	AFUN2_003387
OG0009265	AGAP004665	AFUN2_007363
OG0009266	AGAP013413	AFUN2_008719
OG0009267	AGAP000303	AFUN2_010805
OG0009268	AGAP000156	AFUN2_004618
OG0009269	AGAP005005	AFUN2_010066
OG0009270	AGAP028111	AFUN2_001289
OG0009271	AGAP003329	AFUN2_014208
OG0009273	AGAP005138	AFUN2_001312
OG0009274	AGAP010302	AFUN2_005376
OG0009275	AGAP004440	AFUN2_011687
OG0009276	AGAP028573	AFUN2_013936
OG0009277	AGAP013339	AFUN2_003125
OG0009279	AGAP001735	AFUN2_014161
OG0009281	AGAP000687	AFUN2_010503
OG0009282	AGAP000882	AFUN2_005040
OG0009283	AGAP029058	AFUN2_013018
OG0009284	AGAP006242	AFUN2_003017
OG0009285	AGAP029673	AFUN2_006295
OG0009286	AGAP007256	AFUN2_010285
OG0009287	AGAP002981	AFUN2_003267
OG0009288	AGAP001493	AFUN2_006706
OG0009289	AGAP013309	AFUN2_000788
OG0009290	AGAP003108	AFUN2_013499
OG0009291	AGAP003933	AFUN2_000949
OG0009292	AGAP013145	AFUN2_013150
OG0009293	AGAP006748	AFUN2_009280
OG0009294	AGAP029402	AFUN2_006177
OG0009295	AGAP011118	AFUN2_003555
OG0009296	AGAP013506	AFUN2_003943
OG0009297	AGAP006471	AFUN2_009084
OG0009298	AGAP029293	AFUN2_011471
OG0009299	AGAP001873	AFUN2_002114
OG0009300	AGAP009661	AFUN2_011468
OG0009301	AGAP008961	AFUN2_005776
OG0009302	AGAP007107	AFUN2_007371
OG0009305	AGAP009324	AFUN2_012366
OG0009306	AGAP001790	AFUN2_000573
OG0009307	AGAP011704	AFUN2_011896
OG0009308	AGAP028651, AGAP010263	AFUN2_005742
OG0009309	AGAP007483	AFUN2_004093
OG0009311	AGAP003123	AFUN2_000452
OG0009313	AGAP000657	AFUN2_000868
OG0009315	AGAP002633	AFUN2_004930
OG0009316	AGAP004191	AFUN2_003615
OG0009317	AGAP005192	AFUN2_014216
OG0009319	AGAP005073	AFUN2_009248
OG0009320	AGAP003847	AFUN2_010541
OG0009323	AGAP007066	AFUN2_007165
OG0009325	AGAP001474	AFUN2_004663
OG0009326	AGAP007584	AFUN2_013060
OG0009327	AGAP007703	AFUN2_013314
OG0009328	AGAP013430	AFUN2_009567
OG0009334	AGAP013435	AFUN2_008980
OG0009336	AGAP002642	AFUN2_010412
OG0009337	AGAP000316	AFUN2_006293
OG0009342	AGAP002484	AFUN2_009643
OG0009343	AGAP029935	AFUN2_006223
OG0009353	AGAP011619	AFUN2_011054
OG0009354	AGAP011955	AFUN2_008256
OG0009355	AGAP000854	AFUN2_003903
OG0009356	AGAP010856	AFUN2_003809
OG0009356	AGAP029611	AFUN2_003083
OG0009357	AGAP009054	AFUN2_008986
OG0009359	AGAP006348	AFUN2_002406
OG0009360	AGAP005457, AGAP005458	AFUN2_009212, AFUN2_012901
OG0009361	AGAP013751, AGAP013743	AFUN2_001205, AFUN2_004445
OG0009363	AGAP028566, AGAP028567	AFUN2_011975
OG0009364	AGAP009855	AFUN2_011355
OG0009365	AGAP008139, AGAP008140, AGAP013729	AFUN2_003590
OG0009366	AGAP006525	AFUN2_005232
OG0009366	AGAP006524	AFUN2_007306
OG0009367	AGAP029924, AGAP029923	AFUN2_005632
OG0009368	AGAP002863	AFUN2_006427
OG0009369	AGAP012544, AGAP011949, AGAP011950	AFUN2_014483
OG0009387	AGAP002907	AFUN2_003260
OG0009389	AGAP003483	AFUN2_002951
OG0009390	AGAP003199	AFUN2_007496
OG0009391	AGAP001096	AFUN2_005134
OG0009393	AGAP011202	AFUN2_014464
OG0009394	AGAP000367	AFUN2_014021
OG0009396	AGAP000364	AFUN2_007169
OG0009397	AGAP005675	AFUN2_005418
OG0009398	AGAP010684, AGAP012594	AFUN2_004745
OG0009399	AGAP008013	AFUN2_012467, AFUN2_008670
OG0009400	AGAP029550	AFUN2_000486
OG0009401	AGAP003552	AFUN2_012333
OG0009402	AGAP003549	AFUN2_002376
OG0009403	AGAP002670	AFUN2_001174
OG0009404	AGAP004248	AFUN2_014559
OG0009405	AGAP011321	AFUN2_012796
OG0009407	AGAP001610	AFUN2_009540
OG0009408	AGAP007368	AFUN2_008970
OG0009410	AGAP012393	AFUN2_003644
OG0009411	AGAP012406	AFUN2_003873
OG0009412	AGAP007913	AFUN2_009782
OG0009414	AGAP028055	AFUN2_010674
OG0009415	AGAP007940	AFUN2_012226
OG0009416	AGAP002751	AFUN2_000587
OG0009417	AGAP011652	AFUN2_004583
OG0009418	AGAP011758	AFUN2_008968
OG0009419	AGAP010606	AFUN2_008886
OG0009420	AGAP011898	AFUN2_002709
OG0009421	AGAP004159	AFUN2_004903
OG0009422	AGAP010498	AFUN2_008309
OG0009423	AGAP004158	AFUN2_014481
OG0009424	AGAP002499	AFUN2_011416
OG0009425	AGAP012245	AFUN2_012743
OG0009426	AGAP008930	AFUN2_010796
OG0009427	AGAP004945	AFUN2_010770
OG0009430	AGAP007314	AFUN2_010987
OG0009431	AGAP007454	AFUN2_009674
OG0009432	AGAP011552	AFUN2_005210
OG0009433	AGAP007599	AFUN2_011332
OG0009434	AGAP007707	AFUN2_004466
OG0009435	AGAP007620	AFUN2_012686
OG0009436	AGAP007612	AFUN2_013962
OG0009437	AGAP028185	AFUN2_013086
OG0009438	AGAP004451	AFUN2_006336
OG0009439	AGAP010081	AFUN2_006444
OG0009440	AGAP007831	AFUN2_005804
OG0009441	AGAP013722	AFUN2_004848
OG0009442	AGAP007823	AFUN2_006809
OG0009443	AGAP007151	AFUN2_004457
OG0009445	AGAP006119	AFUN2_004470
OG0009446	AGAP008238	AFUN2_007481
OG0009447	AGAP005054	AFUN2_007033
OG0009448	AGAP008398	AFUN2_013465
OG0009449	AGAP010212	AFUN2_014111
OG0009450	AGAP009151	AFUN2_000724
OG0009451	AGAP008040	AFUN2_002879
OG0009452	AGAP008045	AFUN2_011446
OG0009454	AGAP008717	AFUN2_013105
OG0009455	AGAP002818	AFUN2_013939
OG0009456	AGAP029381	AFUN2_003123
OG0009457	AGAP003109	AFUN2_014064
OG0009458	AGAP007864	AFUN2_006195
OG0009459	AGAP010732	AFUN2_008752
OG0009460	AGAP006719	AFUN2_001820
OG0009461	AGAP009068	AFUN2_000706
OG0009462	AGAP002362	AFUN2_004284
OG0009465	AGAP003941	AFUN2_011554
OG0009466	AGAP013405	AFUN2_001981
OG0009467	AGAP004410	AFUN2_010439
OG0009468	AGAP011831	AFUN2_010099
OG0009471	AGAP002459	AFUN2_004491
OG0009472	AGAP012076	AFUN2_005423
OG0009473	AGAP005342	AFUN2_009319
OG0009474	AGAP009874	AFUN2_005623
OG0009475	AGAP005268	AFUN2_002319
OG0009476	AGAP008525	AFUN2_011421
OG0009478	AGAP008270	AFUN2_012095
OG0009479	AGAP013489	AFUN2_012819
OG0009480	AGAP002117	AFUN2_004190
OG0009481	AGAP010387	AFUN2_005950
OG0009482	AGAP029397	AFUN2_002579
OG0009483	AGAP013335	AFUN2_010103
OG0009484	AGAP008271	AFUN2_007935
OG0009485	AGAP001334	AFUN2_009205
OG0009486	AGAP009913	AFUN2_002284
OG0009487	AGAP001333	AFUN2_013843
OG0009488	AGAP003522	AFUN2_009252
OG0009489	AGAP003647	AFUN2_007633
OG0009490	AGAP010752	AFUN2_013972
OG0009491	AGAP029592	AFUN2_005242
OG0009492	AGAP013361	AFUN2_005220
OG0009493	AGAP002776	AFUN2_013750
OG0009494	AGAP010769	AFUN2_009085
OG0009495	AGAP001611	AFUN2_003794
OG0009496	AGAP000375	AFUN2_003803
OG0009497	AGAP009077	AFUN2_007807
OG0009498	AGAP012852, AGAP029733	AFUN2_008411
OG0009499	AGAP005566	AFUN2_003991
OG0009500	AGAP007976	AFUN2_003334
OG0009501	AGAP013423	AFUN2_012765
OG0009502	AGAP029921	AFUN2_013081
OG0009503	AGAP003048	AFUN2_012562
OG0009504	AGAP004722	AFUN2_006084
OG0009505	AGAP013290	AFUN2_007008
OG0009506	AGAP009612	AFUN2_009639
OG0009507	AGAP013008	AFUN2_003789
OG0009508	AGAP001398	AFUN2_003367
OG0009509	AGAP001393	AFUN2_003155
OG0009510	AGAP001405	AFUN2_001377
OG0009511	AGAP001734	AFUN2_001029
OG0009512	AGAP003162	AFUN2_003403
OG0009513	AGAP009996	AFUN2_004966
OG0009514	AGAP029593	AFUN2_003091
OG0009516	AGAP003071	AFUN2_004685
OG0009517	AGAP001731	AFUN2_002775
OG0009518	AGAP004555	AFUN2_011995
OG0009519	AGAP005393	AFUN2_011248
OG0009521	AGAP004914	AFUN2_013122
OG0009522	AGAP010961	AFUN2_001648
OG0009523	AGAP010962, AGAP010964	AFUN2_000919
OG0009525	AGAP009339	AFUN2_009255
OG0009526	AGAP004151	AFUN2_012229
OG0009528	AGAP005842	AFUN2_011890
OG0009529	AGAP006236	AFUN2_000329
OG0009530	AGAP000398	AFUN2_013413
OG0009531	AGAP003358	AFUN2_008917
OG0009532	AGAP009631	AFUN2_003633
OG0009533	AGAP011275	AFUN2_009010
OG0009534	AGAP028727	AFUN2_011893
OG0009535	AGAP001206	AFUN2_014785
OG0009536	AGAP009262	AFUN2_011042
OG0009537	AGAP002840	AFUN2_002522
OG0009538	AGAP010157	AFUN2_008925
OG0009539	AGAP028743	AFUN2_008405
OG0009540	AGAP002791	AFUN2_010342
OG0009541	AGAP008094	AFUN2_006517
OG0009543	AGAP029869	AFUN2_000897
OG0009544	AGAP002035	AFUN2_006608
OG0009546	AGAP003238	AFUN2_004921
OG0009547	AGAP004063	AFUN2_009202
OG0009548	AGAP004067	AFUN2_013304
OG0009549	AGAP007476	AFUN2_004508
OG0009550	AGAP001127	AFUN2_007674
OG0009551	AGAP005242	AFUN2_012620
OG0009552	AGAP005256	AFUN2_008515
OG0009553	AGAP005229	AFUN2_013512
OG0009555	AGAP029463, AGAP012648	AFUN2_007711
OG0009556	AGAP010497	AFUN2_014625
OG0009557	AGAP029303	AFUN2_002824
OG0009558	AGAP010496	AFUN2_006203
OG0009559	AGAP001177	AFUN2_010156
OG0009560	AGAP001166	AFUN2_007069
OG0009561	AGAP009499	AFUN2_006174
OG0009562	AGAP009495	AFUN2_008024
OG0009563	AGAP009494	AFUN2_010678
OG0009564	AGAP007945	AFUN2_014555
OG0009565	AGAP007915	AFUN2_009152
OG0009566	AGAP009888	AFUN2_009956
OG0009567	AGAP004911	AFUN2_002870
OG0009568	AGAP003278	AFUN2_007710
OG0009569	AGAP000878	AFUN2_006812
OG0009570	AGAP002514	AFUN2_003549
OG0009571	AGAP007652	AFUN2_014048
OG0009573	AGAP010240	AFUN2_005821
OG0009575	AGAP002542	AFUN2_006130
OG0009576	AGAP002540	AFUN2_005828
OG0009577	AGAP003605	AFUN2_011385
OG0009578	AGAP000826	AFUN2_003421
OG0009579	AGAP002141	AFUN2_010489
OG0009580	AGAP009101	AFUN2_007443
OG0009581	AGAP009106	AFUN2_004488
OG0009582	AGAP009103	AFUN2_014635
OG0009583	AGAP009102	AFUN2_003617
OG0009584	AGAP012376	AFUN2_012698
OG0009586	AGAP004621	AFUN2_007257
OG0009588	AGAP008616	AFUN2_011348
OG0009589	AGAP003606	AFUN2_006091
OG0009590	AGAP028575	AFUN2_007269
OG0009591	AGAP002403	AFUN2_006241
